site_id,n_years_used,mat_degc,map_mm,kg_class,kg_second,kg_main,koppen_class,koppen_twoletter,koppen_main,koppen_method,koppen_class_code,koppen_class_name,koppen_main_name,badm_kg_class,beck2023_kg_class,agree_badm,agree_beck2023
US-ICt,30,-6.427966666666666,286.46073333333334,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,ET,Dfc,FALSE,TRUE
US-Jo1,30,16.785766666666667,243.9739,BWk,BW,B,BWk,BW,B,era5_local,5,"Arid, desert, cold",Arid,Bwk,BSk,FALSE,FALSE
US-Jo2,30,17.087522222222223,332.1813,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,Bwk,BSk,FALSE,TRUE
US-KFS,30,12.838741666666667,599.5625333333334,Dfa,Df,D,Dfa,Df,D,era5_local,25,"Cold, no dry season, hot summer",Cold,Cfa,Dfa,FALSE,TRUE
US-KPL,30,1.4349333333333332,382.6372333333333,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dfc,Dsc,TRUE,FALSE
US-KS1,30,23.381433333333334,1227.4967333333334,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cwa,Cfa,FALSE,TRUE
US-KS2,30,22.033863888888888,1240.9408333333336,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cwa,Cfa,FALSE,TRUE
US-KS3,30,22.238511111111112,274.10203333333334,BWh,BW,B,BWh,BW,B,era5_local,4,"Arid, desert, hot",Arid,Cfa,Cfa,FALSE,FALSE
US-Kon,30,12.934375,722.2409666666666,Dfa,Df,D,Dfa,Df,D,era5_local,25,"Cold, no dry season, hot summer",Cold,Cfa,Dfa,FALSE,TRUE
US-LA2,30,21.477261111111112,891.8103666666666,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-LA3,30,21.254155555555556,546.9458333333333,BSh,BS,B,BSh,BS,B,era5_local,6,"Arid, steppe, hot",Arid,Cfa,Cfa,FALSE,FALSE
US-LS1,30,15.49451111111111,311.8808666666667,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,Bwh,BSh,FALSE,FALSE
US-Lin,30,17.367930555555557,327.6041333333333,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,NA,Csa,NA,FALSE
US-Los,30,3.7318249999999997,753.3599999999999,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
US-MBP,30,3.7945138888888885,2870.626166666666,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,NA,Dfb,NA,TRUE
US-MEF,30,6.044066666666667,419.4433,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
US-MMS,30,12.22785,1103.896433333333,Dfa,Df,D,Dfa,Df,D,era5_local,25,"Cold, no dry season, hot summer",Cold,Cfa,Dfa,FALSE,TRUE
US-MN1,30,6.143780555555555,456.37523333333337,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dwb,Dfa,FALSE,FALSE
US-MN2,30,5.976780555555556,473.41060000000004,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dwb,Dfa,FALSE,FALSE
US-MN3,30,6.343938888888888,501.7547666666666,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dwb,Dfa,FALSE,FALSE
US-MOz,30,13.248075,908.8695,Dfa,Df,D,Dfa,Df,D,era5_local,25,"Cold, no dry season, hot summer",Cold,Cfa,Dfa,FALSE,TRUE
US-MZA,30,9.421094444444444,504.29119999999995,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfa,TRUE,FALSE
US-Me1,30,8.613505555555555,166.06796666666665,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,Csb,Csb,FALSE,FALSE
US-Me3,30,8.037058333333333,383.1930666666667,Dsb,Ds,D,Dsb,Ds,D,era5_local,18,"Cold, dry summer, warm summer",Cold,Csb,Csb,FALSE,FALSE
US-Me5,30,8.183902777777778,479.1358,Csb,Cs,C,Csb,Cs,C,era5_local,9,"Temperate, dry summer, warm summer",Temperate,Csb,Dsb,TRUE,FALSE
US-Me6,30,7.361877777777778,322.8073333333333,Dsb,Ds,D,Dsb,Ds,D,era5_local,18,"Cold, dry summer, warm summer",Cold,Csb,Csb,FALSE,FALSE
US-Me7,30,7.20565,2553.5444666666663,Dsb,Ds,D,Dsb,Ds,D,era5_local,18,"Cold, dry summer, warm summer",Cold,Csb,Dsb,FALSE,TRUE
US-Mo1,30,12.3291,921.9112666666666,Dfa,Df,D,Dfa,Df,D,era5_local,25,"Cold, no dry season, hot summer",Cold,Cfa,Dfa,FALSE,TRUE
US-Mo2,30,12.677141666666667,743.9494666666668,Dfa,Df,D,Dfa,Df,D,era5_local,25,"Cold, no dry season, hot summer",Cold,Cfa,Dfa,FALSE,TRUE
US-Mo3,30,12.353905555555556,937.9848666666666,Dfa,Df,D,Dfa,Df,D,era5_local,25,"Cold, no dry season, hot summer",Cold,Cfa,Dfa,FALSE,TRUE
US-Mpj,30,10.770433333333333,416.31350000000003,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,Bsk,BSk,FALSE,TRUE
US-MtB,30,9.447041666666667,624.9588,Csb,Cs,C,Csb,Cs,C,era5_local,9,"Temperate, dry summer, warm summer",Temperate,Dwb,Csb,FALSE,TRUE
US-Myb,30,15.311386111111112,273.3820333333333,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,Csa,Csa,FALSE,FALSE
US-NC1,30,15.396902777777777,1132.5543,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-NC2,30,15.779216666666667,1239.1141,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-NC3,30,15.55708888888889,1449.9727333333333,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-NC4,30,16.669708333333332,889.0554333333333,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-NC5,30,16.218,636.7940999999998,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-NGB,30,-10.814788888888888,914.8648666666667,ET,ET,E,ET,ET,E,era5_local,29,"Polar, tundra",Polar,ET,ET,TRUE,TRUE
US-NGC,30,-3.029847222222222,2398.5839333333333,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,ET,Dfc,FALSE,TRUE
US-NR1,30,2.2005944444444445,709.2242000000001,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dfc,Dfc,TRUE,TRUE
US-NR3,30,-1.1204305555555554,2853.956100000001,ET,ET,E,ET,ET,E,era5_local,29,"Polar, tundra",Polar,ET,Dfc,TRUE,FALSE
US-NSa,30,17.96129722222222,1815.2083999999995,Csa,Cs,C,Csa,Cs,C,era5_local,8,"Temperate, dry summer, hot summer",Temperate,Csa,BSh,TRUE,FALSE
US-NSb,30,17.006186111111113,900.7200333333333,Csa,Cs,C,Csa,Cs,C,era5_local,8,"Temperate, dry summer, hot summer",Temperate,Csa,BSh,TRUE,FALSE
US-Ne1,29,10.33558908045977,3054.395551724138,Dfa,Df,D,Dfa,Df,D,era5_local,25,"Cold, no dry season, hot summer",Cold,Dfa,Dfa,TRUE,TRUE
US-Ne2,29,10.288416666666667,3054.395551724138,Dfa,Df,D,Dfa,Df,D,era5_local,25,"Cold, no dry season, hot summer",Cold,Dfa,Dfa,TRUE,TRUE
US-Ne3,29,10.49480459770115,3054.395551724138,Dfa,Df,D,Dfa,Df,D,era5_local,25,"Cold, no dry season, hot summer",Cold,Dfa,Dfa,TRUE,TRUE
US-ONA,30,21.769308333333335,733.4929999999999,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-OPE,30,13.847105555555556,891.1683333333334,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-OWC,30,11.713816666666666,564.5961666666667,Dfa,Df,D,Dfa,Df,D,era5_local,25,"Cold, no dry season, hot summer",Cold,Dfb,Dfa,FALSE,TRUE
US-Oho,30,10.292275,839.0880999999999,Dfa,Df,D,Dfa,Df,D,era5_local,25,"Cold, no dry season, hot summer",Cold,Dfa,Dfa,TRUE,TRUE
US-PAS,23,21.273047101449276,4103.217565217391,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-PFL,30,5.455783333333333,3162.742066666667,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
US-PFb,30,5.958808333333334,3162.742066666667,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
US-PFc,30,5.038244444444444,3162.742066666667,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
US-PFd,30,4.1477861111111105,3162.742066666667,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
US-PFf,30,4.581841666666667,3162.742066666667,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
US-PFg,30,5.503886111111111,3162.742066666667,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
US-PFh,30,5.657277777777777,3162.742066666667,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
US-PFi,30,5.545772222222222,3162.742066666667,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
US-PFj,30,5.471522222222222,3162.742066666667,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
US-PFk,30,5.4893027777777785,3162.742066666667,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
US-PFm,30,5.6579500000000005,3162.742066666667,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
US-PFn,30,5.356736111111111,3162.742066666667,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
US-PFp,30,5.006555555555556,3162.742066666667,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
US-PFq,30,5.608005555555556,3162.742066666667,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
US-PFr,30,3.7365888888888885,3162.742066666667,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
US-PFt,30,5.464875000000001,3162.742066666667,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
US-PLo,30,9.146016666666666,4001.6261333333337,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfa,Dfa,FALSE,FALSE
US-PSH,30,17.299616666666665,900.7205000000001,Csa,Cs,C,Csa,Cs,C,era5_local,8,"Temperate, dry summer, hot summer",Temperate,Bsk,BWh,FALSE,FALSE
US-PSL,30,16.3191,1206.1900666666668,Csa,Cs,C,Csa,Cs,C,era5_local,8,"Temperate, dry summer, hot summer",Temperate,Bsk,BSh,FALSE,FALSE
US-Prr,30,-2.4159972222222215,375.23940000000005,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dwc,Dfb,FALSE,FALSE
US-RC1,30,9.156744444444445,510.8742666666667,Dsb,Ds,D,Dsb,Ds,D,era5_local,18,"Cold, dry summer, warm summer",Cold,Dsb,Dsb,TRUE,TRUE
US-RC2,30,9.149386111111111,441.5242666666666,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,Dsb,Dsb,FALSE,FALSE
US-RC3,30,10.197841666666667,258.66540000000003,Dsa,Ds,D,Dsa,Ds,D,era5_local,17,"Cold, dry summer, hot summer",Cold,Dsb,BSk,FALSE,FALSE
US-RC4,30,8.395013888888888,634.6162666666667,Dsb,Ds,D,Dsb,Ds,D,era5_local,18,"Cold, dry summer, warm summer",Cold,Dsb,Dsb,TRUE,TRUE
US-RC5,30,10.069297222222222,136.2416,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,Dsb,BSk,FALSE,TRUE
US-RGA,30,17.937313888888887,1105.6634666666669,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-RGB,30,16.472533333333335,438.8813,Csa,Cs,C,Csa,Cs,C,era5_local,8,"Temperate, dry summer, hot summer",Temperate,Csa,Csa,TRUE,TRUE
US-RGF,30,16.119666666666667,276.97476666666665,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,Csa,BSk,FALSE,TRUE
US-RGW,30,16.94661111111111,1283.4840666666666,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-RGo,30,18.41233888888889,381.3772333333333,Csa,Cs,C,Csa,Cs,C,era5_local,8,"Temperate, dry summer, hot summer",Temperate,Csa,Csa,TRUE,TRUE
US-RRC,30,14.818127777777779,1228.6875666666667,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Dfa,Cfa,FALSE,TRUE
US-Rls,30,8.166094444444445,1305.9504666666664,Dsb,Ds,D,Dsb,Ds,D,era5_local,18,"Cold, dry summer, warm summer",Cold,Bsh,Dsb,FALSE,TRUE
US-Rms,30,4.8743,1484.0106,Dsb,Ds,D,Dsb,Ds,D,era5_local,18,"Cold, dry summer, warm summer",Cold,Bsh,Dsb,FALSE,TRUE
US-Ro1,30,7.144997222222223,812.8240000000001,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfa,Dfa,FALSE,FALSE
US-Ro2,30,7.046575000000001,823.6855333333334,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfa,Dfa,FALSE,FALSE
US-Ro3,30,7.769774999999999,805.9235333333336,Dfa,Df,D,Dfa,Df,D,era5_local,25,"Cold, no dry season, hot summer",Cold,Dfa,Dfa,TRUE,TRUE
US-Ro4,30,7.009530555555555,779.9886999999999,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfa,Dfa,FALSE,FALSE
US-Ro5,30,7.111133333333333,753.4834333333332,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfa,Dfa,FALSE,FALSE
US-Ro6,30,7.097341666666667,753.4834333333332,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfa,Dfa,FALSE,FALSE
US-Rpf,30,-0.8939833333333338,320.12906666666674,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dwc,Dfc,FALSE,TRUE
US-Rwe,30,5.421325,1484.0106,Dsb,Ds,D,Dsb,Ds,D,era5_local,18,"Cold, dry summer, warm summer",Cold,Bsh,Dsb,FALSE,TRUE
US-Rwf,30,6.396555555555556,1484.0106,Dsb,Ds,D,Dsb,Ds,D,era5_local,18,"Cold, dry summer, warm summer",Cold,Bsh,Dsb,FALSE,TRUE
US-Rws,30,9.340272222222222,1305.9504666666664,Dsb,Ds,D,Dsb,Ds,D,era5_local,18,"Cold, dry summer, warm summer",Cold,Bsk,Dsa,FALSE,FALSE
US-SD1,30,10.042716666666667,960.3414666666667,Dfa,Df,D,Dfa,Df,D,era5_local,25,"Cold, no dry season, hot summer",Cold,NA,Dfa,NA,TRUE
US-SD2,30,10.164516666666668,397.94016666666664,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,NA,Dfa,NA,FALSE
US-SHC,30,5.755372222222222,844.1197,Dsb,Ds,D,Dsb,Ds,D,era5_local,18,"Cold, dry summer, warm summer",Cold,Dsb,Dsb,TRUE,TRUE
US-SP1,30,20.275366666666667,1706.5929666666664,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-SRC,30,19.411202777777778,327.47316666666666,BWh,BW,B,BWh,BW,B,era5_local,4,"Arid, desert, hot",Arid,Bwh,BSh,FALSE,FALSE
US-SRG,30,18.481994444444442,434.67410000000007,BSh,BS,B,BSh,BS,B,era5_local,6,"Arid, steppe, hot",Arid,Bsk,BSh,FALSE,TRUE
US-SRM,30,19.261747222222223,378.23949999999996,BSh,BS,B,BSh,BS,B,era5_local,6,"Arid, steppe, hot",Arid,Bsk,BSh,FALSE,TRUE
US-SRS,30,18.912177777777778,409.99339999999995,BSh,BS,B,BSh,BS,B,era5_local,6,"Arid, steppe, hot",Arid,Bsk,BSh,FALSE,TRUE
US-SSH,30,10.197283333333333,934.9181666666666,Dfa,Df,D,Dfa,Df,D,era5_local,25,"Cold, no dry season, hot summer",Cold,Dfb,Dfa,FALSE,TRUE
US-Sag,30,-3.938247222222223,22.827066666666667,BWk,BW,B,BWk,BW,B,era5_local,5,"Arid, desert, cold",Arid,Dfc,Dfc,FALSE,FALSE
US-Seg,30,13.540183333333333,252.56323333333333,BWk,BW,B,BWk,BW,B,era5_local,5,"Arid, desert, cold",Arid,Bsk,BSk,FALSE,FALSE
US-Ses,30,13.904911111111112,253.19693333333333,BWk,BW,B,BWk,BW,B,era5_local,5,"Arid, desert, cold",Arid,Bsk,BSk,FALSE,FALSE
US-Slt,30,12.172402777777778,1059.4663,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Dfa,Cfa,FALSE,TRUE
US-Sne,30,14.970355555555555,338.27716666666674,Csb,Cs,C,Csb,Cs,C,era5_local,9,"Temperate, dry summer, warm summer",Temperate,Csa,Csa,FALSE,FALSE
US-Snf,30,14.960238888888888,343.7930666666666,Csb,Cs,C,Csb,Cs,C,era5_local,9,"Temperate, dry summer, warm summer",Temperate,Csa,Csa,FALSE,FALSE
US-Srr,30,15.043336111111111,1963.2860333333333,Csb,Cs,C,Csb,Cs,C,era5_local,9,"Temperate, dry summer, warm summer",Temperate,Csa,Csa,FALSE,FALSE
US-StJ,30,13.878533333333333,564.8426000000001,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-Sta,30,6.015866666666667,1727.4923666666668,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Bsh,Dfb,FALSE,TRUE
US-Syv,30,4.4334805555555565,3158.259966666667,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
US-TKs,30,-8.726166666666666,216.6600333333333,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,ET,Dfc,FALSE,TRUE
US-TLR,30,17.15073611111111,1.0004666666666666,BWk,BW,B,BWk,BW,B,era5_local,5,"Arid, desert, cold",Arid,Cfa,Cfa,FALSE,FALSE
US-TaS,29,24.82144540229885,3466.714034482759,Af,Af,A,Af,Af,A,era5_local,1,"Tropical, rainforest",Tropical,Cwa,Am,FALSE,FALSE
US-Ton,30,16.45591388888889,607.5981333333335,Csa,Cs,C,Csa,Cs,C,era5_local,8,"Temperate, dry summer, hot summer",Temperate,Csa,Csa,TRUE,TRUE
US-Tw1,30,14.64033888888889,1717.7816666666665,Csb,Cs,C,Csb,Cs,C,era5_local,9,"Temperate, dry summer, warm summer",Temperate,Csa,Csa,FALSE,FALSE
US-Tw2,30,15.379844444444444,1717.7816666666665,Csb,Cs,C,Csb,Cs,C,era5_local,9,"Temperate, dry summer, warm summer",Temperate,Csa,Csa,FALSE,FALSE
US-Tw3,30,15.342336111111111,265.8597,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,Csa,Csa,FALSE,FALSE
US-Tw4,30,14.5157,366.2459333333333,Csb,Cs,C,Csb,Cs,C,era5_local,9,"Temperate, dry summer, warm summer",Temperate,Csa,Csa,FALSE,FALSE
US-Tw5,30,14.519652777777777,1717.7816666666665,Csb,Cs,C,Csb,Cs,C,era5_local,9,"Temperate, dry summer, warm summer",Temperate,Csa,Csa,FALSE,FALSE
US-Twt,30,14.724355555555555,373.8043666666666,Csb,Cs,C,Csb,Cs,C,era5_local,9,"Temperate, dry summer, warm summer",Temperate,Csa,Csa,FALSE,FALSE
US-UC1,30,9.234511111111111,1084.6863666666666,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfa,TRUE,FALSE
US-UC2,30,9.041413888888888,1036.5163666666667,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfa,TRUE,FALSE
US-UMd,30,6.969772222222222,3229.198833333334,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
US-UTB,30,11.689994444444444,42.33186666666667,BWk,BW,B,BWk,BW,B,era5_local,5,"Arid, desert, cold",Arid,Bwk,BWk,FALSE,TRUE
US-UTD,30,12.198080555555556,67.78120000000001,BWk,BW,B,BWk,BW,B,era5_local,5,"Arid, desert, cold",Arid,Bwk,BSk,FALSE,FALSE
US-UTE,30,10.320072222222223,228.46273333333332,BWk,BW,B,BWk,BW,B,era5_local,5,"Arid, desert, cold",Arid,Bsk,BSk,FALSE,FALSE
US-UTJ,30,12.322072222222221,824.7116,Dsa,Ds,D,Dsa,Ds,D,era5_local,17,"Cold, dry summer, hot summer",Cold,Bsk,BWk,FALSE,FALSE
US-UTL,30,8.906119444444444,98.10723333333334,BWk,BW,B,BWk,BW,B,era5_local,5,"Arid, desert, cold",Arid,Bsk,BSk,FALSE,FALSE
US-UTM,30,12.212563888888889,73.7891,BWk,BW,B,BWk,BW,B,era5_local,5,"Arid, desert, cold",Arid,Bsk,BWk,FALSE,TRUE
US-UTP,30,8.878388888888889,285.49806666666666,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,Bwk,Dsa,FALSE,FALSE
US-UTV,30,8.158602777777778,128.37,BWk,BW,B,BWk,BW,B,era5_local,5,"Arid, desert, cold",Arid,Bsk,BSk,FALSE,FALSE
US-UTW,30,8.289425,822.7638333333334,Dsa,Ds,D,Dsa,Ds,D,era5_local,17,"Cold, dry summer, hot summer",Cold,Dfa,BSk,FALSE,FALSE
US-Uaf,30,-4.3039861111111115,258.19873333333334,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dwc,Dfb,FALSE,FALSE
US-UiA,28,11.332035714285714,3749.1471071428573,Dfa,Df,D,Dfa,Df,D,era5_local,25,"Cold, no dry season, hot summer",Cold,Dfa,Dfa,TRUE,TRUE
US-UiB,28,11.4245625,3749.1471071428573,Dfa,Df,D,Dfa,Df,D,era5_local,25,"Cold, no dry season, hot summer",Cold,Dfa,Dfa,TRUE,TRUE
US-UiC,28,11.7205625,3749.1471071428573,Dfa,Df,D,Dfa,Df,D,era5_local,25,"Cold, no dry season, hot summer",Cold,Dfa,Dfa,TRUE,TRUE
US-UiD,28,10.974735119047619,3749.1471071428573,Dfa,Df,D,Dfa,Df,D,era5_local,25,"Cold, no dry season, hot summer",Cold,NA,Dfa,NA,TRUE
US-UiE,30,11.35235,985.3755666666667,Dfa,Df,D,Dfa,Df,D,era5_local,25,"Cold, no dry season, hot summer",Cold,Dfa,Dfa,TRUE,TRUE
US-UiF,30,10.82576388888889,954.1183333333333,Dfa,Df,D,Dfa,Df,D,era5_local,25,"Cold, no dry season, hot summer",Cold,Dfa,Dfa,TRUE,TRUE
US-UiG,30,11.188269444444444,954.1183333333333,Dfa,Df,D,Dfa,Df,D,era5_local,25,"Cold, no dry season, hot summer",Cold,Dfa,Dfa,TRUE,TRUE
US-VT1,30,10.555080555555556,812.4177,Dfa,Df,D,Dfa,Df,D,era5_local,25,"Cold, no dry season, hot summer",Cold,Cfa,Dfa,FALSE,TRUE
US-VT2,30,10.612858333333334,810.1182666666666,Dfa,Df,D,Dfa,Df,D,era5_local,25,"Cold, no dry season, hot summer",Cold,Cfa,Dfa,FALSE,TRUE
US-Var,30,15.912975,584.9927333333334,Csa,Cs,C,Csa,Cs,C,era5_local,8,"Temperate, dry summer, hot summer",Temperate,Csa,Csa,TRUE,TRUE
US-Vcm,30,4.810852777777778,538.4859666666666,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dfb,Dfb,FALSE,FALSE
US-Vcp,30,7.058705555555555,505.1534,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
US-WCr,30,5.180000000000001,687.0006666666666,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
US-WPT,30,10.812330555555555,812.0837,Dfa,Df,D,Dfa,Df,D,era5_local,25,"Cold, no dry season, hot summer",Cold,Dfa,Dfa,TRUE,TRUE
US-WT1,30,14.180988888888889,1763.8166333333336,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Bsk,BSk,FALSE,FALSE
US-Whs,30,17.238058333333335,310.37823333333336,BWk,BW,B,BWk,BW,B,era5_local,5,"Arid, desert, cold",Arid,Bsk,BSk,FALSE,FALSE
US-Wjs,30,11.813477777777777,375.64719999999994,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,Bsk,BSk,FALSE,TRUE
US-Wkg,30,17.10551388888889,334.9805666666667,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,Bsk,BSk,FALSE,TRUE
US-YK1,30,-1.1432916666666668,362.50516666666664,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,NA,Dfc,NA,TRUE
