site_id,n_years_used,mat_degc,map_mm,kg_class,kg_second,kg_main,koppen_class,koppen_twoletter,koppen_main,koppen_method,koppen_class_code,koppen_class_name,koppen_main_name,badm_kg_class,beck2023_kg_class,agree_badm,agree_beck2023
AR-Bal,30,13.340605555555555,422.3624666666667,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,Cfb,Cfb,FALSE,FALSE
AR-CCa,29,16.526724137931033,3495.3052068965517,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
AR-CCg,27,14.345175925925925,3267.9639999999995,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,Cfa,Cfa,FALSE,FALSE
AR-TF1,30,6.021894444444444,3586.6913333333337,ET,ET,E,ET,ET,E,era5_local,29,"Polar, tundra",Polar,NA,ET,NA,TRUE
AR-TF2,30,5.161247222222222,3849.4612666666667,ET,ET,E,ET,ET,E,era5_local,29,"Polar, tundra",Polar,NA,ET,NA,TRUE
AT-Mmg,30,7.949513888888889,812.6036333333334,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Cfb,Dfb,FALSE,TRUE
AT-Neu,30,6.601152777777778,769.6289333333333,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
AT-Nsd,30,11.218380555555555,490.7579999999999,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,Dfb,Cfa,FALSE,FALSE
AT-PsM,30,7.221102777777778,1263.2589,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
AT-Zoe,30,7.345805555555556,1781.0322333333331,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
AU-APL,24,6.117826388888889,3923.045166666667,Cfc,Cf,C,Cfc,Cf,C,era5_local,16,"Temperate, no dry season, cold summer",Temperate,NA,Dfc,NA,FALSE
AU-ASM,30,22.74806388888889,311.54563333333334,BWh,BW,B,BWh,BW,B,era5_local,4,"Arid, desert, hot",Arid,NA,BWh,NA,TRUE
AU-Ade,30,27.085116666666668,1611.3440666666668,Aw,Aw,A,Aw,Aw,A,era5_local,3,"Tropical, savannah",Tropical,NA,Aw,NA,TRUE
AU-Boy,30,16.24181666666667,508.7504333333333,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,NA,Csa,NA,FALSE
AU-Col,30,15.769119444444446,2023.5442333333333,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,NA,Csb,NA,FALSE
AU-Cow,28,24.08148511904762,3200.6977857142865,Am,Am,A,Am,Am,A,era5_local,2,"Tropical, monsoon",Tropical,NA,Am,NA,TRUE
AU-Cpr,30,17.955202777777778,256.22166666666664,BWk,BW,B,BWk,BW,B,era5_local,5,"Arid, desert, cold",Arid,NA,BSk,NA,FALSE
AU-Ctr,26,23.89686217948718,3620.712769230769,Af,Af,A,Af,Af,A,era5_local,1,"Tropical, rainforest",Tropical,NA,Af,NA,TRUE
AU-Cum,30,18.068469444444446,839.5806,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,NA,Cfa,NA,TRUE
AU-DaP,30,25.576172222222223,1249.5877,Aw,Aw,A,Aw,Aw,A,era5_local,3,"Tropical, savannah",Tropical,NA,Aw,NA,TRUE
AU-DaS,30,26.655430555555554,1165.4386333333334,Aw,Aw,A,Aw,Aw,A,era5_local,3,"Tropical, savannah",Tropical,NA,Aw,NA,TRUE
AU-Dry,30,26.712747222222223,868.1355333333331,Aw,Aw,A,Aw,Aw,A,era5_local,3,"Tropical, savannah",Tropical,NA,Aw,NA,TRUE
AU-Emr,30,22.30276388888889,650.5638666666666,BSh,BS,B,BSh,BS,B,era5_local,6,"Arid, steppe, hot",Arid,NA,BSh,NA,TRUE
AU-Fle,30,23.495247222222222,560.8474,BSh,BS,B,BSh,BS,B,era5_local,6,"Arid, steppe, hot",Arid,NA,BSh,NA,TRUE
AU-Fog,0,NA,NA,NA,NA,NA,NA,NA,NA,era5_local,NA,NA,NA,NA,Aw,NA,NA
AU-GWW,30,19.376738888888887,340.5570666666667,BSh,BS,B,BSh,BS,B,era5_local,6,"Arid, steppe, hot",Arid,NA,BWh,NA,FALSE
AU-Gin,30,18.102819444444446,623.8964333333334,Csa,Cs,C,Csa,Cs,C,era5_local,8,"Temperate, dry summer, hot summer",Temperate,NA,Csa,NA,TRUE
AU-How,30,26.85321666666667,1675.783733333333,Aw,Aw,A,Aw,Aw,A,era5_local,3,"Tropical, savannah",Tropical,NA,Aw,NA,TRUE
AU-Lit,30,26.25025,1649.2909333333337,Aw,Aw,A,Aw,Aw,A,era5_local,3,"Tropical, savannah",Tropical,NA,Aw,NA,TRUE
AU-Lon,30,23.67893888888889,277.0809333333333,BWh,BW,B,BWh,BW,B,era5_local,4,"Arid, desert, hot",Arid,NA,BSh,NA,FALSE
AU-Lox,30,16.916272222222222,143.38846666666666,BWk,BW,B,BWk,BW,B,era5_local,5,"Arid, desert, cold",Arid,NA,BSk,NA,FALSE
AU-MvA,30,18.52945,560.3471999999999,BSh,BS,B,BSh,BS,B,era5_local,6,"Arid, steppe, hot",Arid,NA,Cfa,NA,FALSE
AU-MvB,30,17.608627777777777,593.9288333333334,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,NA,Cfa,NA,FALSE
AU-Otw,30,12.87566111111111,719.6304666666665,Csb,Cs,C,Csb,Cs,C,era5_local,9,"Temperate, dry summer, warm summer",Temperate,NA,Csb,NA,TRUE
AU-RDF,30,26.79982777777778,999.6309000000001,Aw,Aw,A,Aw,Aw,A,era5_local,3,"Tropical, savannah",Tropical,NA,Aw,NA,TRUE
AU-Rgf,30,16.458216666666665,585.0512333333334,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,NA,Csa,NA,FALSE
AU-Rig,30,15.416730555555555,465.1422333333333,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,NA,Cfa,NA,FALSE
AU-Rob,30,18.863869444444443,1752.6281999999999,Cwb,Cw,C,Cwb,Cw,C,era5_local,12,"Temperate, dry winter, warm summer",Temperate,NA,Cwa,NA,FALSE
AU-Sam,30,19.49236388888889,1000.4260666666668,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,NA,Cfa,NA,TRUE
AU-Sil,30,7.1657472222222225,683.9892,Cfc,Cf,C,Cfc,Cf,C,era5_local,16,"Temperate, no dry season, cold summer",Temperate,NA,Cfb,NA,FALSE
AU-Sno,30,7.465119444444444,1341.243,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,NA,Dfb,NA,FALSE
AU-Stp,30,26.250030555555554,650.5608333333333,BSh,BS,B,BSh,BS,B,era5_local,6,"Arid, steppe, hot",Arid,NA,BSh,NA,TRUE
AU-TTE,30,22.97738888888889,323.7930333333333,BWh,BW,B,BWh,BW,B,era5_local,4,"Arid, desert, hot",Arid,NA,BWh,NA,TRUE
AU-Tum,30,9.735175,1129.0455333333334,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,NA,Cfb,NA,TRUE
AU-Wac,30,10.567672222222223,2962.6132000000007,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,NA,Cfb,NA,TRUE
AU-Wel,30,15.988299999999999,751.6952,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,NA,Cfa,NA,TRUE
AU-Wgt,30,7.460116666666667,582.3777666666667,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,NA,Cfb,NA,TRUE
AU-Whr,30,15.133083333333333,307.99336666666665,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,NA,Cfa,NA,FALSE
AU-Wom,30,10.878591666666667,852.7280999999999,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,NA,Cfb,NA,TRUE
AU-Wrr,30,10.154363888888888,1179.5359666666666,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,NA,Cfb,NA,TRUE
AU-Ya1,30,16.703055555555554,742.3492666666666,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,NA,Cfa,NA,TRUE
AU-Ya2,30,16.707730555555557,790.8596666666667,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,NA,Cfa,NA,TRUE
AU-Ync,30,17.007675,503.6259,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,NA,BSk,NA,TRUE
BE-Bra,30,10.750363888888888,811.3813666666666,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,Cfb,Cfb,TRUE,TRUE
BE-Dor,30,9.587702777777778,643.6931333333332,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,Cfb,Cfb,TRUE,TRUE
BE-Lcr,30,10.698736111111112,696.4490666666667,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,Cfb,Cfb,TRUE,TRUE
BE-Lon,30,10.864816666666668,675.7650333333333,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,Cfb,Cfb,TRUE,TRUE
BE-Maa,30,10.241022222222222,697.2788666666667,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,Cfb,Cfb,TRUE,TRUE
BE-Vie,30,8.375705555555555,918.7797333333334,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,Cfb,Cfb,TRUE,TRUE
BJ-Bfg,30,25.74162777777778,1396.9521,Aw,Aw,A,Aw,Aw,A,era5_local,3,"Tropical, savannah",Tropical,NA,Aw,NA,TRUE
BJ-Db1,30,26.286519444444444,1404.9051333333334,Aw,Aw,A,Aw,Aw,A,era5_local,3,"Tropical, savannah",Tropical,NA,Aw,NA,TRUE
BJ-Nhu,30,25.233825,1349.8548666666666,Aw,Aw,A,Aw,Aw,A,era5_local,3,"Tropical, savannah",Tropical,Aw,Aw,TRUE,TRUE
BR-CST,30,26.22723611111111,661.4289333333332,BSh,BS,B,BSh,BS,B,era5_local,6,"Arid, steppe, hot",Arid,Bsh,Aw,FALSE,FALSE
BR-ITA,30,19.59907777777778,2457.0402,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
BR-Ji3,0,NA,NA,NA,NA,NA,NA,NA,NA,era5_local,NA,NA,NA,Am,Aw,NA,NA
BR-Ma2,30,25.803466666666665,2495.351366666667,Af,Af,A,Af,Af,A,era5_local,1,"Tropical, rainforest",Tropical,Af,Af,TRUE,TRUE
BR-Ma3,30,25.31111111111111,2134.5123000000003,Af,Af,A,Af,Af,A,era5_local,1,"Tropical, rainforest",Tropical,Af,Af,TRUE,TRUE
BR-Npw,30,25.094725,1433.2037,Aw,Aw,A,Aw,Aw,A,era5_local,3,"Tropical, savannah",Tropical,Aw,Aw,TRUE,TRUE
BR-SM1,0,NA,NA,NA,NA,NA,NA,NA,NA,era5_local,NA,NA,NA,Cfa,Cfa,NA,NA
BR-Sa1,30,25.704055555555556,2009.152166666667,Am,Am,A,Am,Am,A,era5_local,2,"Tropical, monsoon",Tropical,Am,Am,TRUE,TRUE
BR-Sa3,30,26.059825,1457.5392666666667,Aw,Aw,A,Aw,Aw,A,era5_local,3,"Tropical, savannah",Tropical,Am,Am,FALSE,FALSE
BR-Xpw,30,25.790905555555558,1431.8699666666666,Aw,Aw,A,Aw,Aw,A,era5_local,3,"Tropical, savannah",Tropical,Aw,Aw,TRUE,TRUE
BW-Gum,30,22.24528611111111,2356.7997666666665,Cwa,Cw,C,Cwa,Cw,C,era5_local,11,"Temperate, dry winter, hot summer",Temperate,Bsh,BSh,FALSE,FALSE
BW-Nxr,30,22.31198888888889,2185.233133333333,Cwa,Cw,C,Cwa,Cw,C,era5_local,11,"Temperate, dry winter, hot summer",Temperate,Bsh,BSh,FALSE,FALSE
CA-ARB,30,-1.4357055555555553,488.89663333333334,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dfb,Dfc,FALSE,TRUE
CA-ARF,30,-1.2990694444444448,488.89456666666666,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dfb,Dfc,FALSE,TRUE
CA-BOU,30,1.413741666666667,711.3454333333334,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Cwc,Dfb,FALSE,TRUE
CA-CF1,30,-7.989119444444444,3649.1881,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dfc,Dsc,TRUE,FALSE
CA-CF2,0,NA,NA,NA,NA,NA,NA,NA,NA,era5_local,NA,NA,NA,Dfc,Dsc,NA,NA
CA-CF3,30,-6.517899999999999,252.51989999999998,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dfc,Dsc,TRUE,FALSE
CA-Ca1,30,13.160538888888889,1315.8228666666666,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,Cfb,Csb,TRUE,FALSE
CA-Ca2,30,8.645327777777778,1178.4454666666666,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,Cfb,Csb,TRUE,FALSE
CA-Ca3,30,8.030536111111111,1772.5385666666666,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,Cfb,Csb,TRUE,FALSE
CA-Cbo,30,7.6991000000000005,3332.777966666667,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
CA-DB2,30,9.253038888888888,1196.4158333333332,Csb,Cs,C,Csb,Cs,C,era5_local,9,"Temperate, dry summer, warm summer",Temperate,NA,Csb,NA,TRUE
CA-DBB,30,10.155986111111112,1139.3527,Csb,Cs,C,Csb,Cs,C,era5_local,9,"Temperate, dry summer, warm summer",Temperate,Csb,Csb,TRUE,TRUE
CA-DSM,30,10.517008333333333,1166.4762333333335,Csb,Cs,C,Csb,Cs,C,era5_local,9,"Temperate, dry summer, warm summer",Temperate,Csb,Cfb,TRUE,FALSE
CA-EM1,30,1.7598666666666671,395.9318333333333,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
CA-EM2,30,1.7242861111111107,298.7585666666667,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,Dfb,Dfb,FALSE,FALSE
CA-Gro,30,2.9224916666666667,822.5417666666667,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
CA-HPC,30,-6.772805555555555,1114.4470666666666,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dfc,Dfc,TRUE,TRUE
CA-KLP,30,-0.41770277777777826,573.9364666666665,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
CA-LP1,30,2.732380555555556,537.0924333333334,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Csa,Dfb,FALSE,FALSE
CA-LU1,30,-0.6644138888888889,384.5509333333333,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dfc,Dfc,TRUE,TRUE
CA-LU2,30,-1.5852250000000008,358.30706666666674,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dfc,Dfc,TRUE,TRUE
CA-MA1,30,2.0292166666666662,443.61256666666674,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
CA-MA2,30,2.692897222222223,462.4175666666667,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
CA-MA3,30,2.7040500000000005,473.8713333333333,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
CA-Man,30,-1.2681166666666661,328.08063333333337,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dfc,Dfc,TRUE,TRUE
CA-Mer,30,5.9646083333333335,882.907,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
CA-Mtk,30,-10.684536111111111,206.77140000000003,ET,ET,E,ET,ET,E,era5_local,29,"Polar, tundra",Polar,ET,ET,TRUE,TRUE
CA-Na1,30,4.086630555555556,1287.7088333333334,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
CA-Ojp,30,1.3009527777777776,494.6377,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfc,Dfb,FALSE,TRUE
CA-PB1,30,-4.3908555555555555,344.53830000000005,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dfc,Dfc,TRUE,TRUE
CA-PB2,30,-4.459811111111112,475.4521333333333,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dfc,Dfc,TRUE,TRUE
CA-Qc2,30,0.8505749999999996,827.3690999999999,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,NA,Dfb,NA,TRUE
CA-Qfo,30,0.5516722222222218,975.0215,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfc,Dfb,FALSE,TRUE
CA-RBM,30,10.415905555555556,974.1024333333335,Csb,Cs,C,Csb,Cs,C,era5_local,9,"Temperate, dry summer, warm summer",Temperate,Csb,Csb,TRUE,TRUE
CA-SCB,30,-2.3312194444444456,342.5516666666667,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dfc,Dfc,TRUE,TRUE
CA-SCC,30,-1.3102916666666669,269.28866666666664,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dfc,Dfc,TRUE,TRUE
CA-SF1,30,-0.3706138888888888,421.06910000000005,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dfc,Dfc,TRUE,TRUE
CA-SF2,30,0.013655555555555162,346.47696666666667,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dfc,Dfb,TRUE,FALSE
CA-SF3,30,0.8161416666666658,387.4114333333333,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfc,Dfb,FALSE,TRUE
CA-SJ2,30,0.1601472222222228,499.29089999999997,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dfc,Dfb,TRUE,FALSE
CA-SMC,30,-3.741866666666667,1656.6342333333334,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dfc,Dfc,TRUE,TRUE
CA-TP1,30,8.771566666666667,669.2239666666667,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
CA-TP2,30,8.501330555555555,0,BWk,BW,B,BWk,BW,B,era5_local,5,"Arid, desert, cold",Arid,Dfb,Dfb,FALSE,FALSE
CA-TP3,30,8.89566388888889,1099.2175666666667,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
CA-TP4,30,9.193266666666666,1099.2175666666667,Dfa,Df,D,Dfa,Df,D,era5_local,25,"Cold, no dry season, hot summer",Cold,Dfb,Dfb,FALSE,FALSE
CA-TPA,30,8.509227777777777,1108.8337333333334,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,NA,Dfb,NA,TRUE
CA-TPD,30,9.721463888888888,931.4757333333333,Dfa,Df,D,Dfa,Df,D,era5_local,25,"Cold, no dry season, hot summer",Cold,Dfb,Dfb,FALSE,FALSE
CA-TVC,30,-8.122349999999999,104.27626666666667,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,Dfc,Dfc,FALSE,FALSE
CD-Ygb,30,23.90563611111111,2433.6065999999996,Af,Af,A,Af,Af,A,era5_local,1,"Tropical, rainforest",Tropical,Af,Af,TRUE,TRUE
CG-Tch,30,24.33162777777778,1590.3380666666667,Aw,Aw,A,Aw,Aw,A,era5_local,3,"Tropical, savannah",Tropical,NA,Aw,NA,TRUE
CH-Aws,30,3.1771027777777774,1332.9461333333334,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,NA,Dfc,NA,TRUE
CH-Cha,30,9.579927777777778,1182.5493666666666,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,NA,Cfb,NA,TRUE
CH-Crs,30,10.930263888888888,905.8019,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,Cfb,Cfb,TRUE,TRUE
CH-Dav,30,4.0932916666666666,873.3136333333335,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dfc,Dfc,TRUE,TRUE
CH-For,30,8.647594444444445,1072.3002333333334,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,Cfb,Cfb,TRUE,TRUE
CH-Frk,30,-0.24713888888888852,1197.6444666666669,ET,ET,E,ET,ET,E,era5_local,29,"Polar, tundra",Polar,NA,ET,NA,TRUE
CH-Fru,30,7.574483333333333,1503.4291999999998,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,NA,Dfb,NA,TRUE
CH-Lae,30,8.609002777777778,883.6265666666667,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,NA,Cfb,NA,TRUE
CH-Oe1,30,9.275186111111111,1175.8516666666667,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,Cfb,Cfb,TRUE,TRUE
CH-Oe2,30,9.610075,1148.4836666666667,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,Cfb,Cfb,TRUE,TRUE
CH-Oe3,30,9.292516666666666,1160.512966666667,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,Cfb,Cfb,TRUE,TRUE
CH-Rh1,30,9.849805555555555,1677.0118333333335,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,Cfb,Dfb,TRUE,FALSE
CH-Rh2,30,9.849805555555555,1677.0118333333335,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,Cfb,Dfb,TRUE,FALSE
CH-Rtb,30,7.845152777777778,1436.3975666666668,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
CH-Tnk,30,9.512911111111112,1168.7216333333333,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,Cfb,Cfb,TRUE,TRUE
CL-ACF,30,7.483147222222222,3172.804066666666,Cfc,Cf,C,Cfc,Cf,C,era5_local,16,"Temperate, no dry season, cold summer",Temperate,Cfb,Cfb,FALSE,FALSE
CL-SDF,30,11.248511111111112,1506.9242333333334,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,Cfb,Cfb,TRUE,TRUE
CL-SDP,30,11.597308333333334,1421.9918333333335,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,Cfb,Cfb,TRUE,TRUE
CN-Aro,30,-0.3629111111111105,2471.672066666666,Dwc,Dw,D,Dwc,Dw,D,era5_local,23,"Cold, dry winter, cold summer",Cold,Dfd,Dwc,FALSE,TRUE
CN-Ash,30,11.288372222222222,1466.8425666666667,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,NA,Cwb,NA,FALSE
CN-BeO,30,13.506983333333334,532.4038666666667,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,NA,BSk,NA,TRUE
CN-DaW,30,2.3266472222222223,311.1937,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,NA,Dwc,NA,FALSE
CN-Dan,30,2.3760111111111115,372.06173333333334,Dwc,Dw,D,Dwc,Dw,D,era5_local,23,"Cold, dry winter, cold summer",Cold,NA,Dwc,NA,TRUE
CN-Dda,30,4.218333333333334,1158.7745666666667,Dwb,Dw,D,Dwb,Dw,D,era5_local,22,"Cold, dry winter, warm summer",Cold,NA,BSk,NA,FALSE
CN-Din,30,20.142558333333334,1502.0699,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,NA,Cfa,NA,TRUE
CN-Dmn,30,6.941225,1534.9444,Dwb,Dw,D,Dwb,Dw,D,era5_local,22,"Cold, dry winter, warm summer",Cold,Dsa,BWk,FALSE,FALSE
CN-Dsh,30,-3.814827777777778,2499.1318333333334,ET,ET,E,ET,ET,E,era5_local,29,"Polar, tundra",Polar,Dfd,ET,FALSE,TRUE
CN-Du2,30,2.751672222222222,476.40950000000004,Dwb,Dw,D,Dwb,Dw,D,era5_local,22,"Cold, dry winter, warm summer",Cold,NA,Dwb,NA,TRUE
CN-Dzo,30,23.67485,1668.2482666666667,Cwa,Cw,C,Cwa,Cw,C,era5_local,11,"Temperate, dry winter, hot summer",Temperate,NA,Aw,NA,FALSE
CN-Erg,30,-2.370222222222222,357.0635666666667,Dwb,Dw,D,Dwb,Dw,D,era5_local,22,"Cold, dry winter, warm summer",Cold,NA,Dwb,NA,TRUE
CN-GuT,30,-0.4928888888888888,52.53059999999999,BWk,BW,B,BWk,BW,B,era5_local,5,"Arid, desert, cold",Arid,NA,ET,NA,FALSE
CN-Ha2,30,-1.1062694444444447,457.11086666666665,ET,ET,E,ET,ET,E,era5_local,29,"Polar, tundra",Polar,NA,Dwc,NA,FALSE
CN-HaM,30,-1.2142694444444448,3057.3432333333335,Dwc,Dw,D,Dwc,Dw,D,era5_local,23,"Cold, dry winter, cold summer",Cold,NA,Dwc,NA,TRUE
CN-HaW,30,-1.1719861111111112,470.30376666666666,Dwc,Dw,D,Dwc,Dw,D,era5_local,23,"Cold, dry winter, cold summer",Cold,NA,Dwc,NA,TRUE
