site_id,location_lat,location_long,koppen_class_code,koppen_class,koppen_class_name,koppen_main,koppen_main_name,koppen_method
SE-Hmr,64.15955,19.551497,27,Dfc,"Cold, no dry season, cold summer",D,Cold,exact
SE-HfM,64.15955,19.551497,27,Dfc,"Cold, no dry season, cold summer",D,Cold,exact
SD-Dem,13.2829,30.4783,4,BWh,"Arid, desert, hot",B,Arid,exact
RU-Ha1,54.72517,90.00215,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
RU-Fyo,56.46153,32.922085,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
RU-Fy4,56.4727,33.0413,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
RU-Fy3,56.4435,33.0478,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
RU-Fy2,56.4476,32.90188,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
RU-Che,68.61304,161.34143,19,Dsc,"Cold, dry summer, cold summer",D,Cold,exact
RU-Ch2,68.61689,161.35089,19,Dsc,"Cold, dry summer, cold summer",D,Cold,exact
PA-SPs,9.31378,-79.63143,2,Am,"Tropical, monsoon",A,Tropical,exact
PA-SPn,9.31814,-79.6346,2,Am,"Tropical, monsoon",A,Tropical,exact
NO-Ikr,69.34,25.3,27,Dfc,"Cold, no dry season, cold summer",D,Cold,exact
NO-Fns,60.59384,7.5271025,27,Dfc,"Cold, no dry season, cold summer",D,Cold,exact
NO-And,69.1422,16.01975,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
NL-Vkp,51.980934,5.618825,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
NL-Hrw,51.972466,5.641228,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
IT-SRo,43.72786,10.284445,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
IT-PT1,45.20087,9.061039,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
IT-NiG,45.51919,7.171434,27,Dfc,"Cold, no dry season, cold summer",D,Cold,exact
IT-MtM,46.687134,10.579597,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
IT-Lav,45.9562,11.28132,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
IT-CA3,42.38,12.0222,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
IT-CA2,42.37722,12.026039,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
IT-CA1,42.38041,12.026561,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
IT-Bsn,45.11924,7.160429,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
IT-BsB,45.11823,7.161995,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
IT-Arz,45.61902,10.00228,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
IL-Yat,31.345045,35.051987,6,BSh,"Arid, steppe, hot",B,Arid,exact
IL-RmH,32.5555,34.947285,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
IE-Gwr,52.6365,-7.011306,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
IE-CaN,52.85879,-6.918136,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
IE-CaC,52.85879,-6.918136,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
GH-Ank,5.268543,-2.694206,2,Am,"Tropical, monsoon",A,Tropical,exact
FR-Nzn,48.005814,-2.81721,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
FR-Mau,43.385,1.29306,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
FR-LBr,44.71711,-0.7693,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
FI-Sar,63.15143,27.199064,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
FI-Ruk,64.68398,25.106318,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
FI-Rk2,61.182884,25.262684,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
FI-Qvd,60.295242,22.391607,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
FI-Pap,63.13806,27.246117,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
FI-Nsv,62.8639,24.08382,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
FI-Jok,60.8986,23.51345,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
ES-Yst,38.338932,-2.3506052,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
ES-VDA,42.15111,1.4473800000000001,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
ES-TzM,39.265785,-1.9397246,7,BSk,"Arid, steppe, cold",B,Arid,exact
ES-Srn,40.15047,-0.8380832,7,BSk,"Arid, steppe, cold",B,Arid,exact
ES-Pzb,38.362118,-4.767329,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
ES-Pdu,37.016975,-3.609228,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
ES-Mzn,40.089497,-0.827409,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
ES-MtN,36.99234,-6.4826016,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
ES-MtB,37.020206,-6.5544033,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
ES-Mcd,39.58819,-0.39969,6,BSh,"Arid, steppe, hot",B,Arid,exact
ES-LM2,39.934593,-5.775881,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
ES-LM1,39.94269,-5.778683,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
ES-LJu,36.926594,-2.752115,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
ES-Hen,38.411087,-1.697534,6,BSh,"Arid, steppe, hot",B,Arid,exact
ES-HeB,38.40475,-1.726215,7,BSk,"Arid, steppe, cold",B,Arid,exact
ES-HdD,38.49679,-5.111296,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
ES-Gdn,37.91084,-3.228489,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
ES-FtD,36.99854,-6.434575,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
ES-Dnn,36.9968,-6.5118,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
ES-Crg,39.11926,-0.95852,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
ES-Cnd,37.914997,-3.227659,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
ES-Amo,36.833405,-2.2522173,4,BWh,"Arid, desert, hot",B,Arid,exact
ES-Agu,36.939384,-2.034044,4,BWh,"Arid, desert, hot",B,Arid,exact
ES-Abr,38.70184,-6.785881,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
EE-Stg,58.023636,26.070753,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
EE-Rng,57.913143,26.694048,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
EE-Pts,58.562298,24.369932,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
DK-Fou,56.4842,9.58722,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
DK-Eng,55.69053,12.19175,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
DE-Zrk,53.875942,12.88901,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
DE-Spw,51.89225,14.03369,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
DE-SfS,47.80629,11.32757,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
DE-Seh,50.870625,6.449653,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
DE-SbM,51.764927,10.51799,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
DE-RuM,50.929787,6.2969923,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
DE-RuC,50.5031,6.336,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
DE-Rns,51.494953,9.932118,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
DE-Obe,50.7864,13.72168,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
DE-Lnf,51.328217,10.3678,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
DE-Lkb,49.099617,13.3046665,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
DE-Hte,54.213055,12.179944,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
DE-Hdn,53.86825,13.268543,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
DE-Etn,48.268486,7.878243,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
DE-Akm,53.86617,13.68342,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
CZ-Stn,49.035976,17.9699,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
CZ-RAJ,49.44372,16.696512,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
CZ-LnG,48.704224,16.926247,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
CZ-KrP,49.573257,15.078773,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
CZ-BK2,49.49443,18.54285,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
CH-Tnk,47.48058,8.911775,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
CH-Rtb,47.3804,8.9934,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
CH-Rh2,47.3,9.5,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
CH-Rh1,47.3,9.5,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
CH-Oe3,47.28542,7.732438,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
CH-Oe2,47.286415,7.73375,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
CH-Oe1,47.28583,7.731944,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
CH-Lae,47.478333,8.364389,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
CH-Fru,47.115833,8.537778,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
CH-Frk,46.577637,8.421592,27,Dfc,"Cold, no dry season, cold summer",D,Cold,exact
CH-For,46.527206,6.7595406,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
CH-Crs,47.0436,7.0475,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
CH-Cha,47.21022,8.410444,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
CH-Aws,46.58311,9.790639,27,Dfc,"Cold, no dry season, cold summer",D,Cold,exact
CG-Tch,-4.2891665,11.656417,3,Aw,"Tropical, savannah",A,Tropical,exact
BE-Lcr,51.11218,3.85043,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
AT-Zoe,47.842247,14.444137,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
AT-PsM,47.58145,14.347197,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
AT-Nsd,47.76914,16.758492,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
AT-Neu,47.116318,11.320229,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
AT-Mmg,47.316563,10.970089,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
CN-Zha,38.97514,100.4464,5,BWk,"Arid, desert, cold",B,Arid,exact
CN-Yuc,36.8287,116.5701,11,Cwa,"Temperate, dry winter, hot summer",C,Temperate,exact
CN-You,38.01419,100.24206,29,ET,"Polar, tundra",E,Polar,exact
CN-Yan,37.82861,107.49278,7,BSk,"Arid, steppe, cold",B,Arid,exact
CN-YaS,37.70877,107.22655,7,BSk,"Arid, steppe, cold",B,Arid,exact
CN-Xi2,43.55444,116.6714,7,BSk,"Arid, steppe, cold",B,Arid,exact
CN-Wnb,40.42876,106.74229,5,BWk,"Arid, desert, cold",B,Arid,exact
CN-Sdq,42.00119,101.13741,5,BWk,"Arid, desert, cold",B,Arid,exact
CN-Qng,33.46807,108.49102,22,Dwb,"Cold, dry winter, warm summer",D,Cold,exact
CN-Nmn,42.94611,120.72694,7,BSk,"Arid, steppe, cold",B,Arid,exact
CN-Mxn,31.6948,103.8951,12,Cwb,"Temperate, dry winter, warm summer",C,Temperate,exact
CN-Lch,37.88936,114.69289,7,BSk,"Arid, steppe, cold",B,Arid,exact
CN-Jzh,41.14806,121.20167,21,Dwa,"Cold, dry winter, hot summer",D,Cold,exact
CN-Jng,37.83869,101.1145,29,ET,"Polar, tundra",E,Polar,exact
CN-Huz,38.76519,100.3186,7,BSk,"Arid, steppe, cold",B,Arid,exact
CN-HeM,41.99029,101.13349,5,BWk,"Arid, desert, cold",B,Arid,exact
CN-HeD,42.1135,100.9872,5,BWk,"Arid, desert, cold",B,Arid,exact
CN-HaW,37.607655,101.32899,23,Dwc,"Cold, dry winter, cold summer",D,Cold,exact
CN-Ha2,37.6086,101.3269,23,Dwc,"Cold, dry winter, cold summer",D,Cold,exact
CN-GuT,34.35481,100.4872,23,Dwc,"Cold, dry winter, cold summer",D,Cold,exact
CN-Erg,50.1869,119.3889,21,Dwa,"Cold, dry winter, hot summer",D,Cold,exact
CN-Dzo,19.546,109.475,3,Aw,"Tropical, savannah",A,Tropical,exact
CN-Du2,42.0467,116.2836,21,Dwa,"Cold, dry winter, hot summer",D,Cold,exact
CN-Dsh,38.83992,98.9406,29,ET,"Polar, tundra",E,Polar,exact
CN-Dmn,38.85551,100.37223,5,BWk,"Arid, desert, cold",B,Arid,exact
CN-Din,23.1733,112.5361,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
CN-Dda,41.64397,110.33147,7,BSk,"Arid, steppe, cold",B,Arid,exact
CN-Dan,30.4978,91.0664,23,Dwc,"Cold, dry winter, cold summer",D,Cold,exact
CN-DaW,30.4691,91.0624,23,Dwc,"Cold, dry winter, cold summer",D,Cold,exact
CN-BeO,40.02621,116.39143,21,Dwa,"Cold, dry winter, hot summer",D,Cold,exact
CN-Ash,24.53806,101.02917,12,Cwb,"Temperate, dry winter, warm summer",C,Temperate,exact
CN-Aro,38.04734,100.46432,23,Dwc,"Cold, dry winter, cold summer",D,Cold,exact
NZ-BFm,-43.593528,171.929611,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
AU-Fog,-12.5452,131.3072,3,Aw,"Tropical, savannah",A,Tropical,exact
AU-Rgf,-32.506102,116.966827,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
AU-Dry,-15.2588,132.3706,3,Aw,"Tropical, savannah",A,Tropical,exact
NZ-BFu,-43.591833,171.926833,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
AU-Wgt,-42.09139,147.07944,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
AU-APL,-36.862222,147.320833,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
AU-Col,-33.42,116.237,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
AU-Ctr,-16.103219,145.446922,2,Am,"Tropical, monsoon",A,Tropical,exact
AU-Gin,-31.376351,115.71377,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
NZ-ADw,-43.64935,172.34952,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
NZ-Kop,-37.387875,175.55389,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
AU-GWW,-30.1914,120.65417,4,BWh,"Arid, desert, hot",B,Arid,exact
NZ-Lau,-45.038904,169.681109,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
AU-Lit,-13.17904,130.79455,3,Aw,"Tropical, savannah",A,Tropical,exact
AU-Emr,-23.85872,148.4746,6,BSh,"Arid, steppe, hot",B,Arid,exact
AU-How,-12.4952,131.15005,3,Aw,"Tropical, savannah",A,Tropical,exact
AU-Rob,-17.11746943,145.6301375,2,Am,"Tropical, monsoon",A,Tropical,exact
AU-Sno,-36.375649,148.43585,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
AU-DaS,-14.1592,131.3881,3,Aw,"Tropical, savannah",A,Tropical,exact
AU-Whr,-36.6732,145.0294,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
AU-Wom,-37.422506,144.094046,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
AU-Tum,-35.6566,148.1516,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
AU-Cpr,-34.0027,140.5877,4,BWh,"Arid, desert, hot",B,Arid,exact
NZ-ADd,-43.64405,172.35465,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
AU-Ya1,-33.613469,150.734864,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
AU-MvA,-30.543,150.02,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
AU-Ync,-34.9878,146.2908,6,BSh,"Arid, steppe, hot",B,Arid,exact
AU-MvB,-30.697,150.09,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
AU-Rig,-36.6499,145.5759,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
AU-Wrr,-43.09502,146.65452,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
AU-Wac,-37.4259,145.1878,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
NZ-Oxf,-43.2609,172.21588,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
AU-Cum,-33.615278000000004,150.723611,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
AU-TTE,-22.287,133.64,4,BWh,"Arid, desert, hot",B,Arid,exact
AU-Otw,-38.525,142.81,9,Csb,"Temperate, dry summer, warm summer",C,Temperate,exact
AU-Wel,-32.5727,148.9843,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
AU-Cow,-16.238189,145.42715,2,Am,"Tropical, monsoon",A,Tropical,exact
NZ-Cla,-43.78628,171.59558,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
AU-RDF,-14.563639,132.477567,3,Aw,"Tropical, savannah",A,Tropical,exact
AU-Stp,-17.1507,133.3502,6,BSh,"Arid, steppe, hot",B,Arid,exact
AU-Sam,-27.38806,152.87778,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
AU-Lox,-34.47035,140.65512,6,BSh,"Arid, steppe, hot",B,Arid,exact
AU-Ya2,-33.620812,150.763284,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
AU-Sil,-42.090556,147.0875,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
AU-Ade,-13.0769,131.1178,3,Aw,"Tropical, savannah",A,Tropical,exact
AU-Lon,-23.52327,144.31042,4,BWh,"Arid, desert, hot",B,Arid,exact
NZ-ScF,-37.46,175.22,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
AU-Boy,-32.477093000000004,116.938559,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
AU-Fle,-19.887285,146.189138,6,BSh,"Arid, steppe, hot",B,Arid,exact
AU-ASM,-22.283,133.249,4,BWh,"Arid, desert, hot",B,Arid,exact
AU-DaP,-14.0633,131.3181,3,Aw,"Tropical, savannah",A,Tropical,exact
