site_id,n_years_era5,map_era5_after,bio12_mm,badm_map_mm,map_era5_before,ratio_to_bio12_after,ratio_to_badm_after,factor_estimate_after,nearest_cluster_after
US-UiC,30,3837.7169,1015,1051,3837.7169,3.781001871921182,3.6514908658420553,3.7162463688816185,4
US-UiD,30,3837.7169,1015,1051,3837.7169,3.781001871921182,3.6514908658420553,3.7162463688816185,4
US-UiE,30,985.3755666666667,1015,1021,985.3755666666668,0.9708133661740559,0.9651082925236697,0.9679608293488629,1
US-UiF,30,954.1183333333333,1015,1021,954.1183333333332,0.9400180623973727,0.9344939601697682,0.9372560112835704,1
US-UiG,30,954.1183333333333,1015,1021,954.1183333333332,0.9400180623973727,0.9344939601697682,0.9372560112835704,1
US-VT1,30,812.4177,973,1068.37,812.4177,0.8349616649537512,0.760427286426987,0.7976944756903691,elsewhere
US-VT2,30,810.1182666666667,973,1068.37,810.1182666666667,0.8325984241178487,0.7582750046020262,0.7954367143599375,elsewhere
US-Var,30,584.9927333333334,640,559,584.9927333333334,0.9140511458333334,1.0464986285032798,0.9802748871683066,1
US-Vcm,30,538.4859666666666,700,646,538.4859666666666,0.7692656666666666,0.8335696078431372,0.8014176372549019,elsewhere
US-Vcp,30,505.1534,597,550,505.1534,0.8461530988274707,0.9184607272727272,0.8823069130500989,1
US-WCr,30,687.0006666666667,818,787,687.0006666666667,0.8398541157294214,0.8729360440491317,0.8563950798892765,1
US-WPT,30,812.0837,882,849,812.0837,0.9207298185941043,0.9565179034157834,0.9386238610049438,1
US-WT1,30,1763.8166333333334,491,482,1763.8166333333334,3.5922945689069925,3.6593706085753803,3.6258325887411864,4
US-Whs,30,310.37823333333336,360,320,310.37823333333336,0.8621617592592593,0.9699319791666667,0.9160468692129631,1
US-Wjs,30,375.6472,344,361,375.6472,1.0919976744186046,1.0405739612188365,1.0662858178187204,1
US-Wkg,30,334.9805666666667,410,407,334.9805666666667,0.8170257723577236,0.8230480753480753,0.8200369238528995,elsewhere
US-YK1,30,362.5051666666667,525,NA,362.5051666666667,0.6904860317460318,NA,0.6904860317460318,elsewhere
US-YK2,30,400.88443333333333,530,NA,400.88443333333333,0.7563857232704403,NA,0.7563857232704403,elsewhere
US-ZF1,30,318.5988,963,NA,318.5988,0.33083987538940807,NA,0.33083987538940807,elsewhere
US-ZF2,30,457.0007,963,914,457.0007,0.47455939771547245,0.5000007658643326,0.48728008178990256,elsewhere
US-xAB,30,2201.8873,2372,2450.59,2201.8873,0.9282830101180438,0.8985131335719152,0.9133980718449795,1
US-xAE,30,790.6705000000001,700,778.85,790.6705000000001,1.1295292857142858,1.0151768633241318,1.0723530745192087,1
US-xBA,30,70.94716666666666,109,110,70.94716666666666,0.6508914373088684,0.6449742424242424,0.6479328398665554,elsewhere
US-xBL,30,1093.0072666666667,991,982.55,1093.0072666666667,1.102933669693912,1.1124189778297968,1.1076763237618543,1
US-xBN,30,379.33189999999996,329,275,379.3319,1.152984498480243,1.3793887272727272,1.2661866128764852,elsewhere
US-xBR,30,1342.6421666666668,1233,1246,1342.6421666666668,1.0889230873208977,1.0775619315141787,1.0832425094175382,1
US-xCL,30,947.5983333333334,870,925.61,947.5983333333334,1.0891934865900383,1.023755505378435,1.0564744959842367,1
US-xCP,30,323.6106666666667,367,320,323.6106666666667,0.8817729336966396,1.0112833333333335,0.9465281335149865,1
US-xDC,30,377.5992,438,489.74,377.5992,0.8620986301369863,0.7710197247519092,0.8165591774444477,elsewhere
US-xDJ,30,239.51666666666668,290,300,239.51666666666668,0.8259195402298851,0.7983888888888889,0.812154214559387,elsewhere
US-xDL,30,1300.6067,1402,1372,1300.6067,0.9276795292439373,0.9479640670553936,0.9378217981496655,1
US-xDS,30,1150.9070666666667,1221,1216.09,1150.9070666666669,0.9425938301938301,0.9463995811713498,0.9444967056825899,1
US-xGR,30,1378.7163666666665,1367,1375,1378.7163666666663,1.008570860765667,1.002702812121212,1.0056368364434394,1
US-xHA,30,1127.1007,1103,NA,1127.1007,1.021850135992747,NA,1.021850135992747,1
US-xHE,30,256.2087,419,320,256.2087,0.6114766109785204,0.8006521875000001,0.7060643992392602,elsewhere
US-xJE,30,1203.044,1355,1307.97,1203.044,0.8878553505535056,0.9197795056461541,0.9038174280998299,1
US-xJR,30,203.24796666666666,273,271.33,203.24796666666663,0.7444980463980464,0.7490803326822197,0.7467891895401331,elsewhere
US-xKA,30,868.9191333333333,888,NA,868.9191333333333,0.9785125375375375,NA,0.9785125375375375,1
US-xKZ,30,891.7298333333333,892,870.38,891.7298333333333,0.9996971225710015,1.0245293243564113,1.0121132234637065,1
US-xLE,30,1463.2431,1513,1386.24,1463.2431,0.9671137475214805,1.0555481734764542,1.0113309604989673,1
US-xMB,30,192.30396666666667,306,319.46,192.30396666666667,0.6284443355119825,0.6019657129739769,0.6152050242429797,elsewhere
US-xML,30,1361.8994666666667,1122,1227.82,1361.8994666666667,1.2138141414141415,1.1092012401383482,1.161507690776245,elsewhere
US-xNG,30,336.91363333333334,428,456.51,336.91363333333334,0.7871813862928349,0.7380202697275708,0.7626008280102028,elsewhere
US-xNQ,30,233.8227,297,288.31,233.8227,0.7872818181818182,0.8110114113280843,0.7991466147549513,elsewhere
US-xNW,30,1610.8974333333333,623,1004.54,1610.8974333333333,2.5857101658640986,1.6036170120984066,2.094663588981253,elsewhere
US-xPU,30,2372.7130666666667,2155,2685,2372.7130666666667,1.1010269450889405,0.8836920173805091,0.9923594812347247,1
US-xRM,30,416.0914333333333,548,730.59,416.0914333333333,0.7592909367396593,0.5695279614193095,0.6644094490794844,elsewhere
US-xRN,30,1545.3926666666666,1220,1340.32,1545.3926666666666,1.266715300546448,1.1530027655087343,1.2098590330275911,elsewhere
US-xSB,30,1101.3257666666666,1290,1302.09,1101.3257666666666,0.8537409043927648,0.8458138582330459,0.8497773813129054,elsewhere
US-xSC,30,1040.1001666666666,1027,1125.5,1040.1001666666666,1.0127557611165205,0.9241227602547015,0.968439260685611,1
US-xSE,30,1121.9486333333334,1104,1074.65,1121.9486333333334,1.0162578200483092,1.0440130585151755,1.0301354392817423,1
US-xSJ,30,421.1263666666667,542,539.62,421.1263666666667,0.7769859163591636,0.7804128213681233,0.7786993688636434,elsewhere
US-xSL,30,416.76616666666666,429,432.67,416.76616666666666,0.971482905982906,0.9632425790248149,0.9673627425038605,1
US-xSP,30,568.4881,842,900.35,568.4881,0.6751640142517815,0.631407896928972,0.6532859555903767,elsewhere
US-xSR,30,313.45043333333336,395,346,313.45043333333336,0.7935454008438819,0.9059261078998074,0.8497357543718447,elsewhere
US-xST,30,727.1521333333334,803,797.56,727.1521333333334,0.9055443752594439,0.9117209154588162,0.90863264535913,1
US-xTA,30,1236.4183333333333,1449,NA,1236.4183333333333,0.8532907752472969,NA,0.8532907752472969,1
US-xTE,30,555.1969,831,1222.5,555.1969,0.6681069795427197,0.45414879345603276,0.5611278864993763,elsewhere
US-xTL,30,367.4055333333333,239,331,367.4055333333333,1.5372616457461645,1.1099865055387714,1.323624075642468,elsewhere
US-xTR,30,682.6325,803,797.56,682.6325,0.8501027397260275,0.8559011234264507,0.8530019315762392,1
US-xUK,30,926.3591666666666,998,990.63,926.3591666666666,0.9282155978623914,0.9351212528054538,0.9316684253339226,1
US-xUN,30,659.0398333333334,843,802.3,659.0398333333334,0.7817791617240016,0.8214381569653912,0.8016086593446965,elsewhere
US-xWD,30,560.4637333333334,423,493.76,560.4637333333334,1.3249733648542161,1.1350934327068483,1.2300333987805323,elsewhere
US-xWR,30,2135.3224333333333,1966,2225.01,2135.3224333333333,1.0861253475754493,0.959691162436723,1.0229082550060862,1
US-xYE,30,488.4209333333333,590,493.44,488.4209333333333,0.8278320903954802,0.9898284154777345,0.9088302529366074,1
VU-Coc,30,2593.5981,2897,2763,2593.5981,0.8952703141180532,0.9386891422366993,0.9169797281773763,1
ZA-BfK,30,479.7237666666667,440,441,479.7237666666667,1.090281287878788,1.0878089947089948,1.0890451412938913,1
ZA-BfS,30,393.14160000000004,437,445,393.1416,0.899637528604119,0.8834642696629215,0.8915508991335203,1
ZA-Jks,30,1747.7135,839,1029,1747.7135,2.083091179976162,1.698458211856171,1.8907746959161664,elsewhere
ZA-Spk,30,461.5525666666667,801,822,461.5525666666667,0.5762204327923429,0.5614994728304947,0.5688599528114189,elsewhere
ZA-Uby,30,1091.3175333333334,793,872,1091.3175333333334,1.3761885666246323,1.2515109327217127,1.3138497496731725,elsewhere
ZM-Mon,30,503.8849666666667,877,945,503.8849666666667,0.5745552641581148,0.5332116049382716,0.5538834345481931,elsewhere
