site_id,data_hub,product_source_network,era5_map_mm,bio12_mm,badm_map_mm,ratio_to_bio12,ratio_to_badm_map,cluster_membership
US-Ton,AmeriFlux,AMF,607.5981333333333,623,559,0.9752779026217228,1.0869376267143709,not_in_4x_or_8x_cluster
US-Tw1,AmeriFlux,AMF,1717.7816666666663,370,421,4.6426531531531525,4.080241488519398,4x_cluster
US-Tw2,AmeriFlux,AMF,1717.7816666666663,370,421,4.6426531531531525,4.080241488519398,4x_cluster
US-Tw3,AmeriFlux,AMF,265.85970000000003,370,421,0.7185397297297298,0.6314957244655582,not_in_4x_or_8x_cluster
US-Tw4,AmeriFlux,AMF,366.24593333333337,370,421,0.989853873873874,0.8699428345209819,not_in_4x_or_8x_cluster
US-Tw5,AmeriFlux,AMF,1717.7816666666663,370,421,4.6426531531531525,4.080241488519398,4x_cluster
US-Twt,AmeriFlux,AMF,373.8043666666667,370,421,1.0102820720720722,0.8878963578780681,not_in_4x_or_8x_cluster
US-UC1,AmeriFlux,AMF,1084.6863666666668,1010,1006.35,1.073946897689769,1.0778420695251818,not_in_4x_or_8x_cluster
US-UC2,AmeriFlux,AMF,1036.5163666666667,1009,1006.35,1.02727092831186,1.0299760189463574,not_in_4x_or_8x_cluster
US-UMd,AmeriFlux,AMF,3229.198833333334,793,803,4.072129676334594,4.021418223329182,4x_cluster
US-UTB,AmeriFlux,AMF,42.33186666666666,165,138.59,0.25655676767676766,0.3054467614305986,not_in_4x_or_8x_cluster
US-UTD,AmeriFlux,AMF,67.7812,271,215.65,0.2501151291512915,0.3143111523301646,not_in_4x_or_8x_cluster
US-UTE,AmeriFlux,AMF,228.46273333333335,225,258.318,1.015389925925926,0.884424365833327,not_in_4x_or_8x_cluster
US-UTJ,AmeriFlux,AMF,824.7116,212,196.85,3.8901490566037737,4.189543307086614,4x_cluster
US-UTL,AmeriFlux,AMF,98.10723333333334,211,177,0.4649631911532386,0.5542781544256121,not_in_4x_or_8x_cluster
US-UTM,AmeriFlux,AMF,73.7891,236,240.03,0.31266567796610173,0.30741615631379415,not_in_4x_or_8x_cluster
US-UTP,AmeriFlux,AMF,285.49806666666666,436,419,0.6548120795107033,0.6813796340493238,not_in_4x_or_8x_cluster
US-UTV,AmeriFlux,AMF,128.37,206,177,0.6231553398058253,0.7252542372881357,not_in_4x_or_8x_cluster
US-UTW,AmeriFlux,AMF,822.7638333333333,228,225.22,3.6086133040935673,3.6531561732232185,4x_cluster
US-Uaf,AmeriFlux,AMF,258.19873333333334,301,263,0.8578031007751938,0.9817442332065908,not_in_4x_or_8x_cluster
US-UiA,AmeriFlux,AMF,3837.7169,1015,1051,3.781001871921182,3.6514908658420553,4x_cluster
US-UiB,AmeriFlux,AMF,3837.7169,1015,1051,3.781001871921182,3.6514908658420553,4x_cluster
US-UiC,AmeriFlux,AMF,3837.7169,1015,1051,3.781001871921182,3.6514908658420553,4x_cluster
US-UiD,AmeriFlux,AMF,3837.7169,1015,1051,3.781001871921182,3.6514908658420553,4x_cluster
US-UiE,AmeriFlux,AMF,985.3755666666668,1015,1021,0.970813366174056,0.9651082925236696,not_in_4x_or_8x_cluster
US-UiF,AmeriFlux,AMF,954.1183333333332,1015,1021,0.9400180623973728,0.9344939601697682,not_in_4x_or_8x_cluster
US-UiG,AmeriFlux,AMF,954.1183333333332,1015,1021,0.9400180623973728,0.9344939601697682,not_in_4x_or_8x_cluster
US-VT1,AmeriFlux,AMF,812.4177,973,1068.37,0.8349616649537512,0.760427286426987,not_in_4x_or_8x_cluster
US-VT2,AmeriFlux,AMF,810.1182666666667,973,1068.37,0.8325984241178487,0.7582750046020262,not_in_4x_or_8x_cluster
US-Var,AmeriFlux,AMF,584.9927333333334,640,559,0.9140511458333334,1.0464986285032798,not_in_4x_or_8x_cluster
US-Vcm,AmeriFlux,AMF,538.4859666666666,700,646,0.7692656666666666,0.8335696078431372,not_in_4x_or_8x_cluster
US-Vcp,AmeriFlux,AMF,505.1534,597,550,0.8461530988274707,0.9184607272727272,not_in_4x_or_8x_cluster
US-WCr,AmeriFlux,AMF,687.0006666666667,818,787,0.8398541157294214,0.8729360440491317,not_in_4x_or_8x_cluster
US-WPT,AmeriFlux,AMF,812.0837,882,849,0.9207298185941044,0.9565179034157834,not_in_4x_or_8x_cluster
US-WT1,AmeriFlux,AMF,1763.8166333333334,491,482,3.5922945689069925,3.65937060857538,4x_cluster
US-Whs,AmeriFlux,AMF,310.37823333333336,360,320,0.8621617592592593,0.9699319791666668,not_in_4x_or_8x_cluster
US-Wjs,AmeriFlux,AMF,375.6472,344,361,1.0919976744186046,1.0405739612188365,not_in_4x_or_8x_cluster
US-Wkg,AmeriFlux,AMF,334.9805666666667,410,407,0.8170257723577236,0.8230480753480753,not_in_4x_or_8x_cluster
US-YK1,AmeriFlux,AMF,362.5051666666667,525,NA,0.6904860317460318,NA,not_in_4x_or_8x_cluster
US-YK2,AmeriFlux,AMF,400.88443333333333,530,NA,0.7563857232704403,NA,not_in_4x_or_8x_cluster
US-ZF1,AmeriFlux,AMF,318.5988,963,NA,0.33083987538940807,NA,not_in_4x_or_8x_cluster
US-ZF2,AmeriFlux,AMF,457.0007,963,914,0.47455939771547245,0.5000007658643326,not_in_4x_or_8x_cluster
US-xAB,AmeriFlux,AMF,2201.8873,2372,2450.59,0.9282830101180438,0.8985131335719152,not_in_4x_or_8x_cluster
US-xAE,AmeriFlux,AMF,790.6705000000001,700,778.85,1.1295292857142858,1.0151768633241318,not_in_4x_or_8x_cluster
US-xBA,AmeriFlux,AMF,70.94716666666666,109,110,0.6508914373088684,0.6449742424242424,not_in_4x_or_8x_cluster
US-xBL,AmeriFlux,AMF,1093.0072666666667,991,982.55,1.102933669693912,1.1124189778297968,not_in_4x_or_8x_cluster
US-xBN,AmeriFlux,AMF,379.3319,329,275,1.152984498480243,1.3793887272727272,not_in_4x_or_8x_cluster
US-xBR,AmeriFlux,AMF,1342.6421666666668,1233,1246,1.0889230873208977,1.077561931514179,not_in_4x_or_8x_cluster
US-xCL,AmeriFlux,AMF,947.5983333333334,870,925.61,1.0891934865900383,1.023755505378435,not_in_4x_or_8x_cluster
US-xCP,AmeriFlux,AMF,323.6106666666667,367,320,0.8817729336966396,1.0112833333333335,not_in_4x_or_8x_cluster
US-xDC,AmeriFlux,AMF,377.5992,438,489.74,0.8620986301369863,0.7710197247519092,not_in_4x_or_8x_cluster
US-xDJ,AmeriFlux,AMF,239.51666666666668,290,300,0.8259195402298851,0.7983888888888889,not_in_4x_or_8x_cluster
US-xDL,AmeriFlux,AMF,1300.6067,1402,1372,0.9276795292439372,0.9479640670553936,not_in_4x_or_8x_cluster
US-xDS,AmeriFlux,AMF,1150.9070666666669,1221,1216.09,0.94259383019383,0.9463995811713498,not_in_4x_or_8x_cluster
US-xGR,AmeriFlux,AMF,1378.7163666666663,1367,1375,1.008570860765667,1.002702812121212,not_in_4x_or_8x_cluster
US-xHA,AmeriFlux,AMF,1127.1007,1103,NA,1.021850135992747,NA,not_in_4x_or_8x_cluster
US-xHE,AmeriFlux,AMF,256.2087,419,320,0.6114766109785204,0.8006521875000001,not_in_4x_or_8x_cluster
US-xJE,AmeriFlux,AMF,1203.044,1355,1307.97,0.8878553505535056,0.919779505646154,not_in_4x_or_8x_cluster
US-xJR,AmeriFlux,AMF,203.24796666666663,273,271.33,0.7444980463980464,0.7490803326822197,not_in_4x_or_8x_cluster
US-xKA,AmeriFlux,AMF,868.9191333333333,888,NA,0.9785125375375376,NA,not_in_4x_or_8x_cluster
US-xKZ,AmeriFlux,AMF,891.7298333333333,892,870.38,0.9996971225710016,1.0245293243564113,not_in_4x_or_8x_cluster
US-xLE,AmeriFlux,AMF,1463.2431,1513,1386.24,0.9671137475214804,1.0555481734764542,not_in_4x_or_8x_cluster
US-xMB,AmeriFlux,AMF,192.30396666666667,306,319.46,0.6284443355119825,0.6019657129739769,not_in_4x_or_8x_cluster
US-xML,AmeriFlux,AMF,1361.8994666666667,1122,1227.82,1.2138141414141417,1.1092012401383482,not_in_4x_or_8x_cluster
US-xNG,AmeriFlux,AMF,336.91363333333334,428,456.51,0.7871813862928349,0.7380202697275708,not_in_4x_or_8x_cluster
US-xNQ,AmeriFlux,AMF,233.8227,297,288.31,0.7872818181818182,0.8110114113280843,not_in_4x_or_8x_cluster
US-xNW,AmeriFlux,AMF,1610.8974333333333,623,1004.54,2.585710165864098,1.6036170120984066,not_in_4x_or_8x_cluster
US-xPU,AmeriFlux,AMF,2372.7130666666667,2155,2685,1.1010269450889405,0.8836920173805091,not_in_4x_or_8x_cluster
US-xRM,AmeriFlux,AMF,416.0914333333333,548,730.59,0.7592909367396593,0.5695279614193095,not_in_4x_or_8x_cluster
US-xRN,AmeriFlux,AMF,1545.3926666666666,1220,1340.32,1.266715300546448,1.1530027655087345,not_in_4x_or_8x_cluster
US-xSB,AmeriFlux,AMF,1101.3257666666666,1290,1302.09,0.8537409043927648,0.8458138582330459,not_in_4x_or_8x_cluster
US-xSC,AmeriFlux,AMF,1040.1001666666666,1027,1125.5,1.0127557611165203,0.9241227602547016,not_in_4x_or_8x_cluster
US-xSE,AmeriFlux,AMF,1121.9486333333334,1104,1074.65,1.0162578200483092,1.0440130585151757,not_in_4x_or_8x_cluster
US-xSJ,AmeriFlux,AMF,421.1263666666667,542,539.62,0.7769859163591636,0.7804128213681233,not_in_4x_or_8x_cluster
US-xSL,AmeriFlux,AMF,416.76616666666666,429,432.67,0.971482905982906,0.9632425790248148,not_in_4x_or_8x_cluster
US-xSP,AmeriFlux,AMF,568.4881,842,900.35,0.6751640142517815,0.631407896928972,not_in_4x_or_8x_cluster
US-xSR,AmeriFlux,AMF,313.45043333333336,395,346,0.7935454008438819,0.9059261078998074,not_in_4x_or_8x_cluster
US-xST,AmeriFlux,AMF,727.1521333333334,803,797.56,0.905544375259444,0.9117209154588162,not_in_4x_or_8x_cluster
US-xTA,AmeriFlux,AMF,1236.4183333333333,1449,NA,0.8532907752472969,NA,not_in_4x_or_8x_cluster
US-xTE,AmeriFlux,AMF,555.1969,831,1222.5,0.6681069795427197,0.4541487934560328,not_in_4x_or_8x_cluster
US-xTL,AmeriFlux,AMF,367.4055333333333,239,331,1.5372616457461643,1.1099865055387714,not_in_4x_or_8x_cluster
US-xTR,AmeriFlux,AMF,682.6325,803,797.56,0.8501027397260275,0.8559011234264507,not_in_4x_or_8x_cluster
US-xUK,AmeriFlux,AMF,926.3591666666666,998,990.63,0.9282155978623914,0.9351212528054538,not_in_4x_or_8x_cluster
US-xUN,AmeriFlux,AMF,659.0398333333334,843,802.3,0.7817791617240016,0.8214381569653912,not_in_4x_or_8x_cluster
US-xWD,AmeriFlux,AMF,560.4637333333334,423,493.76,1.324973364854216,1.1350934327068485,not_in_4x_or_8x_cluster
US-xWR,AmeriFlux,AMF,2135.3224333333333,1966,2225.01,1.086125347575449,0.959691162436723,not_in_4x_or_8x_cluster
US-xYE,AmeriFlux,AMF,488.4209333333333,590,493.44,0.8278320903954802,0.9898284154777344,not_in_4x_or_8x_cluster
VU-Coc,ICOS,FLX,2593.5981,2897,2763,0.8952703141180532,0.9386891422366992,not_in_4x_or_8x_cluster
ZA-BfK,ICOS,SAEON,479.7237666666667,440,441,1.090281287878788,1.0878089947089948,not_in_4x_or_8x_cluster
ZA-BfS,ICOS,SAEON,393.1416,437,445,0.899637528604119,0.8834642696629215,not_in_4x_or_8x_cluster
ZA-Jks,ICOS,SAEON,1747.7135,839,1029,2.083091179976162,1.698458211856171,not_in_4x_or_8x_cluster
ZA-Spk,ICOS,SAEON,461.5525666666667,801,822,0.5762204327923429,0.5614994728304947,not_in_4x_or_8x_cluster
ZA-Uby,ICOS,SAEON,1091.3175333333334,793,872,1.3761885666246323,1.2515109327217129,not_in_4x_or_8x_cluster
ZM-Mon,ICOS,EUF,503.8849666666667,877,945,0.5745552641581148,0.5332116049382716,not_in_4x_or_8x_cluster
