site_id,n_years_era5,map_era5,n_years_pf_all,map_pf_allmonths,n_months_qc0,map_pf_qc0_monthly_mean,map_pf_qc0_annualized,n_months_total,n_qc0,frac_filled,bio12_mm,badm_map_mm,excluded,ratio_to_bio12,ratio_to_pf_allmonths,ratio_to_pf_qc0,ratio_to_badm_map,too_few_qc0_months,implausible_raw,data_hub,product_source_network,oneflux_code_version,fluxnet_product_name,product_id
MX-PMm,30,4232.0490666666665,2,4241.9925,24,11.587958333333333,4241.9925,24,24,0,1269,1222,FALSE,3.334948043078539,0.9976559521655605,0.9976559521655605,3.4632152755046373,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_MX-PMm_FLUXNET_2017-2018_v1.3_r1.zip,10.17190/AMF/3027673
MX-Tes,30,599.7412333333333,5,639.5994,7,0.9314285714285714,340.236,60,7,0.8833333333333333,676,647,FALSE,0.8871911735700196,0.9376826077906473,1.7627212679826159,0.9269570839773312,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_MX-Tes_FLUXNET_2004-2008_v1.3_r1.zip,10.17190/AMF/1832156
MY-LHP,30,2605.437266666667,11,2728.385181818182,10,6.6634,2430.4716,132,10,0.9242424242424242,3088,2751,FALSE,0.8437296848013818,0.9549374787801833,1.0719883608871081,0.9470873379377197,TRUE,FALSE,ICOS,JPF,v1.3,JPF_MY-LHP_FLUXNET_2009-2019_v1.3_r1.zip,ug2smfKpeFuNSWo-g_LKn8R4
NL-Hrw,30,858.1188,10,874.4562999999999,4,3.0335,1092.468,120,4,0.9666666666666667,800,848,FALSE,1.0726485,0.9813169623227599,0.7854864398774151,1.0119325471698113,TRUE,FALSE,ICOS,EUF,v1.3,EUF_NL-Hrw_FLUXNET_2001-2010_v1.3_r2.zip,PQYUjF6JlyFnKvHTnv1BfTHn
NL-Loo,30,1033.0346333333334,24,1096.226375,16,3.7065,1354.2269999999999,288,16,0.9444444444444444,826,900,FALSE,1.2506472558514932,0.9423552077310067,0.7628223579454062,1.1478162592592593,FALSE,FALSE,ICOS,ICOS,v1.3,ICOS_NL-Loo_FLUXNET_1997-2025_v1.3_r1.zip,fnq1hhvNLYGhtdiC16YIM0YQ
NL-Vkp,30,819.0740333333333,7,825.6927142857143,NA,NA,NA,84,0,1,798,848,FALSE,1.0264085630743525,0.9919840870121924,NA,0.9658891902515723,TRUE,FALSE,ICOS,EUF,v1.3,EUF_NL-Vkp_FLUXNET_2014-2024_v1.3_r1.zip,yIhmJsmZaC0uHAABPhF1WTWL
NO-And,30,9318.330766666666,7,8593.799285714285,55,23.558836363636363,8600.359636363635,84,55,0.34523809523809523,1202,1060,TRUE,7.752355047143649,1.0843086342680577,1.0834815241059617,8.790878081761006,FALSE,FALSE,ICOS,EUF,v1.3,EUF_NO-And_FLUXNET_2008-2014_v1.3_r1.zip,KkqfRlPbN-GjF2nQXq4edZ6A
NO-Fns,30,3066.5747666666666,4,3327.446,14,9.511214285714285,3484.7871428571434,48,14,0.7083333333333333,1264,NA,FALSE,2.42608763185654,0.9216001602029504,0.8799891186904494,NA,FALSE,FALSE,ICOS,EUF,v1.3,EUF_NO-Fns_FLUXNET_2017-2024_v1.3_r1.zip,kDrWIYdOIg7jxi4gGpiV2vMK
NO-Hur,30,852.9431333333333,NA,NA,NA,NA,NA,NA,NA,NA,765,845,FALSE,1.1149583442265796,NA,NA,1.009400157790927,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_NO-Hur_FLUXNET_2023-2024_v1.3_r2.zip,CDVyAitBD2Nv07IGEndbf0mk
NO-Ikr,30,2169.2926333333335,2,2374.879,24,6.487625,2374.879,24,24,0,429,417,FALSE,5.056626184926185,0.913432908932764,0.913432908932764,5.202140607513989,FALSE,FALSE,ICOS,EUF,v1.3,EUF_NO-Ikr_FLUXNET_2019-2022_v1.3_r1.zip,8LmO1TBatCif6_LoU8kHEcPy
NZ-ADd,30,674.0571666666667,5,730.6886,3,2.3183333333333334,851.24,60,3,0.95,660,NA,FALSE,1.0212987373737374,0.922495802817598,0.791853257209091,NA,TRUE,FALSE,TERN,TERN,v1.3,TERN_NZ-ADd_FLUXNET_2016-2020_v1.3_r1.zip,https://dx.doi.org/10.25901/5cp7-ss13
NZ-ADw,30,948.7962333333334,6,1010.7753333333334,6,2.2685,818.312,72,6,0.9166666666666666,660,NA,FALSE,1.4375700505050506,0.9386816259201682,1.1594553585103644,NA,TRUE,FALSE,TERN,TERN,v1.3,TERN_NZ-ADw_FLUXNET_2015-2022_v1.3_r1.zip,https://dx.doi.org/10.25901/60yf-et36
NZ-BFm,30,862.2820333333333,4,843.3817499999999,12,1.8679166666666667,682.694,48,12,0.75,788,NA,FALSE,1.0942665397631133,1.022410116573347,1.2630578756124022,NA,FALSE,FALSE,TERN,TERN,v1.3,TERN_NZ-BFm_FLUXNET_2012-2015_v1.3_r1.zip,https://dx.doi.org/10.25901/x1jz-cc60
NZ-BFu,30,883.3865,3,919.3709999999999,11,1.9573636363636364,714.4789090909092,36,11,0.6944444444444444,788,NA,FALSE,1.1210488578680202,0.9608596529583814,1.236406685711697,NA,TRUE,FALSE,TERN,TERN,v1.3,TERN_NZ-BFu_FLUXNET_2012-2014_v1.3_r1.zip,https://dx.doi.org/10.25901/04zp-2272
NZ-Cla,30,1293.1539,NA,NA,NA,NA,NA,NA,NA,NA,790,NA,FALSE,1.636903670886076,NA,NA,NA,TRUE,FALSE,TERN,TERN,v1.3,TERN_NZ-Cla_FLUXNET_2022-2025_v1.3_r1.zip,https://dx.doi.org/10.25901/51kz-kf65
NZ-Kop,30,1203.6286666666667,4,1115.968,NA,NA,NA,48,0,1,1337,NA,FALSE,0.900245823984044,1.0785512368335533,NA,NA,TRUE,FALSE,TERN,TERN,v1.3,TERN_NZ-Kop_FLUXNET_2012-2015_v1.3_r1.zip,https://dx.doi.org/10.25901/39mm-8518
NZ-Lau,30,1027.5003,2,954.4950000000001,8,2.605625,952.716,24,8,0.6666666666666667,591,NA,FALSE,1.7385791878172587,1.0764857856772427,1.0784959001423298,NA,TRUE,FALSE,TERN,TERN,v1.3,TERN_NZ-Lau_FLUXNET_2019-2025_v1.3_r1.zip,https://dx.doi.org/10.25901/6zb3-2m14
NZ-Oxf,30,969.3006333333334,5,982.5083999999999,NA,NA,NA,60,0,1,903,NA,FALSE,1.0734226282761168,0.9865570954236457,NA,NA,TRUE,FALSE,TERN,TERN,v1.3,TERN_NZ-Oxf_FLUXNET_2006-2010_v1.3_r1.zip,https://dx.doi.org/10.25901/atjw-xm72
NZ-ScF,30,1244.2229,4,1319.6074999999998,NA,NA,NA,48,0,1,1269,NA,FALSE,0.980475098502758,0.942873468057737,NA,NA,TRUE,FALSE,TERN,TERN,v1.3,TERN_NZ-ScF_FLUXNET_2008-2011_v1.3_r1.zip,https://dx.doi.org/10.25901/xhwv-a218
PA-SPn,30,2166.4429666666665,3,2244.8763333333336,8,6.04875,2223.237,36,8,0.7777777777777778,2671,2350,FALSE,0.81109807812305,0.965061163725574,0.9744543504208802,0.9218906241134751,TRUE,FALSE,ICOS,EUF,v1.3,EUF_PA-SPn_FLUXNET_2007-2009_v1.3_r1.zip,S5_n_nsdmDH3A4K0uyIhcfyM
PA-SPs,30,2220.400633333333,4,2387.0805,13,6.695692307692307,2454.183692307692,48,13,0.7291666666666667,2671,2350,FALSE,0.8312993760139772,0.9301741744081664,0.9047410103379301,0.9448513333333333,FALSE,FALSE,ICOS,EUF,v1.3,EUF_PA-SPs_FLUXNET_2007-2010_v1.3_r1.zip,IgPrzHJAztMihbt5A6F8ftZP
PE-QFR,30,10291.840033333334,3,10147.889,36,27.749777777777776,10147.889,36,36,0,2705,NA,TRUE,3.804746777572397,1.0141853180827396,1.0141853180827396,NA,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_PE-QFR_FLUXNET_2018-2022_v1.3_r1.zip,10.17190/AMF/1832157
PR-xGU,30,673.1688333333334,2,706.636,NA,NA,NA,24,0,1,1027,1168,FALSE,0.6554711132749108,0.9526387465871162,NA,0.5763431792237443,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_PR-xGU_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/3365270
PR-xLA,30,964.7648333333333,2,1024.2224999999999,NA,NA,NA,24,0,1,1047,1168,FALSE,0.9214563833174148,0.9419484861280957,NA,0.8259972888127853,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_PR-xLA_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/3010288
RU-Ch2,30,170.49943333333334,7,201.27828571428574,3,0.31533333333333335,116.45599999999999,84,3,0.9642857142857143,171,200,FALSE,0.9970727095516569,0.8470830955672837,1.4640674017082276,0.8524971666666668,TRUE,FALSE,ICOS,EUF,v1.3,EUF_RU-Ch2_FLUXNET_2014-2021_v1.3_r1.zip,3xSmQwrTa-Ufn-rKi86qwxkR
RU-Che,30,109.45376666666667,8,118.71374999999999,6,0.19016666666666665,69.22399999999999,96,6,0.9375,171,197,FALSE,0.6400805068226121,0.9219973816568567,1.5811534535228633,0.5556028764805414,TRUE,FALSE,ICOS,EUF,v1.3,EUF_RU-Che_FLUXNET_2013-2021_v1.3_r1.zip,UMw2SbLULWP0FP70WzGnJ08C
RU-Ege,30,1349.8303666666666,9,1366.6536666666666,108,3.7270462962962965,1366.6536666666666,108,108,0,324,312,FALSE,4.166143106995884,0.9876901511989992,0.9876901511989992,4.32637938034188,FALSE,FALSE,ICOS,JPF,v1.3,JPF_RU-Ege_FLUXNET_2010-2018_v1.3_r1.zip,b5nU8v8vNcUd71xRKtWQdbLl
RU-Fy2,30,585.4687,6,579.4743333333333,4,1.2125,440.091,72,4,0.9444444444444444,695,711,FALSE,0.8424010071942446,1.0103444903800745,1.330335544239714,0.8234440225035162,TRUE,FALSE,ICOS,EUF,v1.3,EUF_RU-Fy2_FLUXNET_2015-2024_v1.3_r1.zip,Vh2pWjfw5HPNZJDA6XfQSvcP
RU-Fy3,30,712.9970666666667,3,710.6089999999999,12,1.6438333333333333,600.056,36,12,0.6666666666666667,687,955,FALSE,1.0378414361960213,1.0033605916427555,1.1882175441403247,0.7465937870855148,FALSE,FALSE,ICOS,EUF,v1.3,EUF_RU-Fy3_FLUXNET_2016-2018_v1.3_r1.zip,U-mck6ENkctdQRlTnynkSDWV
RU-Fy4,30,452.93016666666665,6,445.09333333333336,11,0.9580909090909091,347.76763636363637,72,11,0.8472222222222222,690,778,FALSE,0.6564205314009661,1.0176071685339403,1.3023930904055407,0.5821724507283633,TRUE,FALSE,ICOS,EUF,v1.3,EUF_RU-Fy4_FLUXNET_2015-2020_v1.3_r1.zip,hItM4WCQqnQ68mQo9OvhTd6F
RU-Fyo,30,557.2262666666667,23,552.3423913043479,31,1.3959032258064517,508.8356129032258,276,31,0.8876811594202898,689,711,FALSE,0.8087463957426222,1.0088421157586431,1.0951007605134826,0.7837218940459447,FALSE,FALSE,ICOS,EUF,v1.3,EUF_RU-Fyo_FLUXNET_1998-2024_v1.3_r1.zip,GW1i5FQInU-IW_0iisGVDXW3
RU-Ha1,30,377.7314666666667,3,400.2463333333334,13,0.5423846153846154,196.572,36,13,0.6388888888888888,459,NA,FALSE,0.8229443718228032,0.9437474755129965,1.9215934449802956,NA,FALSE,FALSE,ICOS,EUF,v1.3,EUF_RU-Ha1_FLUXNET_2002-2004_v1.3_r1.zip,f8QnEpCdYzurGpSNcvdrv03n
RU-NeB,30,1069.2168666666666,2,1152.9769999999999,24,3.1450833333333335,1152.977,24,24,0,253,235,FALSE,4.226153623188406,0.9273531620029426,0.9273531620029425,4.5498590070921985,FALSE,FALSE,ICOS,JPF,v1.3,JPF_RU-NeB_FLUXNET_1999-2000_v1.3_r1.zip,62X8tlaZVNU1oh_okQKPco3F
RU-NeC,30,1069.2168666666666,6,1079.1725000000001,72,2.9415416666666667,1079.1725000000001,72,72,0,256,235,FALSE,4.176628385416667,0.9907747525689049,0.9907747525689049,4.5498590070921985,FALSE,FALSE,ICOS,JPF,v1.3,JPF_RU-NeC_FLUXNET_2001-2006_v1.3_r1.zip,BGkXJsSt5UVy1vDEw7Z30_7v
RU-NeF,30,1069.2168666666666,7,1081.135142857143,84,2.946964285714286,1081.135142857143,84,84,0,253,235,FALSE,4.226153623188406,0.9889761457952615,0.9889761457952615,4.5498590070921985,FALSE,FALSE,ICOS,JPF,v1.3,JPF_RU-NeF_FLUXNET_2000-2006_v1.3_r1.zip,MTJpX3fgVsWfWNXaw59q41td
RU-Sk2,30,1018.6925,5,1178.1612,60,3.207683333333333,1178.1612,60,60,0,246,NA,FALSE,4.141026422764227,0.8646461112452184,0.8646461112452184,NA,FALSE,FALSE,ICOS,JPF,v1.3,JPF_RU-Sk2_FLUXNET_2004-2008_v1.3_r1.zip,gHfX6bXPIDHzHbwVE7gWolFT
RU-SkP,30,1069.2126666666666,11,1132.407,132,3.084348484848485,1132.407,132,132,0,252,NA,FALSE,4.242907407407407,0.9441946814764185,0.9441946814764185,NA,FALSE,FALSE,ICOS,JPF,v1.3,JPF_RU-SkP_FLUXNET_2004-2014_v1.3_r1.zip,EQli39tXbluFl81vRolYNGMQ
RU-Tur,30,1764.6893,1,1580.5529999999999,12,4.308916666666667,1580.5529999999999,12,12,0,380,317,FALSE,4.643919210526316,1.116501186610003,1.116501186610003,5.566843217665615,FALSE,FALSE,ICOS,JPF,v1.3,JPF_RU-Tur_FLUXNET_2004-2004_v1.3_r1.zip,Rd4_p0MUa-ttK6FzOMLontdl
SD-Dem,30,320.2158,3,287.58799999999997,1,1.612,580.3199999999999,36,1,0.9722222222222222,291,320,FALSE,1.1003979381443298,1.1134532734328277,0.5517917700578991,1.000674375,TRUE,FALSE,ICOS,EUF,v1.3,EUF_SD-Dem_FLUXNET_2007-2009_v1.3_r1.zip,fVuGjYQ3WMlneX1PCnbxiEaR
SE-Deg,30,551.8517,2,631.9875,18,1.5001666666666666,548.23,24,18,0.25,608,523,FALSE,0.9076508223684211,0.8732003401966021,1.0066061689436916,1.0551657743785852,FALSE,FALSE,ICOS,ICOS,v1.3,ICOS_SE-Deg_FLUXNET_2019-2024_v1.3_r1.zip,IiyJGdmPkDhdItxg1_8lgLFp
SE-HfM,30,453.6553,1,704.154,3,1.1186666666666667,405.992,12,3,0.75,635,645,FALSE,0.7144177952755906,0.6442558019978585,1.1173996039330825,0.7033415503875969,TRUE,FALSE,ICOS,EUF,v1.3,EUF_SE-HfM_FLUXNET_2020-2023_v1.3_r1.zip,d2E6mfPz9El6AVmc8bV_2xnA
SE-Hmr,30,543.2816666666666,1,697.4530000000001,3,1.3396666666666668,486.196,12,3,0.75,635,645,FALSE,0.8555616797900262,0.77895093528405,1.1174128677872024,0.8422971576227389,TRUE,FALSE,ICOS,EUF,v1.3,EUF_SE-Hmr_FLUXNET_2020-2023_v1.3_r1.zip,Z3YbTS2DrdSQ0M2ee0yvjl1R
SE-Htm,30,866.0847,3,824.5733333333333,3,1.9829999999999999,725.424,36,3,0.9166666666666666,864,707,FALSE,1.0024128472222222,1.0503428439758744,1.1939013597565011,1.225013719943423,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_SE-Htm_FLUXNET_2018-2024_v1.3_r1.zip,8hMY0lY7kERIfokXkEpev-03
SE-Nor,30,544.4536666666667,3,587.1926666666667,13,1.3922307692307692,510.1707692307692,36,13,0.6388888888888888,599,586,FALSE,0.908937673900946,0.9272146904650261,1.06719886654343,0.9291018202502844,FALSE,FALSE,ICOS,ICOS,v1.3,ICOS_SE-Nor_FLUXNET_2018-2024_v1.3_r1.zip,TQJ13O19n72qJ3MoGHnXCdRB
SE-Ros,30,619.4648333333333,7,629.074,6,1.395,501.818,84,6,0.9285714285714286,644,NA,FALSE,0.9619019151138717,0.9847249025286904,1.2344412383241201,NA,TRUE,FALSE,ICOS,EUF,v1.3,EUF_SE-Ros_FLUXNET_2014-2020_v1.3_r1.zip,zCQ_a4ZQA3TU9BlDvoZorna3
SE-Srj,30,512.0480333333334,1,694.284,3,1.2626666666666666,458.24800000000005,12,3,0.75,608,645,FALSE,0.8421842653508772,0.7375195645201867,1.1174037493526068,0.7938729198966409,TRUE,FALSE,ICOS,EUF,v1.3,EUF_SE-Srj_FLUXNET_2020-2023_v1.3_r1.zip,SYMcSsHs0Hu8XkbwZd8W8lg7
SE-St1,30,205.1934,8,215.46137499999998,26,0.5497307692307692,200.90492307692307,96,26,0.7291666666666667,379,303.3,FALSE,0.5414073878627969,0.9523442426745862,1.0213458030664333,0.676536102868447,FALSE,FALSE,ICOS,EUF,v1.3,EUF_SE-St1_FLUXNET_2012-2019_v1.3_r1.zip,QnQ0hNAqbtj_erSyXrx7UQOl
SE-Sto,30,390.507,NA,NA,NA,NA,NA,NA,NA,NA,379,332,FALSE,1.0303614775725594,NA,NA,1.1762259036144578,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_SE-Sto_FLUXNET_2022-2024_v1.3_r1.zip,gROMoDY5jMLhMTRejjKXtC-s
SE-Svb,30,571.2178333333334,7,568.9691428571429,9,1.778,651.0946666666667,84,9,0.8928571428571429,622,614,FALSE,0.9183566452304395,1.0039522186825431,0.8773191712009109,0.9303222041259501,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_SE-Svb_FLUXNET_2014-2025_v1.3_r1.zip,6APPPkAwbCF69Dx4gIGfRo8j
SE-Trb,30,2565.8849,NA,NA,NA,NA,NA,NA,NA,NA,630,635,FALSE,4.072833174603175,NA,NA,4.040763622047244,TRUE,FALSE,ICOS,EUF,v1.3,EUF_SE-Trb_FLUXNET_2021-2023_v1.3_r1.zip,zZioWvKJVU9_vq3xFG9pr7F7
SJ-Adv,30,150.65223333333333,3,152.523,12,0.42933333333333334,156.4,36,12,0.6666666666666667,308,NA,FALSE,0.4891306277056277,0.9877345274701739,0.9632495737425404,NA,FALSE,FALSE,ICOS,EUF,v1.3,EUF_SJ-Adv_FLUXNET_2012-2014_v1.3_r1.zip,su1D8nSqFTMQqji9sxkE6BFD
SN-Dhr,30,379.9324,11,377.10263636363635,35,0.5195142857142857,189.84240000000003,132,35,0.7348484848484849,387,416,FALSE,0.9817374677002584,1.0075039614245362,2.001304239727268,0.9132990384615384,FALSE,FALSE,ICOS,EUF,v1.3,EUF_SN-Dhr_FLUXNET_2010-2022_v1.3_r1.zip,KdzlABR5BBUtxi1T7yzDK4_Z
SN-Nkr,30,570.6594,3,522.7606666666667,1,0.001,0.372,36,1,0.9722222222222222,529,584.7,FALSE,1.0787512287334593,1.0916265059472723,1534.0306451612903,0.9759866598255516,TRUE,FALSE,ICOS,EUF,v1.3,EUF_SN-Nkr_FLUXNET_2018-2024_v1.3_r1.zip,X5l5NTHw0ymH6hudWtJMskZe
TH-Kog,30,1857.1944333333333,9,1890.973888888889,10,3.5796,1310.7012,108,10,0.9074074074074074,1104,1756,FALSE,1.6822413345410627,0.9821364770005344,1.4169472289590743,1.057627809415338,TRUE,FALSE,ICOS,JPF,v1.3,JPF_TH-Kog_FLUXNET_2005-2013_v1.3_r1.zip,UeiwpE7b8yxM3HJis9B-clmg
TH-Mae,30,1320.5501,12,1324.4561666666666,21,3.8766190476190476,1423.1914285714286,144,21,0.8541666666666666,1122,1448,FALSE,1.1769608734402852,0.9970508146928733,0.9278794640616561,0.9119821132596685,FALSE,FALSE,ICOS,JPF,v1.3,JPF_TH-Mae_FLUXNET_2005-2016_v1.3_r1.zip,xAfMteUmc_R9X2IXVuuRkSa3
UK-AMo,30,1007.6969,18,1034.5278888888888,10,2.642,965.0964,216,10,0.9537037037037037,843,960,FALSE,1.1953699881376039,0.9740645088672225,1.0441411863105075,1.0496842708333334,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_UK-AMo_FLUXNET_2003-2024_v1.3_r1.zip,bUNge2BcADhYDR1h9NHDXbem
UK-Ags,30,1259.5997666666667,NA,NA,NA,NA,NA,NA,NA,NA,984,1301,FALSE,1.280081063685637,NA,NA,0.9681781450166539,TRUE,FALSE,ICOS,EUF,v1.3,EUF_UK-Ags_FLUXNET_2023-2024_v1.3_r1.zip,84y7MrbQ3ZSBKr4Kv-0_fdiY
UK-BnB,30,1000.1563666666667,NA,NA,NA,NA,NA,NA,NA,NA,1138,1263.7,FALSE,0.8788720269478618,NA,NA,0.7914507926459339,TRUE,FALSE,ICOS,EUF,v1.3,EUF_UK-BnB_FLUXNET_2021-2024_v1.3_r1.zip,QBlY2INal0mc2mRsgN9Wr_CV
UK-CCr,30,1243.8746,NA,NA,NA,NA,NA,NA,NA,NA,1482,1552,FALSE,0.8393215924426451,NA,NA,0.8014655927835053,TRUE,FALSE,ICOS,EUF,v1.3,EUF_UK-CCr_FLUXNET_2022-2024_v1.3_r1.zip,LrO8fItItMas7E62Hm_A032I
UK-Cvn,30,611.6592,NA,NA,NA,NA,NA,NA,NA,NA,551,833.4,FALSE,1.1100892921960073,NA,NA,0.733932325413967,TRUE,FALSE,ICOS,EUF,v1.3,EUF_UK-Cvn_FLUXNET_2023-2024_v1.3_r1.zip,37X3GrWRM7AEcdIt8WRasg1l
UK-GaB,30,979.9505333333333,NA,NA,NA,NA,NA,NA,NA,NA,1170,1502,FALSE,0.8375645584045583,NA,NA,0.6524304482911673,TRUE,FALSE,ICOS,EUF,v1.3,EUF_UK-GaB_FLUXNET_2022-2024_v1.3_r1.zip,3ur3ylHM5TMBuyVRXci8ohT_
UK-Gnn,30,1232.0132333333333,NA,NA,NA,NA,NA,NA,NA,NA,1449,1389,FALSE,0.8502506786289395,NA,NA,0.8869785697144229,TRUE,FALSE,ICOS,EUF,v1.3,EUF_UK-Gnn_FLUXNET_2022-2024_v1.3_r1.zip,rr5GFzsDarjbHdARWXryBopk
UK-Gwr,30,1531.2825666666665,NA,NA,NA,NA,NA,NA,NA,NA,1278,1274.5,FALSE,1.1981866718831506,NA,NA,1.2014771021315547,TRUE,FALSE,ICOS,EUF,v1.3,EUF_UK-Gwr_FLUXNET_2022-2024_v1.3_r1.zip,kdw13mqVIM_fuCSUoFjwLTBX
UK-HgF,30,608.0013666666666,NA,NA,NA,NA,NA,NA,NA,NA,616,860.12,FALSE,0.9870152056277056,NA,NA,0.7068796989567346,TRUE,FALSE,ICOS,EUF,v1.3,EUF_UK-HgF_FLUXNET_2023-2024_v1.3_r1.zip,0bh_V0qcsU1jVRdLmTN38MrV
UK-HpF,30,624.1721333333332,NA,NA,NA,NA,NA,NA,NA,NA,581,832.4,FALSE,1.0743065978198507,NA,NA,0.749846387954509,TRUE,FALSE,ICOS,EUF,v1.3,EUF_UK-HpF_FLUXNET_2023-2024_v1.3_r1.zip,9XNveiBJ_2A4uYC0hHFDy3RS
US-A03,30,904.299,6,1018.0738333333334,72,2.7832916666666665,1018.0738333333334,72,72,0,146,115.1,FALSE,6.1938287671232874,0.8882450077703925,0.8882450077703925,7.856637706342311,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-A03_FLUXNET_2015-2021_v1.3_r1.zip,10.17190/AMF/3365269
US-A10,30,914.8648666666667,10,997.0671,120,2.724858333333333,997.0671,120,120,0,107,115.1,FALSE,8.550138940809969,0.9175559665609935,0.9175559665609935,7.948434984071822,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-A10_FLUXNET_2011-2022_v1.3_r1.zip,10.17190/AMF/3025776
US-A32,30,796.7446,3,824.0236666666667,12,2.21275,813.81,36,12,0.6666666666666667,816,889,FALSE,0.9764026960784313,0.9668952873926355,0.9790302404738207,0.8962256467941507,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-A32_FLUXNET_2015-2017_v1.3_r1.zip,10.17190/AMF/1881568
US-A37,30,28.1835,NA,NA,NA,NA,NA,NA,NA,NA,822,NA,FALSE,0.03428649635036496,NA,NA,NA,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-A37_FLUXNET_2024-2024_v1.3_r1.zip,10.17190/AMF/2571154
US-A39,30,28.21343333333333,NA,NA,NA,NA,NA,NA,NA,NA,999,965,FALSE,0.028241675008341672,NA,NA,0.029236718480138167,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-A39_FLUXNET_2024-2024_v1.3_r1.zip,10.17190/AMF/2571116
US-A74,30,334.8814,2,340.7205,3,0.18033333333333332,65.92,24,3,0.875,823,889,FALSE,0.4069032806804374,0.9828624928643859,5.080118325242718,0.3766944881889764,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-A74_FLUXNET_2016-2017_v1.3_r1.zip,10.17190/AMF/2006963
US-ABa,30,1163.3433,3,1115.6509999999998,6,3.5865,1299.714,36,6,0.8333333333333334,1206,1371,FALSE,0.9646296019900498,1.0427484042948916,0.8950763783416967,0.8485363238512035,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-ABa_FLUXNET_2013-2015_v1.3_r1.zip,10.17190/AMF/3365279
US-ABb,30,1387.2422333333334,3,1330.363,6,4.276666666666666,1549.8200000000002,36,6,0.8333333333333334,1206,1371,FALSE,1.1502837755666115,1.042754671719924,0.8950989362205503,1.011846997325553,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-ABb_FLUXNET_2013-2015_v1.3_r1.zip,10.17190/AMF/3365280
US-ABc,30,1262.7893333333334,3,1211.1413333333335,7,3.759142857142857,1366.3337142857142,36,7,0.8055555555555556,1206,1371,FALSE,1.0470889994472083,1.0426440734689923,0.9242173563677953,0.9210717238025772,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-ABc_FLUXNET_2013-2015_v1.3_r1.zip,10.17190/AMF/3365281
US-ABd,30,1254.9155,3,1203.4493333333335,6,3.8688333333333333,1402.03,36,6,0.8333333333333334,1213,1371,FALSE,1.0345552349546578,1.0427655450388715,0.8950703622604367,0.9153285922684172,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-ABd_FLUXNET_2013-2015_v1.3_r1.zip,10.17190/AMF/3365282
US-ABe,30,4224.1391,3,4050.9973333333332,36,11.107694444444444,4050.9973333333337,36,36,0,1219,1371,FALSE,3.4652494667760463,1.0427405284229596,1.0427405284229596,3.081064259664479,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-ABe_FLUXNET_2013-2015_v1.3_r1.zip,10.17190/AMF/3365278
US-ADR,30,137.15643333333333,7,99.77128571428571,18,0.24861111111111112,91.138,84,18,0.7857142857142857,108,110,FALSE,1.269966975308642,1.3747084880323903,1.5049313495285537,1.2468766666666666,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-ADR_FLUXNET_2011-2017_v1.3_r1.zip,10.17190/AMF/3027322
US-ALQ,30,762.6937333333333,6,896.0661666666666,72,2.4481944444444443,896.0661666666667,72,72,0,808,NA,FALSE,0.9439278877887788,0.851157829304644,0.8511578293046439,NA,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-ALQ_FLUXNET_2015-2025_v1.3_r1.zip,10.17190/AMF/2006964
US-AR1,30,671.5477666666667,4,500.49325,3,0.8699999999999999,320.676,48,3,0.9375,584,NA,FALSE,1.1499105593607306,1.3417718753782728,2.0941628518088873,NA,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-AR1_FLUXNET_2009-2012_v1.3_r1.zip,10.17190/AMF/2006965
US-AR2,30,553.886,4,414.34275,7,0.6238571428571429,228.73885714285717,48,7,0.8541666666666666,600,NA,FALSE,0.9231433333333333,1.3367821688686479,2.421477517718271,NA,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-AR2_FLUXNET_2009-2012_v1.3_r1.zip,10.17190/AMF/2006966
