site_id,n_years_era5,map_era5,n_years_pf_all,map_pf_allmonths,n_months_qc0,map_pf_qc0_monthly_mean,map_pf_qc0_annualized,n_months_total,n_qc0,frac_filled,bio12_mm,badm_map_mm,excluded,ratio_to_bio12,ratio_to_pf_allmonths,ratio_to_pf_qc0,ratio_to_badm_map,too_few_qc0_months,implausible_raw,data_hub,product_source_network,oneflux_code_version,fluxnet_product_name,product_id
US-ARM,30,633.0905666666666,18,642.5177222222222,14,1.8102142857142858,664.0362857142858,216,14,0.9351851851851852,859,843,FALSE,0.7370088086922778,0.9853277890562292,0.9533975481259557,0.7509971134835903,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-ARM_FLUXNET_2003-2025_v1.3_r1.zip,10.17190/AMF/1854366
US-ARb,30,1120.4619666666667,2,747.4755,4,3.20925,1166.481,24,4,0.8333333333333334,793,NA,FALSE,1.4129406893652796,1.4989949057416152,0.9605488359147442,NA,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-ARb_FLUXNET_2005-2006_v1.3_r1.zip,10.17190/AMF/2006967
US-ARc,30,1192.0474333333334,2,794.9785000000002,4,3.41425,1240.9950000000001,24,4,0.8333333333333334,793,NA,FALSE,1.503212400168138,1.4994712854917878,0.9605578050945679,NA,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-ARc_FLUXNET_2005-2006_v1.3_r1.zip,10.17190/AMF/2006968
US-ASH,30,1028.2872666666667,1,1008.97,12,2.7296666666666667,1008.97,12,12,0,175,210,FALSE,5.8759272380952385,1.0191455312513422,1.0191455312513422,4.896606031746032,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-ASH_FLUXNET_2016-2016_v1.3_r1.zip,10.17190/AMF/2469443
US-ASM,30,1028.2872666666667,1,1008.97,12,2.7296666666666667,1008.97,12,12,0,175,210,FALSE,5.8759272380952385,1.0191455312513422,1.0191455312513422,4.896606031746032,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-ASM_FLUXNET_2016-2016_v1.3_r1.zip,10.17190/AMF/2469444
US-Akn,30,45.66973333333333,10,46.9629,60,0.12190000000000001,44.388400000000004,120,60,0.5,1195,NA,FALSE,0.03821735006973501,0.9724640798019998,1.0288664005310695,NA,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Akn_FLUXNET_2011-2022_v1.3_r1.zip,10.17190/AMF/2469442
US-Aud,30,411.84526666666665,19,386.7595789473684,5,0.2516,88.9032,228,5,0.9780701754385965,462,438.35,FALSE,0.8914399711399711,1.0648611930635905,4.63251341534013,0.93953522679746,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Aud_FLUXNET_2002-2024_v1.3_r1.zip,10.17190/AMF/3365264
US-BRG,30,4220.8321,4,4770.3625,47,13.16927659574468,4801.646553191489,48,47,0.02083333333333337,1103,1200,FALSE,3.826683680870353,0.8848032198810886,0.8790384825793889,3.517360083333333,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-BRG_FLUXNET_2017-2020_v1.3_r1.zip,10.17190/AMF/2006970
US-BZB,30,232.59470000000002,10,264.8623,12,0.5565833333333333,203.40499999999997,120,12,0.9,294,274,FALSE,0.7911384353741497,0.8781721671978232,1.1435053218947422,0.8488857664233578,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-BZB_FLUXNET_2011-2025_v1.3_r1.zip,10.17190/AMF/1881569
US-BZF,30,220.65093333333334,10,261.17650000000003,16,0.45249999999999996,164.34375,120,16,0.8666666666666667,294,274,FALSE,0.7505133786848073,0.8448345595156276,1.3426183431577614,0.8052953771289538,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-BZF_FLUXNET_2011-2025_v1.3_r1.zip,10.17190/AMF/1881570
US-BZo,30,158.46103333333335,3,357.55100000000004,3,0.363,128.196,36,3,0.9166666666666666,294,274,FALSE,0.5389831065759637,0.44318442217567094,1.2360840691857262,0.5783249391727494,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-BZo_FLUXNET_2018-2025_v1.3_r1.zip,10.17190/AMF/1881571
US-Bar,30,1160.2874,17,1207.9295882352942,3,1.2186666666666666,442.64,204,3,0.9852941176470589,1233,1245.77,FALSE,0.9410278994322789,0.9605588035103135,2.6212890836797396,0.9313817157260168,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Bar_FLUXNET_2004-2023_v1.3_r1.zip,10.17190/AMF/2006969
US-Bi1,30,362.50073333333336,5,380.6626,7,1.3407142857142857,495.7011428571428,60,7,0.8833333333333333,386,338,FALSE,0.9391210708117445,0.9522888072884842,0.73128887951304,1.0724873767258383,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Bi1_FLUXNET_2016-2024_v1.3_r1.zip,10.17190/AMF/1871134
US-Bi2,30,323.395,4,351.5065,3,4.060333333333333,1449.868,48,3,0.9375,379,338,FALSE,0.8532849604221635,0.9200256609763973,0.2230513398461101,0.9567899408284023,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Bi2_FLUXNET_2017-2025_v1.3_r1.zip,10.17190/AMF/1871135
US-CAK,30,340.08683333333335,NA,NA,NA,NA,NA,NA,NA,NA,413,NA,FALSE,0.823454802259887,NA,NA,NA,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-CAK_FLUXNET_2024-2025_v1.3_r1.zip,10.17190/AMF/2571153
US-CF1,30,8.998866666666666,4,15.766999999999998,4,0.04775,17.133,48,4,0.9166666666666666,611,550,FALSE,0.014728096017457719,0.570740576309169,0.5252358995311193,0.016361575757575755,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-CF1_FLUXNET_2017-2021_v1.3_r1.zip,10.17190/AMF/1832158
US-CF2,30,14.574033333333333,4,19.466749999999998,4,0.07725,27.723,48,4,0.9166666666666666,583,550,FALSE,0.02499834190966266,0.7486628909978982,0.5257018841154757,0.026498242424242424,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-CF2_FLUXNET_2017-2020_v1.3_r1.zip,10.17190/AMF/1881573
US-CF3,30,15.796166666666666,4,24.1615,6,0.07616666666666666,27.607999999999997,48,6,0.875,559,550,FALSE,0.028257901013714965,0.6537742551855914,0.5721590360282044,0.02872030303030303,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-CF3_FLUXNET_2017-2021_v1.3_r1.zip,10.17190/AMF/1881574
US-CF4,30,23.586000000000002,4,32.04925,6,0.114,41.318,48,6,0.875,559,550,FALSE,0.04219320214669052,0.7359298579529943,0.5708407957790794,0.04288363636363637,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-CF4_FLUXNET_2017-2021_v1.3_r1.zip,10.17190/AMF/1881575
US-CGG,30,525.0985333333333,2,434.00249999999994,6,3.3150000000000004,1183.06,24,6,0.75,507,419,FALSE,1.0356973044049966,1.2098974852295399,0.44384776201826903,1.2532184566428002,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-CGG_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/2469446
US-CLF,30,603.9065333333333,4,686.4925000000001,6,1.6151666666666666,587.474,48,6,0.875,980,1050,FALSE,0.616231156462585,0.8796986614323292,1.0279715073915328,0.5751490793650793,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-CLF_FLUXNET_2017-2020_v1.3_r1.zip,10.17190/AMF/3027355
US-CMW,30,278.78473333333335,20,260.24525,NA,NA,NA,240,0,1,352,288,FALSE,0.7920020833333333,1.0712385080355293,NA,0.9680025462962963,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-CMW_FLUXNET_2001-2021_v1.3_r1.zip,10.17190/AMF/3028957
US-CRK,30,1013.1134333333333,NA,NA,NA,NA,NA,NA,NA,NA,1080,1148,FALSE,0.9380679938271604,NA,NA,0.8825029907084785,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-CRK_FLUXNET_2022-2025_v1.3_r1.zip,10.17190/AMF/2571140
US-CRT,30,768.9276,3,810.9999999999999,NA,NA,NA,36,0,1,854,849,FALSE,0.900383606557377,0.9481228113440199,NA,0.9056862190812721,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-CRT_FLUXNET_2011-2013_v1.3_r1.zip,10.17190/AMF/2006974
US-CS1,30,721.6422,2,898.6875,14,2.404357142857143,878.6305714285714,24,14,0.41666666666666663,808,830,FALSE,0.8931215346534653,0.8029957020655122,0.8213260765860639,0.8694484337349397,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-CS1_FLUXNET_2018-2019_v1.3_r1.zip,10.17190/AMF/1881576
US-CS2,30,3231.0546666666664,3,3884.349,36,10.632722222222222,3884.3489999999997,36,36,0,809,830,FALSE,3.9938871034198598,0.8318136878706487,0.8318136878706488,3.892836947791164,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-CS2_FLUXNET_2018-2022_v1.3_r1.zip,10.17190/AMF/1881577
US-CS3,30,994.6649666666667,2,1220.1515,11,3.220727272727273,1169.0367272727271,24,11,0.5416666666666667,814,830,FALSE,1.2219471334971335,0.8151979214602996,0.850841503489068,1.1983915261044178,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-CS3_FLUXNET_2019-2020_v1.3_r1.zip,10.17190/AMF/1881578
US-CS4,30,909.2061,1,1103.3049999999998,3,1.9323333333333332,711.396,12,3,0.75,814,830,FALSE,1.1169608108108109,0.824075029117062,1.278059055715804,1.0954290361445782,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-CS4_FLUXNET_2020-2021_v1.3_r1.zip,10.17190/AMF/1881579
US-CS5,30,1516.8692999999998,NA,NA,NA,NA,NA,NA,NA,NA,808,830,FALSE,1.8773134900990096,NA,NA,1.8275533734939757,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-CS5_FLUXNET_2021-2021_v1.3_r1.zip,10.17190/AMF/2469447
US-CS6,30,829.1552333333333,NA,NA,NA,NA,NA,NA,NA,NA,818,830,FALSE,1.0136372045639772,NA,NA,0.9989822088353413,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-CS6_FLUXNET_2022-2023_v1.3_r1.zip,10.17190/AMF/2469448
US-CS8,30,1571.122,NA,NA,NA,NA,NA,NA,NA,NA,822,830,FALSE,1.9113406326034064,NA,NA,1.8929180722891568,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-CS8_FLUXNET_2023-2023_v1.3_r1.zip,10.17190/AMF/2469449
US-CdM,30,175.45656666666667,2,188.771,5,1.167,419.1912,24,5,0.7916666666666666,297,348,FALSE,0.5907628507295174,0.9294678031406661,0.4185597566615585,0.5041855363984674,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-CdM_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/2469445
US-Ced,30,1220.0665999999999,10,1206.483,6,3.0458333333333334,1104.586,120,6,0.95,1147,1138,FALSE,1.06370235396687,1.0112588407793561,1.104546499774576,1.0721147627416518,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Ced_FLUXNET_2005-2014_v1.3_r1.zip,10.17190/AMF/2006971
US-ChR,30,1399.8499,14,1391.7892857142856,NA,NA,NA,168,0,1,1241,1358.85,FALSE,1.1280015310233682,1.005791547879015,NA,1.0301724988041359,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-ChR_FLUXNET_2006-2019_v1.3_r1.zip,10.17190/AMF/3027315
US-Cms,30,77.05356666666667,7,71.47457142857144,31,0.15848387096774194,58.01264516129032,84,31,0.6309523809523809,107,274,FALSE,0.7201267912772585,1.078055665484761,1.3282201915192386,0.28121739659367395,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Cms_FLUXNET_1999-2005_v1.3_r1.zip,10.17190/AMF/2571114
US-Cop,30,197.0277,7,195.57885714285715,27,0.6480370370370371,235.24488888888888,84,27,0.6785714285714286,330,NA,FALSE,0.5970536363636364,1.0074079728162262,0.8375429575987955,NA,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Cop_FLUXNET_2001-2007_v1.3_r1.zip,10.17190/AMF/2006972
US-Cst,30,1141.0507666666667,5,1101.0608,25,2.79056,1021.55376,60,25,0.5833333333333333,1409,1410,FALSE,0.8098302105512184,1.0363194899561103,1.1169757396484612,0.8092558628841608,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Cst_FLUXNET_2013-2017_v1.3_r1.zip,10.17190/AMF/2469450
US-Cwt,30,5593.431333333333,10,5811.3154,120,15.919866666666667,5811.3153999999995,120,120,0,1808,1800,TRUE,3.0937120206489674,0.9625069280069246,0.9625069280069248,3.1074618518518515,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Cwt_FLUXNET_2011-2024_v1.3_r1.zip,10.17190/AMF/3027331
US-DFC,30,745.6671,3,951.8399999999999,11,2.879909090909091,1050.756,36,11,0.6944444444444444,799,787,FALSE,0.9332504380475595,0.7833954236006052,0.7096481961559106,0.9474804320203304,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-DFC_FLUXNET_2018-2024_v1.3_r1.zip,10.17190/AMF/2006975
US-DFK,30,3277.5183666666667,3,4042.7933333333335,36,11.068888888888889,4042.793333333333,36,36,0,799,787,FALSE,4.102025490196079,0.8107063845295085,0.8107063845295085,4.164572257518,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-DFK_FLUXNET_2018-2020_v1.3_r1.zip,10.17190/AMF/2571122
US-DPW,30,3911.317466666667,4,3937.304,48,10.781,3937.304,48,48,0,1223,1142,FALSE,3.1981336603979287,0.9933999169651789,0.9933999169651789,3.424971511967309,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-DPW_FLUXNET_2013-2016_v1.3_r1.zip,10.17190/AMF/2571121
US-DS1,30,1578.2313333333334,2,1851.0900000000001,6,5.083,1871.4319999999998,24,6,0.75,392,432,FALSE,4.026100340136055,0.8525956778618723,0.8433281750730636,3.6533132716049384,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-DS1_FLUXNET_2018-2019_v1.3_r1.zip,10.17190/AMF/2571132
US-DS2,30,1542.8013666666666,1,661.097,2,1.5394999999999999,572.418,12,2,0.8333333333333334,392,432,FALSE,3.9357177721088434,2.3336989377756465,2.6952355912404338,3.571299459876543,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-DS2_FLUXNET_2020-2023_v1.3_r1.zip,10.17190/AMF/2571148
US-DS3,30,419.11136666666664,NA,NA,NA,NA,NA,NA,NA,NA,373,432,FALSE,1.123622966934763,NA,NA,0.9701652006172838,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-DS3_FLUXNET_2021-2025_v1.3_r1.zip,10.17190/AMF/2229376
US-Dix,30,1139.0100666666667,4,1139.296,NA,NA,NA,48,0,1,1153,1126.63,FALSE,0.987866493206129,0.9997490262992819,NA,1.0109885824686602,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Dix_FLUXNET_2005-2008_v1.3_r1.zip,10.17190/AMF/2007168
US-Dk1,30,1138.0428666666667,8,1054.074625,NA,NA,NA,96,0,1,1165,1169.75,FALSE,0.9768608297567954,1.0796606233326855,NA,0.972894094179668,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Dk1_FLUXNET_2001-2008_v1.3_r1.zip,10.17190/AMF/3027316
US-Dk2,30,1137.5497666666668,8,1053.624625,NA,NA,NA,96,0,1,1165,1168.69,FALSE,0.9764375679542204,1.0796537397430956,NA,0.9733545821960201,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Dk2_FLUXNET_2001-2008_v1.3_r1.zip,10.17190/AMF/3027317
US-Dk3,30,1136.6637666666666,8,1052.81,NA,NA,NA,96,0,1,1165,1169.69,FALSE,0.975677052932761,1.0796475780688506,NA,0.9717649690658777,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Dk3_FLUXNET_2001-2008_v1.3_r1.zip,10.17190/AMF/3027318
US-Dmg,30,357.4943666666667,NA,NA,NA,NA,NA,NA,NA,NA,334,365,FALSE,1.0703424151696608,NA,NA,0.9794366210045662,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Dmg_FLUXNET_2021-2025_v1.3_r1.zip,10.17190/AMF/2469451
US-EA4,30,731.8793,NA,NA,NA,NA,NA,NA,NA,NA,854,836,FALSE,0.8570015222482434,NA,NA,0.8754537081339713,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-EA4_FLUXNET_2021-2025_v1.3_r1.zip,10.17190/AMF/3027353
US-EA5,30,659.1300666666666,NA,NA,NA,NA,NA,NA,NA,NA,619,632,FALSE,1.064830479267636,NA,NA,1.0429273206751053,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-EA5_FLUXNET_2021-2022_v1.3_r1.zip,10.17190/AMF/2571138
US-EA6,30,971.9215,NA,NA,NA,NA,NA,NA,NA,NA,668,703,FALSE,1.4549723053892216,NA,NA,1.3825341394025605,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-EA6_FLUXNET_2023-2023_v1.3_r1.zip,10.17190/AMF/2571142
US-EDN,30,415.89750000000004,3,218.39066666666665,1,2.096,779.712,36,1,0.9722222222222222,398,NA,FALSE,1.0449685929648242,1.9043739659203998,0.5333988703521301,NA,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-EDN_FLUXNET_2018-2024_v1.3_r1.zip,10.17190/AMF/1832159
US-EKH,30,16.56,NA,NA,NA,NA,NA,NA,NA,NA,553,894,FALSE,0.029945750452079565,NA,NA,0.018523489932885905,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-EKH_FLUXNET_2022-2024_v1.3_r1.zip,10.17190/AMF/3027348
US-EKN,30,17.549833333333332,NA,NA,NA,NA,NA,NA,NA,NA,539,894,FALSE,0.0325599876314162,NA,NA,0.019630686055182697,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-EKN_FLUXNET_2023-2024_v1.3_r1.zip,10.17190/AMF/3027358
US-EKP,30,13.200566666666667,NA,NA,NA,NA,NA,NA,NA,NA,539,894,FALSE,0.024490847247990107,NA,NA,0.014765734526472781,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-EKP_FLUXNET_2022-2024_v1.3_r1.zip,10.17190/AMF/3027349
US-EML,30,2134.550333333333,13,2182.912384615385,156,5.958660256410257,2182.912384615385,156,156,0,424,378,FALSE,5.0343168238993705,0.9778451706889864,0.9778451706889864,5.646958553791887,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-EML_FLUXNET_2008-2023_v1.3_r1.zip,10.17190/AMF/2007170
US-Elm,30,1087.0007,13,1206.1335384615386,6,1.9471666666666667,704.828,156,6,0.9615384615384616,1343,NA,FALSE,0.8093825018615042,0.9012274887791477,1.5422212227664056,NA,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Elm_FLUXNET_2008-2024_v1.3_r1.zip,10.17190/AMF/2007169
US-Esm,30,1081.8721333333333,13,1318.8667692307693,1,5.236,1947.792,156,1,0.9935897435897436,1405,NA,FALSE,0.7700157532621589,0.8203043389775728,0.5554351457102881,NA,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Esm_FLUXNET_2008-2024_v1.3_r1.zip,10.17190/AMF/2007171
US-EvM,30,1184.8167,1,1515.605,4,1.27375,456.12,12,4,0.6666666666666667,1377,1200,FALSE,0.8604333333333334,0.7817450457078197,2.5975986582478297,0.9873472500000001,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-EvM_FLUXNET_2020-2023_v1.3_r1.zip,10.17190/AMF/2571136
US-Fcr,30,259.7326,4,253.70225,9,0.39811111111111114,144.45600000000002,48,9,0.8125,294,NA,FALSE,0.8834442176870748,1.0237693989706438,1.7980049288364621,NA,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Fcr_FLUXNET_2011-2014_v1.3_r1.zip,10.17190/AMF/2007172
US-Fmf,30,543.0659666666667,6,580.0816666666667,7,1.6351428571428572,588.3377142857144,72,7,0.9027777777777778,561,546,FALSE,0.9680320261437908,0.9361888124947924,0.9230514268934621,0.9946263125763126,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Fmf_FLUXNET_2005-2010_v1.3_r1.zip,10.17190/AMF/2007173
US-Fo1,30,57.956199999999995,8,60.772499999999994,82,0.17576829268292682,64.30243902439024,96,82,0.14583333333333337,166,NA,FALSE,0.349133734939759,0.9536583158500967,0.901306402670308,NA,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Fo1_FLUXNET_2013-2024_v1.3_r1.zip,10.17190/AMF/3027356
US-Fo2,30,63.41126666666667,NA,NA,NA,NA,NA,NA,NA,NA,167,NA,FALSE,0.37970818363273456,NA,NA,NA,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Fo2_FLUXNET_2023-2024_v1.3_r1.zip,10.17190/AMF/3365273
US-Fuf,30,640.0857666666666,6,672.3383333333333,12,2.75325,992.4830000000001,72,12,0.8333333333333334,580,562,FALSE,1.1035961494252873,0.9520292610615191,0.6449337335416995,1.1389426453143534,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Fuf_FLUXNET_2005-2010_v1.3_r1.zip,10.17190/AMF/2007174
US-Fwf,30,498.22723333333334,6,526.6806666666666,7,1.7045714285714286,614.4805714285715,72,7,0.9027777777777778,526,557,FALSE,0.9472000633713562,0.9459759297537661,0.8108103925483482,0.8944833632555357,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Fwf_FLUXNET_2005-2010_v1.3_r1.zip,10.17190/AMF/2469452
US-GLE,30,1379.5923,16,1350.92075,48,3.559,1302.47575,192,48,0.75,510,1200,FALSE,2.7050829411764705,1.0212237098290184,1.0592076666302617,1.14966025,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-GLE_FLUXNET_2005-2020_v1.3_r1.zip,10.17190/AMF/1871136
US-HB1,30,647.0659333333333,3,748.6593333333333,NA,NA,NA,36,0,1,1372,1429,FALSE,0.4716224003887269,0.8642995612601726,NA,0.45281031024026125,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-HB1_FLUXNET_2018-2024_v1.3_r1.zip,10.17190/AMF/1832160
US-HB2,30,1335.0056,3,1392.0503333333334,7,3.9805714285714284,1456.2805714285714,36,7,0.8055555555555556,1370,1429,FALSE,0.9744566423357663,0.9590210698798965,0.9167227979223783,0.9342236529041288,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-HB2_FLUXNET_2018-2024_v1.3_r1.zip,10.17190/AMF/2229377
US-HB3,30,1842.267,2,1477.9604999999997,NA,NA,NA,24,0,1,1370,1429,FALSE,1.3447204379562043,1.2464927174982015,NA,1.2892001399580126,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-HB3_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/2229378
US-HB4,30,658044.5751,1,2016.11,NA,NA,NA,12,0,1,1350,1429,TRUE,487.440426,326.39319040131744,NA,460.4930546536039,TRUE,TRUE,AmeriFlux,AMF,v1.3,AMF_US-HB4_FLUXNET_2020-2024_v1.3_r1.zip,10.17190/AMF/2571130
US-HBK,30,4481.9504,5,4457.7108,60,12.204816666666666,4457.7108,60,60,0,1152,1400,FALSE,3.890581944444444,1.0054376789090937,1.0054376789090937,3.2013931428571425,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-HBK_FLUXNET_2016-2024_v1.3_r1.zip,10.17190/AMF/3027326
US-HRA,30,530.8393333333333,6,646.6501666666667,23,1.6924347826086956,618.9699130434783,72,23,0.6805555555555556,1289,1250,FALSE,0.4118226014998707,0.8209065128208168,0.857617344796605,0.42467146666666666,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-HRA_FLUXNET_2015-2024_v1.3_r1.zip,10.17190/AMF/3027341
US-HRC,30,504.8086333333333,6,580.9175,38,1.5290526315789474,560.2863157894737,72,38,0.4722222222222222,1289,1250,FALSE,0.3916281096457202,0.8689850681608546,0.9009833349615735,0.40384690666666667,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-HRC_FLUXNET_2015-2024_v1.3_r1.zip,10.17190/AMF/3027321
US-HVs,30,1515.1631666666667,1,1669.291,12,4.5713333333333335,1669.2910000000002,12,12,0,196,217,FALSE,7.7304243197278915,0.9076686848887742,0.9076686848887741,6.982318740399386,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-HVs_FLUXNET_1995-1995_v1.3_r1.zip,10.17190/AMF/2571115
US-HWB,30,1033.7404666666666,4,1104.8342499999999,10,3.5356,1284.8976,48,10,0.7916666666666666,1007,1006.35,FALSE,1.0265545845746442,0.9356520823523228,0.8045314013090744,1.027217634686408,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-HWB_FLUXNET_2015-2018_v1.3_r1.zip,10.17190/AMF/1881582
US-Ha1,30,1210.9178333333334,30,1208.5954,168,3.1804166666666664,1162.4762142857144,360,168,0.5333333333333333,1103,1071,FALSE,1.0978402840737385,1.0019215970318383,1.0416710625579415,1.1306422346716465,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Ha1_FLUXNET_1991-2025_v1.3_r1.zip,10.17190/AMF/1871137
US-Hn2,30,42.84546666666667,4,51.11125,13,0.11738461538461538,43.02738461538462,48,13,0.7291666666666667,167,197,FALSE,0.25655968063872253,0.8382785916342619,0.9957720426109072,0.21748967851099832,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Hn2_FLUXNET_2015-2018_v1.3_r1.zip,10.17190/AMF/1902832
US-Hn3,30,13.158766666666667,2,15.457,20,0.04315,15.6288,24,20,0.16666666666666663,167,197,FALSE,0.07879500998003992,0.8513143990856353,0.8419563028938029,0.06679576988155668,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Hn3_FLUXNET_2017-2018_v1.3_r1.zip,10.17190/AMF/1881580
US-Ho2,30,796.8249,22,808.8375909090909,7,1.8615714285714287,681.3737142857143,264,7,0.9734848484848485,1062,1064,FALSE,0.7503059322033898,0.9851482039854388,1.169438860486882,0.7488955827067669,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Ho2_FLUXNET_1999-2025_v1.3_r1.zip,10.17190/AMF/1881581
US-Ho3,30,1118.2289666666666,18,1184.0871666666667,NA,NA,NA,216,0,1,1064,1072,FALSE,1.050967073934837,0.9443806149969532,NA,1.0431240360696517,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Ho3_FLUXNET_2003-2021_v1.3_r1.zip,10.17190/AMF/3365265
US-Hsm,30,505.5593,NA,NA,NA,NA,NA,NA,NA,NA,546,450,FALSE,0.9259327838827839,NA,NA,1.1234651111111111,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Hsm_FLUXNET_2021-2025_v1.3_r1.zip,10.17190/AMF/2571131
US-IAB,30,3589.859733333333,2,3525.6659999999997,24,9.637208333333334,3525.666,24,24,0,849,912,FALSE,4.228338908519827,1.0182075481152593,1.018207548115259,3.936249707602339,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-IAB_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/3027372
US-IAC,30,3589.859733333333,2,3525.6659999999997,24,9.637208333333334,3525.666,24,24,0,851,912,FALSE,4.218401566784175,1.0182075481152593,1.018207548115259,3.936249707602339,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-IAC_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/3027373
