site_id,ERA_VARIABLE,ERA_SLOPE,ERA_INTERCEPT,ERA_RMSE,ERA_CORRELATION
US-AR2,P,1,-9999,-9999,-9999
US-AR2,SW_IN,1,5.32,30.15,0.92
US-AR2,LW_IN,1,0,4.88,0.96
US-AR2,LW_IN_JSB,1,-0,8.07,0.93
US-ARM,TA,1,0,1.44,0.98
US-ARM,PA,1,0,0.17,0.94
US-ARM,VPD,1,0,2.58,0.92
US-ARM,WS,1,0.01,0.98,0.82
US-ARM,P,1,-9999,-9999,-9999
US-ARM,SW_IN,1,7.7,79.36,0.91
US-ARM,LW_IN,1,-0.01,11.95,0.95
US-ARM,LW_IN_JSB,1,-0,21.1,0.93
US-ARb,TA,1,-0,0.48,0.97
US-ARb,PA,1,0,0.02,0.99
US-ARb,VPD,1,-0,0.86,0.88
US-ARb,WS,1,0.07,0.24,0.78
US-ARb,P,1,-9999,-9999,-9999
US-ARb,SW_IN,1,7.74,23.1,0.92
US-ARb,LW_IN,-9999,-9999,-9999,-9999
US-ARb,LW_IN_JSB,1,-0.01,5.15,0.93
US-ARc,TA,1,-0,0.45,0.97
US-ARc,PA,1,-0,0.02,0.98
US-ARc,VPD,1,-0,0.78,0.89
US-ARc,WS,1,0.08,0.24,0.8
US-ARc,P,1,-9999,-9999,-9999
US-ARc,SW_IN,1,8.35,24.26,0.91
US-ARc,LW_IN,-9999,-9999,-9999,-9999
US-ARc,LW_IN_JSB,1,-0.02,5.16,0.93
US-ASH,TA,1,0.01,0.16,0.94
US-ASH,PA,1,-0,0.01,0.98
US-ASH,VPD,1,0,0.23,0.87
US-ASH,WS,1,0.15,0.05,0.5
US-ASH,P,-9999,-9999,-9999,-9999
US-ASH,SW_IN,1,9.01,6.51,0.9
US-ASH,LW_IN,-9999,-9999,-9999,-9999
US-ASH,LW_IN_JSB,1,-0.1,1.88,0.81
US-ASM,TA,1,0.01,0.16,0.94
US-ASM,PA,1,0,0.01,0.98
US-ASM,VPD,1,0,0.23,0.86
US-ASM,WS,1,0.15,0.05,0.5
US-ASM,P,-9999,-9999,-9999,-9999
US-ASM,SW_IN,1,9.09,7.04,0.91
US-ASM,LW_IN,-9999,-9999,-9999,-9999
US-ASM,LW_IN_JSB,1,-0.05,1.87,0.8
US-Akn,TA,1,0,0.71,0.96
US-Akn,PA,1,-0,0.11,0.79
US-Akn,VPD,1,0,1.11,0.8
US-Akn,WS,1,0.07,0.23,0.72
US-Akn,P,1,-9999,-9999,-9999
US-Akn,SW_IN,1,9.33,41.06,0.9
US-Akn,LW_IN,-9999,-9999,-9999,-9999
US-Akn,LW_IN_JSB,1,-0.49,9.55,0.91
US-Aud,TA,1,-0,2.2,0.94
US-Aud,PA,1,-0,0.12,0.83
US-Aud,VPD,1,-0,3.13,0.91
US-Aud,WS,1,0.2,1,0.71
US-Aud,P,1,-9999,-9999,-9999
US-Aud,SW_IN,1,10.03,97.71,0.91
US-Aud,LW_IN,1,0.05,15.42,0.91
US-Aud,LW_IN_JSB,1,-0,18.37,0.92
US-BRG,TA,1,0,0.61,0.98
US-BRG,PA,1,-0,0.06,0.92
US-BRG,VPD,1,-0,0.9,0.82
US-BRG,WS,1,-0.01,0.2,0.56
US-BRG,P,1,-9999,-9999,-9999
US-BRG,SW_IN,1,1.77,26.74,0.92
US-BRG,LW_IN,1,-0.01,9.01,0.87
US-BRG,LW_IN_JSB,1,-0.1,8.43,0.93
US-BZB,TA,1,-0,1.89,0.97
US-BZB,PA,1,0,0.14,0.97
US-BZB,VPD,1,-0,1.15,0.92
US-BZB,WS,1,0.08,0.45,0.42
US-BZB,P,1,-9999,-9999,-9999
US-BZB,SW_IN,1,1.56,40.22,0.91
US-BZB,LW_IN,1,0.03,4.87,0.93
US-BZB,LW_IN_JSB,1,0,18.35,0.92
US-BZF,TA,1,-0,1.76,0.98
US-BZF,PA,1,0,0.06,0.99
US-BZF,VPD,1,-0,1.15,0.91
US-BZF,WS,1,0.07,0.52,0.48
US-BZF,P,1,-9999,-9999,-9999
US-BZF,SW_IN,1,2.26,37.6,0.92
US-BZF,LW_IN,1,0.06,4.93,0.93
US-BZF,LW_IN_JSB,1,0.01,18.26,0.92
US-BZo,TA,1,-0.01,1.37,0.97
US-BZo,PA,1,0,0.08,0.98
US-BZo,VPD,1,-0,0.79,0.92
US-BZo,WS,1,0.06,0.26,0.38
US-BZo,P,1,-9999,-9999,-9999
US-BZo,SW_IN,1,1.8,29.3,0.92
US-BZo,LW_IN,-9999,-9999,-9999,-9999
US-BZo,LW_IN_JSB,1,-0,12.67,0.93
US-Bar,TA,1,0,1.46,0.98
US-Bar,PA,1,-0,0.23,0.77
US-Bar,VPD,1,0,1.53,0.88
US-Bar,WS,1,0.04,0.53,0.62
US-Bar,P,1,-9999,-9999,-9999
US-Bar,SW_IN,1,6.54,74.17,0.89
US-Bar,LW_IN,-9999,-9999,-9999,-9999
US-Bar,LW_IN_JSB,1,0,22.28,0.91
US-Bi1,TA,1,0,1.16,0.93
US-Bi1,PA,1,-0,0.07,0.95
US-Bi1,VPD,1,0,1.59,0.9
US-Bi1,WS,1,-0.02,0.58,0.73
US-Bi1,P,1,-9999,-9999,-9999
US-Bi1,SW_IN,1,8.47,48.12,0.93
US-Bi1,LW_IN,1,0,7.52,0.88
US-Bi1,LW_IN_JSB,1,0,11.47,0.8
US-Bi2,TA,1,0,0.96,0.95
US-Bi2,PA,1,-0,0.05,0.98
US-Bi2,VPD,1,-0,1.48,0.91
US-Bi2,WS,1,-0.01,0.62,0.7
US-Bi2,P,1,-9999,-9999,-9999
US-Bi2,SW_IN,1,8.65,46.22,0.94
US-Bi2,LW_IN,1,2.51,21922.6,0
US-Bi2,LW_IN_JSB,1,-0,10.3,0.82
US-CAK,TA,1,0,0.3,0.98
US-CAK,PA,1,-0,0.01,1
US-CAK,VPD,1,0,0.14,0.92
US-CAK,WS,1,0.26,0.25,0.51
US-CAK,P,1,-9999,-9999,-9999
US-CAK,SW_IN,1,6.01,8.63,0.91
US-CAK,LW_IN,1,0,2.79,0.94
US-CAK,LW_IN_JSB,1,0,4.93,0.89
US-CF1,TA,1,0,0.83,0.95
US-CF1,PA,1,-0,0.05,0.96
US-CF1,VPD,1,0,1.14,0.88
US-CF1,WS,1,0.19,0.54,0.58
US-CF1,P,1,-9999,-9999,-9999
US-CF1,SW_IN,1,9.61,41.76,0.86
US-CF1,LW_IN,-9999,-9999,-9999,-9999
US-CF1,LW_IN_JSB,1,-0.16,8.6,0.84
US-CF2,TA,1,0,0.7,0.96
US-CF2,PA,1,0,0.02,0.99
US-CF2,VPD,1,0,0.95,0.89
US-CF2,WS,1,0.03,0.44,0.64
US-CF2,P,1,-9999,-9999,-9999
US-CF2,SW_IN,1,5.78,32.14,0.9
US-CF2,LW_IN,-9999,-9999,-9999,-9999
US-CF2,LW_IN_JSB,1,-0.2,7.82,0.83
US-CF3,TA,1,-0,0.74,0.95
US-CF3,PA,1,-0,0.02,0.99
US-CF3,VPD,1,-0,0.98,0.89
US-CF3,WS,1,0.06,0.39,0.69
US-CF3,P,1,-9999,-9999,-9999
US-CF3,SW_IN,1,7.7,34.53,0.86
US-CF3,LW_IN,-9999,-9999,-9999,-9999
US-CF3,LW_IN_JSB,1,-0.18,7.44,0.84
US-CF4,TA,1,0,0.77,0.95
US-CF4,PA,1,-0,0.1,0.84
US-CF4,VPD,1,0,1.09,0.89
US-CF4,WS,1,0.11,0.37,0.61
US-CF4,P,1,-9999,-9999,-9999
US-CF4,SW_IN,1,8.01,37.46,0.88
US-CF4,LW_IN,-9999,-9999,-9999,-9999
US-CF4,LW_IN_JSB,1,-0.17,7.64,0.85
US-CGG,TA,1,-0,0.99,0.92
US-CGG,PA,1,0,0.02,0.99
US-CGG,VPD,1,0,1.74,0.86
US-CGG,WS,1,0.02,0.38,0.68
US-CGG,P,1,-9999,-9999,-9999
US-CGG,SW_IN,1,13.13,38.74,0.93
US-CGG,LW_IN,-9999,-9999,-9999,-9999
US-CGG,LW_IN_JSB,1,-0.03,9.44,0.78
US-CLF,TA,1,0,0.75,0.97
US-CLF,PA,1,0,0.06,0.95
US-CLF,VPD,1,0,0.73,0.79
US-CLF,WS,1,0.04,0.12,0.51
US-CLF,P,1,-9999,-9999,-9999
US-CLF,SW_IN,1,3.54,24.67,0.91
US-CLF,LW_IN,1,0.01,4.46,0.95
US-CLF,LW_IN_JSB,1,-0.01,7.92,0.91
US-CMW,TA,1,0,2.05,0.95
US-CMW,PA,1,0,0.13,0.82
US-CMW,VPD,1,0,3.1,0.93
US-CMW,WS,1,0.07,0.58,0.67
US-CMW,P,1,-9999,-9999,-9999
US-CMW,SW_IN,1,9.04,93.05,0.91
US-CMW,LW_IN,1,0.01,4.51,0.93
US-CMW,LW_IN_JSB,1,-0,18.89,0.92
US-CRK,TA,1,0,0.45,0.98
US-CRK,PA,1,-0,0.04,0.97
US-CRK,VPD,1,0,0.88,0.91
US-CRK,WS,1,0.18,0.21,0.74
US-CRK,P,1,-9999,-9999,-9999
US-CRK,SW_IN,1,8.4,31.55,0.91
US-CRK,LW_IN,1,-0.01,3.13,0.95
US-CRK,LW_IN_JSB,1,-0.01,8.39,0.91
US-CRT,TA,1,-0,0.68,0.97
US-CRT,PA,1,-0,0.06,0.92
US-CRT,VPD,1,-0,0.88,0.81
US-CRT,WS,1,0.04,0.27,0.74
US-CRT,P,1,-9999,-9999,-9999
US-CRT,SW_IN,1,3.88,26.55,0.91
US-CRT,LW_IN,1,-0,5.75,0.92
US-CRT,LW_IN_JSB,1,-0,7.91,0.92
US-CS1,TA,1,0.01,0.25,0.99
US-CS1,PA,1,0,0.02,0.98
US-CS1,VPD,1,0,0.25,0.9
US-CS1,WS,1,0.01,0.16,0.78
US-CS1,P,1,-9999,-9999,-9999
US-CS1,SW_IN,1,2.65,12.83,0.9
US-CS1,LW_IN,1,0.01,2.93,0.94
US-CS1,LW_IN_JSB,1,-0,4.2,0.94
US-CS2,TA,1,0.01,0.42,0.98
US-CS2,PA,1,-0,0.08,0.84
US-CS2,VPD,1,0.01,0.51,0.89
US-CS2,WS,1,0.14,0.16,0.73
US-CS2,P,-9999,-9999,-9999,-9999
US-CS2,SW_IN,1,2.3,24.86,0.91
US-CS2,LW_IN,1,-0.08,4.87,0.91
US-CS2,LW_IN_JSB,1,0.03,6.47,0.91
US-CS3,TA,1,0,0.25,0.99
US-CS3,PA,1,0,0.01,0.99
US-CS3,VPD,1,-0,0.27,0.9
US-CS3,WS,1,-0.02,0.16,0.78
US-CS3,P,1,-9999,-9999,-9999
US-CS3,SW_IN,1,4.64,14.64,0.9
US-CS3,LW_IN,1,0,3.18,0.93
US-CS3,LW_IN_JSB,1,0,4.54,0.92
US-CS4,TA,1,-0,0.26,0.99
US-CS4,PA,1,0,0.01,0.99
US-CS4,VPD,1,-0,0.32,0.89
US-CS4,WS,1,-0.06,0.17,0.78
US-CS4,P,1,-9999,-9999,-9999
US-CS4,SW_IN,1,4.3,15.52,0.91
US-CS4,LW_IN,1,-0.01,3.26,0.93
US-CS4,LW_IN_JSB,1,-0.02,4.42,0.93
US-CS5,TA,1,0,0.25,0.98
US-CS5,PA,1,-0,0.01,0.99
US-CS5,VPD,1,0,0.32,0.87
US-CS5,WS,1,-0.03,0.12,0.78
US-CS5,P,1,-9999,-9999,-9999
US-CS5,SW_IN,1,4.41,10.83,0.91
US-CS5,LW_IN,1,-0,2.34,0.93
US-CS5,LW_IN_JSB,1,-0.01,3.91,0.91
US-CS6,TA,1,-0,0.29,0.98
US-CS6,PA,1,-0,0.01,0.99
US-CS6,VPD,1,-0,0.37,0.91
US-CS6,WS,1,-0.02,0.16,0.61
US-CS6,P,1,-9999,-9999,-9999
US-CS6,SW_IN,1,0.41,15.34,0.91
US-CS6,LW_IN,1,0.03,3.11,0.93
US-CS6,LW_IN_JSB,1,-0.04,4.72,0.91
US-CS8,TA,1,0,0.18,0.97
US-CS8,PA,1,0,0.01,0.99
US-CS8,VPD,1,0,0.27,0.89
US-CS8,WS,1,0.02,0.09,0.51
US-CS8,P,1,-9999,-9999,-9999
US-CS8,SW_IN,1,3.05,9.26,0.92
US-CS8,LW_IN,1,0,2.2,0.8
US-CS8,LW_IN_JSB,1,0,2.44,0.87
US-CdM,TA,1,-0,0.75,0.97
US-CdM,PA,1,0,0.16,0.67
US-CdM,VPD,1,-0,1.13,0.93
US-CdM,WS,1,0.37,0.41,0.59
US-CdM,P,1,-9999,-9999,-9999
US-CdM,SW_IN,1,8.94,45.15,0.9
US-CdM,LW_IN,1,-0.01,6.47,0.92
US-CdM,LW_IN_JSB,1,-0.51,10,0.86
US-Ced,TA,1,-0,0.85,0.98
US-Ced,PA,1,0,0.11,0.94
US-Ced,VPD,1,0,1.26,0.88
US-Ced,WS,1,0.08,0.31,0.8
US-Ced,P,1,-9999,-9999,-9999
US-Ced,SW_IN,1,6.07,47.04,0.9
US-Ced,LW_IN,-9999,-9999,-9999,-9999
US-Ced,LW_IN_JSB,1,0,13.96,0.93
US-ChR,TA,1,-0,1.02,0.98
US-ChR,PA,1,0,0.13,0.91
US-ChR,VPD,1,-0,1.49,0.88
US-ChR,WS,1,0.21,0.67,0.69
US-ChR,P,1,-9999,-9999,-9999
US-ChR,SW_IN,1,7.52,65.55,0.9
US-ChR,LW_IN,1,-0,10.81,0.94
US-ChR,LW_IN_JSB,1,-0.01,16.56,0.91
US-Cms,TA,1,-0,1.09,0.97
US-Cms,PA,1,0,0.23,0.76
US-Cms,VPD,1,-0,0.15,0.73
US-Cms,WS,1,0.15,0.61,0.67
US-Cms,P,1,-9999,-9999,-9999
US-Cms,SW_IN,1,4.56,22.31,0.91
US-Cms,LW_IN,1,0.02,7.51,0.89
US-Cms,LW_IN_JSB,1,0.01,10.4,0.9
US-Cop,TA,1,-0,0.94,0.97
US-Cop,PA,1,0,0.07,0.91
US-Cop,VPD,1,-0,1.39,0.94
US-Cop,WS,1,0.18,0.37,0.66
US-Cop,P,1,-9999,-9999,-9999
US-Cop,SW_IN,1,6.64,35.93,0.93
US-Cop,LW_IN,-9999,-9999,-9999,-9999
US-Cop,LW_IN_JSB,1,-0,8.31,0.92
US-Cst,TA,1,-0,0.7,0.97
US-Cst,PA,1,-0,0.04,0.96
US-Cst,VPD,1,-0,1.04,0.86
US-Cst,WS,1,0.12,0.19,0.73
US-Cst,P,1,-9999,-9999,-9999
US-Cst,SW_IN,1,8.62,38.41,0.91
US-Cst,LW_IN,1,0,5.23,0.94
US-Cst,LW_IN_JSB,1,-0,10.28,0.9
US-Cwt,TA,1,-0,0.43,0.95
US-Cwt,PA,1,0,0.44,0.46
US-Cwt,VPD,1,0,0.6,0.83
US-Cwt,WS,1,0.05,0.23,0.41
US-Cwt,P,-9999,-9999,-9999,-9999
US-Cwt,SW_IN,1,7.42,61.1,0.9
US-Cwt,LW_IN,1,0,9.74,0.94
US-Cwt,LW_IN_JSB,1,0,5.08,0.9
US-DFC,TA,1,-0,0.63,0.99
US-DFC,PA,1,0,0.12,0.82
US-DFC,VPD,1,-0,0.92,0.91
US-DFC,WS,1,0.05,0.45,0.76
US-DFC,P,1,-9999,-9999,-9999
US-DFC,SW_IN,1,4.74,33.98,0.91
US-DFC,LW_IN,1,0.16,16.09,0.66
US-DFC,LW_IN_JSB,1,-0.03,12.83,0.91
US-DFK,TA,1,0,0.36,0.98
US-DFK,PA,1,-0,0.01,1
US-DFK,VPD,1,0,0.41,0.87
US-DFK,WS,1,-0.05,0.2,0.65
US-DFK,P,-9999,-9999,-9999,-9999
US-DFK,SW_IN,1,4.7,20.67,0.91
US-DFK,LW_IN,1,-0.07,3.74,0.94
US-DFK,LW_IN_JSB,1,-0.23,5.61,0.92
US-DPW,TA,1,0,0.86,0.87
US-DPW,PA,1,0,0.09,0.51
US-DPW,VPD,1,0.01,1.43,0.69
US-DPW,WS,1,0.02,0.1,0.61
US-DPW,P,-9999,-9999,-9999,-9999
US-DPW,SW_IN,1,10.31,31.69,0.89
US-DPW,LW_IN,-9999,-9999,-9999,-9999
US-DPW,LW_IN_JSB,1,-0.4,8.65,0.82
US-DS1,TA,1,0,0.48,0.92
US-DS1,PA,1,0,0.01,0.99
US-DS1,VPD,1,0,0.7,0.88
US-DS1,WS,1,-0.01,0.24,0.68
US-DS1,P,1,-9999,-9999,-9999
US-DS1,SW_IN,1,9.42,19.36,0.93
US-DS1,LW_IN,1,0.03,3.69,0.82
US-DS1,LW_IN_JSB,1,0.04,4.56,0.82
US-DS2,TA,1,-0,0.85,0.92
US-DS2,PA,1,0,0.01,1
US-DS2,VPD,1,0,1.33,0.86
US-DS2,WS,1,-0.01,0.41,0.7
US-DS2,P,1,-9999,-9999,-9999
US-DS2,SW_IN,1,9.03,31.6,0.93
US-DS2,LW_IN,1,-0.03,6.04,0.82
US-DS2,LW_IN_JSB,1,-0,7.65,0.82
US-DS3,TA,1,0,0.75,0.93
US-DS3,PA,1,0,0.02,0.99
US-DS3,VPD,1,0,1.17,0.87
US-DS3,WS,1,-0.05,0.41,0.74
US-DS3,P,1,-9999,-9999,-9999
US-DS3,SW_IN,1,8.4,30.43,0.93
US-DS3,LW_IN,1,0,4.72,0.88
US-DS3,LW_IN_JSB,1,0.01,7.66,0.8
US-Dix,TA,1,0,0.58,0.98
US-Dix,PA,1,-0,0.04,0.97
US-Dix,VPD,1,0,0.86,0.9
US-Dix,WS,1,0.06,0.21,0.76
US-Dix,P,1,-9999,-9999,-9999
US-Dix,SW_IN,1,6.74,30.09,0.91
US-Dix,LW_IN,-9999,-9999,-9999,-9999
US-Dix,LW_IN_JSB,1,-0,9.24,0.93
US-Dk1,TA,1,0,0.9,0.97
US-Dk1,PA,1,0,0.14,0.81
US-Dk1,VPD,1,-0,1.24,0.87
US-Dk1,WS,1,0.06,0.29,0.57
US-Dk1,P,1,-9999,-9999,-9999
US-Dk1,SW_IN,1,8.51,46.47,0.91
US-Dk1,LW_IN,1,0,6.22,0.95
US-Dk1,LW_IN_JSB,1,-0.01,11.71,0.92
US-Dk2,TA,1,0,0.86,0.97
US-Dk2,PA,1,0,0.14,0.85
US-Dk2,VPD,1,-0,1.26,0.88
US-Dk2,WS,1,0.07,0.3,0.72
US-Dk2,P,1,-9999,-9999,-9999
US-Dk2,SW_IN,1,8.02,45.7,0.91
US-Dk2,LW_IN,1,0,7.93,0.93
US-Dk2,LW_IN_JSB,1,0,12.71,0.92
US-Dk3,TA,1,0,0.99,0.97
US-Dk3,PA,1,0,0.08,0.95
US-Dk3,VPD,1,0,1.38,0.87
US-Dk3,WS,1,0.04,0.23,0.62
US-Dk3,P,1,-9999,-9999,-9999
US-Dk3,SW_IN,1,8.43,46.7,0.91
US-Dk3,LW_IN,1,-0,7.87,0.94
US-Dk3,LW_IN_JSB,1,-0,12.6,0.93
US-Dmg,TA,1,-0,0.6,0.95
US-Dmg,PA,1,-0,0.03,0.99
US-Dmg,VPD,1,0,0.77,0.91
US-Dmg,WS,1,0.08,0.34,0.68
US-Dmg,P,1,-9999,-9999,-9999
US-Dmg,SW_IN,1,7.69,32.11,0.94
US-Dmg,LW_IN,1,-0.01,4.88,0.87
US-Dmg,LW_IN_JSB,1,-0.04,7.43,0.8
US-EA4,TA,1,-0,0.57,0.97
US-EA4,PA,1,0,0.1,0.83
US-EA4,VPD,1,0,1.11,0.92
US-EA4,WS,1,0.1,0.27,0.66
US-EA4,P,1,-9999,-9999,-9999
US-EA4,SW_IN,1,6.39,24.59,0.91
US-EA4,LW_IN,1,0.01,4.89,0.92
US-EA4,LW_IN_JSB,1,-0.16,6.69,0.91
US-EA5,TA,1,-0,0.43,0.97
US-EA5,PA,1,-0,0.04,0.94
US-EA5,VPD,1,-0.01,0.93,0.91
US-EA5,WS,1,0.09,0.15,0.73
US-EA5,P,1,-9999,-9999,-9999
US-EA5,SW_IN,1,6.91,20.78,0.87
US-EA5,LW_IN,-9999,-9999,-9999,-9999
US-EA5,LW_IN_JSB,1,-0.13,6.37,0.91
US-EA6,TA,1,-0,0.23,0.97
US-EA6,PA,1,0,0.01,0.99
US-EA6,VPD,1,-0.01,0.45,0.92
US-EA6,WS,1,0.08,0.1,0.64
US-EA6,P,1,-9999,-9999,-9999
US-EA6,SW_IN,1,7.01,10.59,0.92
US-EA6,LW_IN,1,-0,1.75,0.94
US-EA6,LW_IN_JSB,1,-0.25,2.96,0.91
US-EDN,TA,1,-0,0.74,0.9
US-EDN,PA,1,0,0.06,0.93
US-EDN,VPD,1,0,0.92,0.79
US-EDN,WS,1,0.18,0.53,0.66
US-EDN,P,1,-9999,-9999,-9999
US-EDN,SW_IN,1,5.07,42.09,0.93
US-EDN,LW_IN,1,0,7.79,0.78
US-EDN,LW_IN_JSB,1,0.01,10.6,0.68
US-EKH,TA,1,0,0.4,0.85
US-EKH,PA,1,0,0.05,0.88
US-EKH,VPD,1,0,0.26,0.62
US-EKH,WS,1,0.19,0.28,0.67
US-EKH,P,1,-9999,-9999,-9999
US-EKH,SW_IN,1,4.89,26.72,0.9
US-EKH,LW_IN,1,0.01,3.68,0.7
US-EKH,LW_IN_JSB,1,-0.02,2.85,0.78
US-EKN,TA,1,0,0.36,0.84
US-EKN,PA,1,-0,0.03,0.88
US-EKN,VPD,1,0,0.43,0.69
US-EKN,WS,1,0.09,0.19,0.54
US-EKN,P,1,-9999,-9999,-9999
US-EKN,SW_IN,1,3.55,23.81,0.9
US-EKN,LW_IN,1,0.01,4.47,0.7
US-EKN,LW_IN_JSB,1,-0.01,4.34,0.63
US-EKP,TA,1,0,0.54,0.83
US-EKP,PA,1,-0,0.05,0.77
US-EKP,VPD,1,0,0.53,0.73
US-EKP,WS,1,0.11,0.27,0.58
US-EKP,P,1,-9999,-9999,-9999
US-EKP,SW_IN,1,2.76,28.1,0.9
US-EKP,LW_IN,1,0,5.71,0.69
US-EKP,LW_IN_JSB,1,-0,5.5,0.68
US-EML,TA,1,0,1.65,0.97
US-EML,PA,1,0,0.15,0.95
US-EML,VPD,1,0,0.83,0.88
US-EML,WS,1,0.12,0.82,0.63
US-EML,P,-9999,-9999,-9999,-9999
US-EML,SW_IN,1,4.74,48.94,0.89
US-EML,LW_IN,1,-0.01,11.48,0.88
US-EML,LW_IN_JSB,1,-0.01,13.65,0.9
US-Elm,TA,1,-0,1.24,0.91
US-Elm,PA,1,0,0.15,0.73
US-Elm,VPD,1,-0,2.24,0.75
US-Elm,WS,1,0.09,0.69,0.66
US-Elm,P,1,-9999,-9999,-9999
US-Elm,SW_IN,1,11.43,75.86,0.86
US-Elm,LW_IN,-9999,-9999,-9999,-9999
US-Elm,LW_IN_JSB,1,-0.08,18.56,0.82
US-Esm,TA,1,-0,1.44,0.89
US-Esm,PA,1,0,0.14,0.75
US-Esm,VPD,1,-0,2.41,0.71
US-Esm,WS,1,0.05,0.66,0.69
US-Esm,P,1,-9999,-9999,-9999
US-Esm,SW_IN,1,11.91,83.24,0.86
US-Esm,LW_IN,-9999,-9999,-9999,-9999
US-Esm,LW_IN_JSB,1,-0.06,21.11,0.8
US-EvM,TA,1,-0,0.56,0.9
US-EvM,PA,1,0,0.02,0.98
US-EvM,VPD,1,-0.01,1.08,0.69
US-EvM,WS,1,0.04,0.34,0.7
US-EvM,P,1,-9999,-9999,-9999
US-EvM,SW_IN,1,11.4,43.06,0.87
US-EvM,LW_IN,1,0,4.34,0.88
US-EvM,LW_IN_JSB,1,0,8.08,0.82
US-Fcr,TA,1,-0,0.66,0.98
US-Fcr,PA,1,-0,0.19,0.77
US-Fcr,VPD,1,0,0.5,0.92
US-Fcr,WS,1,0.08,0.11,0.61
US-Fcr,P,1,-9999,-9999,-9999
US-Fcr,SW_IN,1,3.55,21.78,0.89
US-Fcr,LW_IN,-9999,-9999,-9999,-9999
US-Fcr,LW_IN_JSB,1,-0.01,7.56,0.93
US-Fmf,TA,1,0,0.81,0.96
US-Fmf,PA,1,-0,0.02,0.99
US-Fmf,VPD,1,0,0.9,0.92
US-Fmf,WS,1,0.23,0.31,0.74
US-Fmf,P,1,-9999,-9999,-9999
US-Fmf,SW_IN,1,9.1,50.84,0.89
US-Fmf,LW_IN,1,0.02,6.72,0.92
US-Fmf,LW_IN_JSB,1,0,7.52,0.92
US-Fo1,TA,1,-0,0.46,0.99
US-Fo1,PA,1,0,0.04,0.98
US-Fo1,VPD,1,-0,0.21,0.88
US-Fo1,WS,1,0.01,0.36,0.82
US-Fo1,P,1,-9999,-9999,-9999
US-Fo1,SW_IN,1,5.74,16.85,0.91
US-Fo1,LW_IN,1,-0,4.35,0.93
US-Fo1,LW_IN_JSB,1,-0.05,7.49,0.92
US-Fo2,TA,1,-0,0.36,0.99
US-Fo2,PA,1,0,0.01,1
US-Fo2,VPD,1,0,0.23,0.86
US-Fo2,WS,1,0.05,0.27,0.82
US-Fo2,P,1,-9999,-9999,-9999
US-Fo2,SW_IN,1,5.34,12.8,0.91
US-Fo2,LW_IN,1,-0,3.82,0.94
US-Fo2,LW_IN_JSB,1,-0,5.89,0.92
US-Fuf,TA,1,-0,0.82,0.96
US-Fuf,PA,1,-0,0.03,0.98
US-Fuf,VPD,1,0,0.84,0.92
US-Fuf,WS,1,0.34,0.41,0.62
US-Fuf,P,1,-9999,-9999,-9999
US-Fuf,SW_IN,1,8.65,47.94,0.9
US-Fuf,LW_IN,1,0.01,7.26,0.91
US-Fuf,LW_IN_JSB,1,-0.01,7.1,0.92
US-Fwf,TA,1,-0,1,0.95
US-Fwf,PA,1,-0,0.04,0.97
US-Fwf,VPD,1,-0,0.93,0.92
US-Fwf,WS,1,0.38,0.7,0.69
US-Fwf,P,1,-9999,-9999,-9999
US-Fwf,SW_IN,1,9.77,48.24,0.9
US-Fwf,LW_IN,1,0,8.1,0.9
US-Fwf,LW_IN_JSB,1,-0,7.93,0.92
US-GLE,TA,1,0,2.15,0.93
US-GLE,PA,1,-0,0.09,0.98
US-GLE,VPD,1,0,1.22,0.83
US-GLE,WS,1,0.3,1.06,0.65
US-GLE,P,1,-9999,-9999,-9999
US-GLE,SW_IN,1,5.6,77.15,0.88
US-GLE,LW_IN,1,0,16.82,0.81
US-GLE,LW_IN_JSB,1,-0,15.85,0.85
US-HB1,TA,1,0,0.78,0.96
US-HB1,PA,1,-0,0.07,0.94
US-HB1,VPD,1,0,1.1,0.82
US-HB1,WS,1,0.05,0.42,0.64
US-HB1,P,1,-9999,-9999,-9999
US-HB1,SW_IN,1,9.86,48.96,0.9
US-HB1,LW_IN,1,0,6.65,0.95
US-HB1,LW_IN_JSB,1,0,11.93,0.91
US-HB2,TA,1,-0,0.68,0.97
US-HB2,PA,1,-0,0.05,0.97
US-HB2,VPD,1,-0,1.09,0.84
US-HB2,WS,1,0.12,0.28,0.72
US-HB2,P,1,-9999,-9999,-9999
US-HB2,SW_IN,4192849999999999e13,4164669999999999e17,240393e29,0.01
US-HB2,LW_IN,1,-0.01,6.02,0.95
US-HB2,LW_IN_JSB,1,-0,11.35,0.91
US-HB3,TA,1,0,0.94,0.95
US-HB3,PA,1,-0,0.03,0.99
US-HB3,VPD,1,0,1.27,0.79
US-HB3,WS,1,0.01,0.25,0.6
US-HB3,P,1,-9999,-9999,-9999
US-HB3,SW_IN,1,9.19,44.53,0.9
US-HB3,LW_IN,1,0.01,6.54,0.94
US-HB3,LW_IN_JSB,1,-0.01,10.5,0.92
US-HB4,TA,1,-0,0.76,0.95
US-HB4,PA,1,0,0.08,0.9
US-HB4,VPD,1,-0,1.22,0.76
US-HB4,WS,1,0.05,0.43,0.67
US-HB4,P,1,-9999,-9999,-9999
US-HB4,SW_IN,1,9.96,40.13,0.9
US-HB4,LW_IN,1,-0.01,5.27,0.95
US-HB4,LW_IN_JSB,1,-0.01,9.69,0.92
US-HBK,TA,1,-0.03,0.82,0.98
