site_id,flux,location_lat,location_long,tower_value,model_value,n_tower_years,tower_carbon_src,tower_partition,n_models
AT-Mmg,TER,47.316563,10.970089,1313.3319892992,1037.3580911836084,4,VUT,NT,17
AT-Neu,TER,47.116318,11.320229,2943.274613727927,1049.2006684960554,19,VUT,NT,17
AT-Nsd,TER,47.76914,16.758492,1084.3298589312,909.1447294109099,5,VUT,NT,17
AT-PsM,TER,47.58145,14.347197,1131.6854805984,1237.4788126101882,5,VUT,NT,17
AT-Zoe,TER,47.842247,14.444137,709.9491889184914,1237.409274346906,10,VUT,NT,17
AU-ASM,TER,-22.283,133.249,329.81423907653084,151.6324350174254,16,VUT,NT,17
AU-Ade,TER,-13.0769,131.1178,1290.703989312,1580.6352665601457,3,VUT,NT,17
AU-Boy,TER,-32.477093000000004,116.938559,867.0346237193141,608.8941317348831,9,VUT,NT,17
AU-Col,TER,-33.42,116.237,1013.2733456640001,1129.8857995964172,3,VUT,NT,17
AU-Cow,TER,-16.238189,145.42715,1500.352980233776,1698.5134785080302,17,VUT,DT,17
AU-Cpr,TER,-34.0027,140.5877,299.81403408907784,158.08503462012308,16,VUT,NT,17
AU-Ctr,TER,-16.103219,145.446922,3058.865759622857,1720.0998276440569,9,VUT,DT,17
AU-Cum,TER,-33.615278000000004,150.723611,1646.947147234909,1536.8726288894177,12,VUT,NT,17
AU-DaP,TER,-14.0633,131.3181,1308.2895375552,1204.4657921249757,6,VUT,DT,17
AU-DaS,TER,-14.1592,131.3881,1260.8331980483001,1169.6205906292107,15,VUT,NT,17
AU-Dry,TER,-15.2588,132.3706,924.0054794213236,981.1014898073618,15,VUT,NT,17
AU-Emr,TER,-23.85872,148.4746,528.7467141504,523.6707199191254,3,VUT,NT,17
AU-Fle,TER,-19.887285,146.189138,969.1332479999999,822.3920533283604,4,VUT,NT,17
AU-Fog,TER,-12.5452,131.3072,624.0742543872,1698.401204392245,3,VUT,DT,17
AU-GWW,TER,-30.1914,120.65417,357.1751540844674,274.95696127746663,13,VUT,NT,17
AU-Gin,TER,-31.376351,115.71377,942.2644807719626,691.3735330612544,15,VUT,NT,17
AU-How,TER,-12.4952,131.15005,1393.4941602520175,1576.510100619178,23,VUT,NT,17
AU-Lit,TER,-13.17904,130.79455,1459.087409207314,1443.1425873146923,9,VUT,NT,17
AU-Lon,TER,-23.52327,144.31042,357.56884041984,233.9740541006404,7,VUT,NT,17
AU-MvA,TER,-30.543,150.02,556.5569294592001,971.5817866600785,1,VUT,NT,17
AU-Otw,TER,-38.525,142.81,1772.1663027839998,959.0472630126958,4,VUT,NT,17
AU-RDF,TER,-14.563639,132.477567,1033.8392263104,1161.8640795142683,3,VUT,DT,17
AU-Rgf,TER,-32.506102,116.966827,484.15099635420677,595.1164508723144,10,VUT,NT,17
AU-Rig,TER,-36.6499,145.5759,906.6959826624001,1021.9206610238944,7,VUT,NT,17
AU-Rob,TER,-17.11746943,145.6301375,1994.9513581363467,1724.2927142647877,13,VUT,DT,17
AU-Sam,TER,-27.38806,152.87778,1613.5520307942859,1483.3329238524734,8,VUT,NT,17
AU-Sil,TER,-42.090556,147.0875,1401.6911245055999,1189.7908689735125,5,VUT,NT,17
AU-Stp,TER,-17.1507,133.3502,385.5940257708411,472.09340589726185,18,VUT,DT,17
AU-TTE,TER,-22.287,133.64,267.23706529018347,155.82027500027453,11,CUT,NT,17
AU-Tum,TER,-35.6566,148.1516,2268.8028355135903,1569.0658099851244,20,CUT,NT,17
AU-Wac,TER,-37.4259,145.1878,606.7908616421917,1241.815764976569,4,VUT,NT,17
AU-Wel,TER,-32.5727,148.9843,1363.176200448,887.6525260380122,2,VUT,NT,17
AU-Whr,TER,-36.6732,145.0294,963.0763672155429,818.0810109143547,12,VUT,NT,17
AU-Wom,TER,-37.422506,144.094046,1373.1135223193764,1106.7671345477888,14,VUT,NT,17
AU-Wrr,TER,-43.09502,146.65452,2581.768489511314,1785.7867434392977,9,VUT,NT,17
AU-Ya1,TER,-33.613469,150.734864,1269.252576576,1544.2153584422663,3,VUT,NT,17
AU-Ya2,TER,-33.620812,150.763284,1473.8475035519998,1546.798660630789,3,VUT,NT,17
AU-Ync,TER,-34.9878,146.2908,354.2516754833454,459.7370176531084,13,VUT,NT,17
BE-Bra,TER,51.30761,4.51984,1433.1988108330568,970.3256642950214,24,VUT,NT,17
BE-Dor,TER,50.311874,4.968113,2248.966742963341,978.6683462820714,14,VUT,NT,17
BE-Lcr,TER,51.11218,3.85043,1655.0078338367998,994.8358431328045,4,VUT,NT,17
BE-Lon,TER,50.55162,4.746234,1027.882216808891,910.7898221663172,21,VUT,NT,17
BE-Maa,TER,50.97987,5.631851,839.34503480448,932.3086425843793,10,VUT,NT,17
BE-Vie,TER,50.304962,5.998099,1445.1656909840503,1205.8008178856976,30,VUT,NT,17
BJ-Bfg,TER,9.791,1.718,1843.6299872832,1412.452300989811,9,VUT,NT,17
BJ-Db1,TER,6.607338,2.543043,2425.793574528,1551.0619666216471,3,VUT,DT,17
BJ-Nhu,TER,9.74,1.6,1552.2026315410287,1422.41627902832,9,VUT,NT,17
BR-ITA,TER,-23.0604,-48.6467,1480.650350976,2169.4701094277643,5,VUT,NT,17
BR-Ma2,TER,-2.6091,-60.2093,3194.0831950179354,2692.5277005653934,17,VUT,DT,17
BR-Npw,TER,-16.498,-56.412,1806.8424636095997,1794.4255519554688,4,VUT,DT,17
BR-Sa1,TER,-2.8567,-54.9589,3442.4851057755423,2467.714812341584,8,VUT,DT,17
BR-Sa3,TER,-3.018,-54.9714,3941.157109248,2494.5000580985648,5,VUT,DT,17
BR-Xpw,TER,-16.373,-56.461,1645.7272794432001,1802.7531112997558,5,VUT,NT,17
CA-ARB,TER,52.695,-83.9452,324.0143865708217,895.920346156201,13,VUT,NT,17
CA-ARF,TER,52.7008,-83.955,440.8525032540923,895.3633165706296,14,VUT,NT,17
CA-CF3,TER,58.6658,-93.8304,185.25868500556797,454.80750581582475,4,VUT,NT,17
CA-Ca1,TER,49.8673,-125.3336,2323.7974856212363,1351.9927573072682,12,VUT,NT,17
CA-Ca2,TER,49.8705,-125.2909,1467.3410463429816,1341.0128929499238,11,VUT,NT,17
CA-Ca3,TER,49.5346,-124.9004,1199.0622273541715,1231.0462187145527,8,CUT,NT,17
CA-Cbo,TER,44.3184,-79.9341,1288.91552662361,1086.4601055244261,28,VUT,NT,17
CA-DB2,TER,49.119,-122.9951,491.2629496588799,1039.7267913662085,6,VUT,NT,17
CA-DBB,TER,49.1293,-122.9849,359.8560633805714,1036.6392359361694,8,VUT,NT,17
CA-DSM,TER,49.0887,-122.8954,1444.8065696639999,1055.3800933760108,4,VUT,NT,17
CA-EM1,TER,50.3623,-100.2024,683.3315701439999,652.2056188063365,3,VUT,NT,17
CA-EM2,TER,50.3706,-100.5339,775.043239104,649.6691750108971,3,VUT,NT,17
CA-Gro,TER,48.2167,-82.1556,983.1589181719853,1093.1068082437682,12,VUT,NT,17
CA-LP1,TER,55.1119,-122.8414,489.7652642245483,981.4545545567917,14,CUT,NT,17
CA-Man,TER,55.8796,-98.4808,688.9692085045527,886.1159798727014,14,VUT,NT,17
CA-Mer,TER,45.4094,-75.5186,628.4223048790285,1196.146756353598,23,VUT,NT,17
CA-Ojp,TER,53.9163,-104.692,616.9315425161143,952.8271963000691,8,CUT,NT,17
CA-Qfo,TER,49.6925,-74.3421,674.73856656,912.9258248484813,8,VUT,NT,17
CA-RBM,TER,49.1313,-123.1964,1122.66079488,1042.9836549581746,3,VUT,NT,17
CA-SCC,TER,61.3079,-121.2992,385.4997863766309,770.0387467584662,9,CUT,NT,17
CA-SJ2,TER,53.945,-104.649,386.2879554848256,951.8170142666017,6,VUT,NT,17
CA-TP1,TER,42.6609,-80.5595,1672.6446477515483,887.332430122884,21,VUT,NT,17
CA-TP2,TER,42.7744,-80.4588,1394.5441687948799,898.4700082027246,5,VUT,NT,17
CA-TP3,TER,42.7068,-80.3483,1201.1292651952508,783.9445765291316,21,VUT,NT,17
CA-TP4,TER,42.7102,-80.3574,1492.2837694096456,788.3992615087883,21,VUT,NT,17
CA-TPA,TER,42.6947,-80.3487,909.11155488192,784.1403868579071,4,VUT,NT,17
CA-TPD,TER,42.6353,-80.5577,1347.9661325428362,886.4512836433905,11,VUT,NT,17
CD-Ygb,TER,0.814444,24.502472,4175.8371827136,2693.5097759143136,6,VUT,DT,17
CG-Tch,TER,-4.2891665,11.656417,1267.5583669247999,1672.4460795084635,3,VUT,NT,17
CH-Aws,TER,46.58311,9.790639,1241.7625029773171,935.679938347585,18,VUT,NT,17
CH-Cha,TER,47.21022,8.410444,2728.0098667069524,1150.3358548466126,19,VUT,NT,17
CH-Crs,TER,47.0436,7.0475,1934.8428268799996,1148.6538851362666,2,VUT,NT,17
CH-Dav,TER,46.81533,9.85591,1179.0808702909749,911.4406790751827,26,VUT,NT,17
CH-Fru,TER,47.115833,8.537778,1964.7513304939844,1072.4184349891716,20,VUT,NT,17
CH-Lae,TER,47.478333,8.364389,1576.0033269312032,1095.3301624067228,21,VUT,NT,17
CH-Oe1,TER,47.28583,7.731944,1783.1392510176,1195.5766748291965,10,VUT,NT,17
CH-Oe2,TER,47.286415,7.73375,1586.0447024828534,1195.9658054771794,21,VUT,NT,17
CH-Oe3,TER,47.28542,7.732438,1734.4933441093028,1195.6132465442347,10,VUT,NT,17
CH-Rh1,TER,47.3,9.5,2383.3279440288,1157.7903945922844,4,VUT,NT,17
CH-Rh2,TER,47.3,9.5,1739.531187648,1157.7903945922844,4,VUT,NT,17
CH-Rtb,TER,47.3804,8.9934,1191.7793096355163,1130.4984011814395,14,VUT,NT,17
CH-Tnk,TER,47.48058,8.911775,1809.679511808,1086.3542275113148,1,VUT,NT,17
CL-SDF,TER,-41.883,-73.676,2091.5904397248,1130.6323468544451,8,VUT,DT,17
CL-SDP,TER,-41.879,-73.666,885.5802587923201,1129.588729031961,8,VUT,NT,17
CN-Aro,TER,38.04734,100.46432,384.25850600294086,203.66930931711286,10,VUT,NT,17
CN-Ash,TER,24.53806,101.02917,465.9775503834554,1625.5971801108471,11,VUT,NT,17
CN-BeO,TER,40.02621,116.39143,1514.2278470358856,773.0463940470293,9,VUT,NT,17
CN-DaW,TER,30.4691,91.0624,498.81341703283204,169.4946962465172,5,CUT,NT,17
CN-Dan,TER,30.4978,91.0664,249.8471072776882,173.2647743727572,6,CUT,NT,17
CN-Dda,TER,41.64397,110.33147,141.63263769409917,156.03439886617969,3,VUT,NT,17
CN-Din,TER,23.1733,112.5361,875.3078771514514,1922.5515367585158,8,CUT,NT,17
CN-Dmn,TER,38.85551,100.37223,651.1890672336134,169.83248605883466,13,VUT,NT,17
CN-Dsh,TER,38.83992,98.9406,236.0663838609791,93.45286399465593,10,VUT,NT,17
CN-Du2,TER,42.0467,116.2836,376.176221673889,539.57562947987185,8,VUT,NT,17
CN-Dzo,TER,19.546,109.475,1393.5578386381712,1947.9638314624012,9,VUT,NT,17
CN-Erg,TER,50.1869,119.3889,271.1129180998117,497.68070187568014,3,VUT,NT,17
CN-Ha2,TER,37.6086,101.3269,436.2751882891538,228.77569169017926,9,VUT,NT,17
CN-HaM,TER,37.607433,101.332,630.4189966109119,229.04429975352303,11,VUT,NT,17
CN-HaW,TER,37.607655,101.32899,237.30185232294988,228.84498537297245,6,VUT,NT,17
CN-HeM,TER,41.99029,101.13349,619.8129316280553,1.1382393758373293,12,VUT,NT,17
CN-Huz,TER,38.76519,100.3186,199.4262487794514,180.84716141603178,10,VUT,DT,17
CN-Jng,TER,37.83869,101.1145,468.12667995071996,205.86801360319816,7,VUT,DT,17
CN-Jzh,TER,41.14806,121.20167,917.16034369248,714.7871610185193,5,VUT,NT,17
CN-Lch,TER,37.88936,114.69289,1504.4816049751353,792.7571766685829,12,VUT,NT,17
CN-Lsh,TER,45.27984,127.57821,1508.8674276,919.1684401508537,5,VUT,NT,17
CN-Nmn,TER,42.94611,120.72694,1389.0433200191997,611.4165141568767,5,VUT,NT,17
CN-Sb1,TER,42.40907,117.31461,1518.8991690124797,549.5274781599456,5,VUT,NT,17
CN-Sb2,TER,42.39117,117.37017,1912.8627529344,566.6739932010848,5,VUT,NT,17
CN-Sdq,TER,42.00119,101.13741,650.6498180184685,1.1385094459050782,12,VUT,NT,17
CN-Xi2,TER,43.55444,116.6714,409.08189620814176,361.06807256359684,8,VUT,NT,17
CN-YaS,TER,37.70877,107.22655,401.6197711263086,230.28431338460126,10,VUT,NT,17
CN-Yan,TER,37.82861,107.49278,350.6032271116799,229.74988939584696,3,VUT,NT,17
CN-You,TER,38.01419,100.24206,271.14715980374405,175.88858664525566,10,VUT,DT,17
CN-Yuc,TER,36.8287,116.5701,1525.1006250370447,747.9221475556626,9,VUT,NT,17
CN-Zha,TER,38.97514,100.4464,729.5301338654401,128.05782202929703,13,VUT,NT,17
CR-AqC,TER,9.938369,-83.7289,2463.232205984914,2986.776674109917,8,VUT,DT,17
CR-Fsc,TER,10.4189,-85.4732,2884.2016515839996,1764.0167069373456,4,VUT,NT,17
CZ-BK1,TER,49.502075,18.536882,1301.193865859194,1089.4883960927236,22,VUT,NT,17
CZ-BK2,TER,49.49443,18.54285,1137.7827137375998,1099.1619339193485,7,VUT,NT,17
CZ-KrP,TER,49.573257,15.078773,1145.2853328767999,886.4138249886576,10,VUT,NT,17
CZ-LnG,TER,48.704224,16.926247,1664.23640732928,805.5340253937152,6,VUT,NT,17
CZ-Lnz,TER,48.68155,16.946331,1489.8396886512871,808.7951388505915,11,VUT,NT,17
CZ-RAJ,TER,49.44372,16.696512,1427.4241117140584,784.4193694461883,13,VUT,NT,17
CZ-Stn,TER,49.035976,17.9699,1378.513006998646,1063.5358600126583,15,VUT,NT,17
CZ-wet,TER,49.02465,14.77035,1266.3762853902817,913.4781922657146,20,VUT,NT,17
DE-Akm,TER,53.86617,13.68342,1448.830286539387,839.8040469808362,15,VUT,NT,17
DE-Amv,TER,52.1757,6.95537,1317.1090095359998,1051.7876453472177,3,VUT,NT,17
DE-Brs,TER,52.29663,10.44871,1689.1365611519998,949.5145357686627,3,VUT,NT,17
DE-Fen,TER,47.832905,11.060701,1991.5636345920002,1065.5908076078122,3,VUT,NT,17
DE-Geb,TER,51.09973,10.91463,1402.7851013472,922.0186458505996,5,VUT,NT,17
DE-Gri,TER,50.950005,13.512533,1541.2361260191296,916.7336661014322,22,VUT,NT,17
DE-GsB,TER,52.029648,11.10478,1821.2686190050906,930.1574740031707,11,VUT,NT,17
DE-Hai,TER,51.079212,10.452168,1103.7441398194187,1062.0368522565022,25,VUT,NT,17
DE-Har,TER,47.93391,7.59814,1504.9643759423998,1117.8106262369627,6,VUT,NT,17
DE-Hdn,TER,53.86825,13.268543,1256.8275301248,852.6077069996771,4,VUT,NT,17
DE-HoH,TER,52.08656,11.22235,1775.5444001203198,914.0042189591024,11,VUT,NT,17
DE-Hte,TER,54.213055,12.179944,703.3315447054904,746.5416866703557,10,VUT,NT,17
DE-Hzd,TER,50.96381,13.48978,1726.1974974157308,913.3276481376126,16,VUT,NT,17
DE-Kli,TER,50.893044,13.5223,1264.8641393384332,934.8939944349376,22,VUT,NT,17
DE-Lnf,TER,51.328217,10.3678,1041.1885516641883,1093.6813515826539,20,CUT,NT,17
DE-Msr,TER,47.80918,11.456168,1614.1377434111996,1183.3585022340094,6,VUT,NT,17
DE-Obe,TER,50.7864,13.72168,1629.507007674863,902.932645059182,17,VUT,NT,17
DE-Rns,TER,51.494953,9.932118,738.7833394944,1129.7905187039119,4,VUT,NT,17
DE-RuC,TER,50.5031,6.336,1246.2573904934397,1093.3902338352273,12,VUT,NT,17
DE-RuM,TER,50.929787,6.2969923,1144.6975965970287,988.9430227349598,9,VUT,NT,17
DE-RuR,TER,50.621914,6.304126,1940.998978055314,1059.0873098520774,15,VUT,NT,17
DE-RuS,TER,50.865906,6.4471445,1090.3408538748995,970.3687140031669,15,VUT,NT,17
DE-RuW,TER,50.50493,6.3309627,1852.9111212107398,1094.1483116915251,13,VUT,NT,17
DE-Seh,TER,50.870625,6.449653,927.1884882816,969.318012465531,4,VUT,NT,17
DE-SfS,TER,47.80629,11.32757,663.407545099392,1139.161528168102,11,VUT,NT,17
DE-Spw,TER,51.89225,14.03369,1332.0810047980801,935.4685818557441,6,VUT,NT,17
DE-Tha,TER,50.962597,13.565333,1125.573958549369,922.7405807186835,30,VUT,NT,17
DE-Zrk,TER,53.875942,12.88901,1017.18562080672,863.8890674092797,10,VUT,NT,17
DK-Eng,TER,55.69053,12.19175,774.64477008,895.9021149539467,4,VUT,NT,17
DK-RCW,TER,55.680683,12.101398,1251.8832795839996,941.338270949305,3,VUT,NT,17
DK-Sor,TER,55.48587,11.644645,1908.287606648444,895.6356098784722,29,VUT,NT,17
DK-Vng,TER,56.037476,9.160709,1082.8819642752,1106.879542209023,4,VUT,NT,17
EE-Pts,TER,58.562298,24.369932,577.49437613952,928.4922928060314,3,VUT,NT,17
EE-Stg,TER,58.023636,26.070753,1142.4139414148572,982.7260692782432,9,VUT,NT,17
ES-Abr,TER,38.70184,-6.785881,889.1780814719999,694.1401234600053,6,VUT,NT,17
ES-Agu,TER,36.939384,-2.034044,363.0067623889621,359.8245528197554,14,CUT,NT,17
ES-Crg,TER,39.11926,-0.95852,1052.370720288,645.7081527655639,4,VUT,NT,17
ES-FtD,TER,36.99854,-6.434575,614.9003785830662,710.3222883415579,4,VUT,NT,17
ES-HeB,TER,38.40475,-1.726215,813.9163361932799,508.8637384368241,6,VUT,NT,17
ES-Hen,TER,38.411087,-1.697534,603.8659771372801,510.1671121972073,6,VUT,NT,17
ES-LJu,TER,36.926594,-2.752115,351.08058949975094,458.09709337436414,21,VUT,DT,17
ES-LM1,TER,39.94269,-5.778683,1248.4325909061818,669.2897033981998,11,VUT,NT,17
ES-LM2,TER,39.934593,-5.775881,1322.663708377309,664.5987537638757,11,VUT,NT,17
ES-LMa,TER,39.94033,-5.77465,1245.6538805376,667.495963882744,6,VUT,NT,17
ES-LgS,TER,37.097935,-2.965833,355.58141685119995,521.6393443221006,3,VUT,NT,17
ES-Mcd,TER,39.58819,-0.39969,1360.7445522075427,565.7905934174405,7,VUT,NT,17
ES-MtB,TER,37.020206,-6.5544033,700.3610179200001,707.8205515226653,4,VUT,NT,17
ES-Mzn,TER,40.089497,-0.827409,862.1828251775999,759.7049012098456,2,VUT,NT,17
ES-Pdu,TER,37.016975,-3.609228,1270.5637605119998,496.2993979116866,4,VUT,NT,17
ES-Pzb,TER,38.362118,-4.767329,1196.5129037856,735.6643055609939,5,VUT,NT,17
ES-Srn,TER,40.15047,-0.8380832,753.2750680703998,759.1395538140509,2,VUT,NT,17
ES-VDA,TER,42.15111,1.4473800000000001,1026.22298112,1121.0913260875118,3,VUT,NT,17
ES-Yst,TER,38.338932,-2.3506052,850.50507852288,607.512360123658,6,VUT,NT,17
FI-Hyy,TER,61.847410000000004,24.29477,968.7123711849559,834.0187574320064,29,VUT,NT,17
FI-Jok,TER,60.8986,23.51345,623.1627869184,927.5658088686555,4,VUT,NT,17
FI-Ken,TER,67.98721,24.24301,802.1064878253256,774.6218300229258,8,VUT,NT,17
FI-Let,TER,60.64183,23.95952,1300.3413850244572,924.2007121402686,16,VUT,NT,17
FI-Nsv,TER,62.8639,24.08382,436.9538958912,925.8994842265704,4,VUT,NT,17
FI-Qvd,TER,60.295242,22.391607,1422.52523816832,865.9916428142287,6,VUT,NT,17
FI-Rk2,TER,61.182884,25.262684,1520.8602297984,832.6063601986541,4,VUT,NT,17
FI-Ruk,TER,64.68398,25.106318,1625.366068128,900.7570319182652,4,VUT,NT,17
FI-Sar,TER,63.15143,27.199064,910.8324194687999,923.8022502616662,1,VUT,NT,17
FI-Sii,TER,61.83265,24.19285,367.53549904709485,834.0624793130273,7,VUT,NT,17
FI-Sod,TER,67.36239,26.63859,841.9568607935998,752.8281577895766,2,VUT,NT,17
FI-Var,TER,67.7549,29.61,553.785281801947,767.9396148367475,10,VUT,NT,16
FR-Aur,TER,43.54965,1.106103,1102.6478638473675,949.1797127533508,21,VUT,NT,17
FR-Bil,TER,44.493652,-0.956092,1615.8007224785454,1448.4448899799409,12,VUT,NT,17
FR-CLt,TER,45.0414,6.41053,764.267706536832,829.5183608828131,6,VUT,NT,17
FR-EM2,TER,49.87211,3.02065,1413.2361330246856,1020.3721910785033,8,VUT,NT,17
FR-FBn,TER,43.24079,5.67865,1159.3169695441584,744.5786395531718,16,VUT,NT,17
FR-Fon,TER,48.476357,2.780096,1458.6866303040001,939.901515089646,6,VUT,NT,17
FR-Gri,TER,48.84422,1.95191,1302.082400034492,885.881634730219,21,VUT,NT,17
FR-Hes,TER,48.6741,7.06465,1406.4952582676715,1088.0603919489827,24,CUT,NT,17
FR-LBr,TER,44.71711,-0.7693,1592.7814373101712,1528.4618168812453,11,VUT,NT,17
FR-LGt,TER,47.322918,2.284102,1262.5067849002967,1033.498847282321,8,VUT,NT,17
FR-Lam,TER,43.496437,1.237878,1299.3942189023999,945.5360149818032,4,VUT,NT,17
FR-Lqu,TER,45.6444,2.7349,1854.6339612672,1098.560534527995,3,VUT,NT,17
FR-Lus,TER,46.414246,0.1206518,2046.6752181119996,1103.3770033766914,3,VUT,NT,17
FR-Mau,TER,43.385,1.29306,704.7342373996802,968.4047802669413,6,VUT,NT,17
FR-Mej,TER,48.1184,-1.79635,2263.8096911396574,1003.2988626631375,7,VUT,NT,17
FR-Nzn,TER,48.005814,-2.81721,2434.4298429860573,1135.191234094747,9,VUT,NT,17
FR-Pue,TER,43.7413,3.5957,1151.9017826678307,989.7802042253678,26,VUT,NT,17
FR-Tou,TER,43.572857,1.37474,1456.4158638377141,944.7921363533269,8,VUT,NT,17
GF-Guy,TER,5.2787,-52.9248,3548.6126160135695,2441.4503845214845,22,VUT,DT,17
GL-Dsk,TER,69.25349,-53.51413,264.937268071296,7.975786219320352,6,VUT,NT,16
HK-MPM,TER,22.498167,114.029236,1862.814794688,1636.3782531852617,3,VUT,NT,17
ID-JOP,TER,-1.69306,103.39139,3928.0861079094857,2000.1767068620834,11,VUT,DT,17
ID-PaB,TER,-2.340796,114.0379,1528.296129803681,3515.9804989712775,13,VUT,DT,17
ID-PaD,TER,-2.3460708,114.03641,3171.5152015893195,3515.5210793078086,17,VUT,DT,17
ID-Pag,TER,-2.3239167,113.90439,3103.6048735556574,3498.774087189625,13,VUT,DT,17
IE-CaC,TER,52.85879,-6.918136,823.4933846975999,1210.7225663923361,5,VUT,NT,17
IE-CaN,TER,52.85879,-6.918136,984.5927861759999,1210.7225663923361,4,VUT,NT,17
IE-Cra,TER,53.32308,-7.64177,658.9996349759999,1293.4922578829896,3,VUT,NT,17
IL-Yat,TER,31.345045,35.051987,509.50390609557564,266.3664083630572,24,VUT,NT,17
IT-Arz,TER,45.61902,10.00228,1499.6686656465638,1163.3751811471677,9,VUT,NT,17
IT-BCi,TER,40.52375,14.957444,2078.2218217646723,855.5469914187338,20,VUT,NT,17
IT-BFt,TER,45.197754,10.741966,2152.374415932343,1039.8548858331474,7,VUT,NT,17
IT-BsB,TER,45.11823,7.161995,2022.9041400767999,936.4524753132912,4,VUT,NT,17
IT-CA1,TER,42.38041,12.026561,1073.3338650239998,797.8279758902889,4,VUT,NT,17
IT-CA2,TER,42.37722,12.026039,1020.6235757952,797.2527243428049,4,VUT,NT,17
IT-CA3,TER,42.38,12.0222,869.5898047296,796.4223323288977,4,VUT,NT,17
IT-Cp2,TER,41.704266,12.357293,1606.4636195351684,603.8362358996541,13,VUT,NT,17
IT-Cpz,TER,41.70525,12.376106,1547.6913220690283,609.2301335136622,8,VUT,NT,17
IT-Lav,TER,45.9562,11.28132,428.96929105499714,1269.6374044414877,17,VUT,NT,17
IT-Lsn,TER,45.740482,12.750297,1394.928844981714,1101.2182178704584,10,VUT,NT,17
IT-MBo,TER,46.01468,11.045831,1580.6664248980553,1072.0531096823743,22,VUT,NT,17
IT-MtM,TER,46.687134,10.579597,1211.7008630361602,668.8435935582851,6,VUT,NT,17
IT-MtP,TER,46.684284,10.5851755,1102.63691285568,666.8568736225668,6,VUT,NT,17
IT-NiG,TER,45.51919,7.171434,515.421753984,709.2968068811376,5,VUT,NT,17
IT-Noe,TER,40.606174,8.151694,1649.591730432,659.6250257140892,3,VUT,NT,16
IT-PT1,TER,45.20087,9.061039,1162.2423468096,1092.5675481380413,3,VUT,NT,17
IT-Ren,TER,46.58686,11.43369,921.6894388276585,932.4005250370128,26,VUT,NT,17
IT-Ro1,TER,42.40812,11.93001,1349.1224377302856,784.1292268195789,9,VUT,NT,17
IT-Ro2,TER,42.39026,11.92093,853.6630858165073,785.2479917551423,10,VUT,NT,17
IT-SR2,TER,43.73202,10.29091,2447.7336519080723,707.0343154878674,13,VUT,NT,17
IT-SRo,TER,43.72786,10.284445,1764.7486883980719,707.2625478852011,14,VUT,NT,17
IT-Tor,TER,45.84444,7.578055,814.0418327472808,921.7722080532474,18,VUT,NT,17
IT-TrF,TER,45.82376,7.56089,360.6626301710289,921.8633683039166,13,VUT,NT,17
JP-Api,TER,40.001358,140.93658,1039.500884216773,1411.7647221791444,23,VUT,NT,17
JP-Fhk,TER,35.443554,138.7647,1700.0239969228235,1617.1228399263239,18,VUT,NT,17
JP-Fjy,TER,35.45454,138.76225,1482.3223433778014,1618.0743696729949,21,VUT,NT,17
JP-Fmt,TER,35.638744,139.37975,1784.4305285375997,1464.2571277288635,10,VUT,DT,17
JP-Khw,TER,33.13658,130.70834,1948.6744947964598,1799.8087629585002,17,CUT,DT,17
JP-Kzw,TER,36.406788,138.57257,683.6742040295314,1537.2807804633185,8,VUT,NT,17
JP-MMF,TER,44.321884,142.26152,860.8057035031362,1225.6815018701507,7,VUT,NT,17
JP-Mse,TER,36.05393,140.02693,783.8662486649143,1283.2584608305315,8,VUT,NT,17
JP-NsC,TER,36.915054,139.93684,1700.5513276276365,1512.5187696291155,12,VUT,NT,17
JP-NsM,TER,36.91604,139.936,1889.8786652439271,1512.206929962519,12,VUT,NT,17
JP-Nuf,TER,35.152416,136.9719,1636.556638464,1638.9640736066608,2,VUT,NT,17
JP-SMF,TER,35.261528,137.07875,2168.997610505143,1689.720996008109,13,VUT,NT,17
JP-Shn,TER,35.865753,137.93256,1506.091867776,1485.460355252316,4,CUT,NT,17
JP-Spp,TER,42.986843,141.38533,1632.9294733646564,1107.1370765524248,19,VUT,NT,17
JP-Srk,TER,40.565483,140.12779,792.0504486950399,1417.706015328666,3,VUT,NT,17
JP-Ta2,TER,36.140038,137.37071,1149.860573315383,1499.3259137941682,11,VUT,DT,17
JP-Tak,TER,36.146168,137.42311,759.4622963979597,1479.9144199401112,24,VUT,NT,17
JP-Tef,TER,45.05581,142.10712,1334.028438383171,1082.8157647907433,23,VUT,NT,17
JP-Tmd,TER,42.735912,141.52315,1460.5077847293257,1243.829046259464,19,VUT,NT,17
JP-Tmk,TER,42.739307,141.51483,1502.6963011199998,1245.9886217815988,3,VUT,NT,17
JP-Toc,TER,42.70973,141.5659,967.4683225487998,1197.1490447979795,4,VUT,NT,17
JP-Yms,TER,34.79028,135.84094,1654.6406441844754,1623.3178406915931,24,VUT,NT,17
JP-Ynf,TER,26.751,128.21266,1910.6781448443426,1314.6849589029948,9,VUT,NT,5
KE-Chk,TER,-3.6663,38.350185,610.3117165824001,994.073568295219,2,VUT,NT,17
KE-Kpt,TER,-1.6141866,37.13311,1127.930050512,781.6250606984007,6,VUT,NT,17
KE-Mkt,TER,-3.425859,38.140663,661.0078243007999,1124.9771982222949,5,VUT,NT,17
KR-AdC,TER,36.50565,126.35909,1398.574478304,1429.28099824979,4,VUT,NT,16
KR-CRK,TER,38.2013,127.2497,1010.3698929978514,1497.0323015277522,7,VUT,NT,17
