site_id,nee_annual_ref,nee_annual_25,nee_annual_75,half_width_site,location_lat,location_long
JP-SMF,231.07132336344688,107.89911446409876,270.4509459327847,81.27591573434296,35.261528,137.07875
JP-Spp,266.7570689005951,205.24447157475333,311.9403766018821,53.347952513564394,42.986843,141.38533
JP-Srk,-1045.72123924032,-1077.1260406588797,-1011.5156254291201,32.805207614879805,40.565483,140.12779
JP-Ta2,-700.3985370959314,-764.6596439537828,-658.7023256255313,52.97865916412576,36.140038,137.37071
JP-Tak,-368.46201713685264,-402.3351607404982,-342.5168181515527,29.90917129447277,36.146168,137.42311
JP-Tef,24.628496973254645,4.728940115483592,42.44889699337185,18.859978438944125,45.05581,142.10712
JP-Tmd,197.08221619889486,183.669521161248,204.94505148085028,10.637765159801134,42.735912,141.52315
JP-Tmk,-311.58253393920006,-325.5128719488,-301.23254277504,12.140164586880019,42.739307,141.51483
JP-Toc,-604.50412165344,-625.29217746336,-568.21471251264,28.538732475360007,42.70973,141.5659
JP-Yms,-202.62486730743638,-241.07971348746096,-176.49334664522638,32.29318342111729,34.79028,135.84094
JP-Ynf,-463.2725225478857,-484.48060108457145,-433.8092508901714,25.33567509720001,26.751,128.21266
KE-Chk,97.72951034879998,92.2523323392,104.22833086079999,5.987999260799995,-3.6663,38.350185
KE-Kpt,-265.83642827999995,-279.59257447199997,-255.50876680531198,12.041903833343994,-1.6141866,37.13311
KE-Mkt,-389.91572650367993,-399.4082619148799,-377.29529485056,11.056483532159945,-3.425859,38.140663
KR-AdC,-438.33375866879993,-466.5334669919999,-418.47540935039996,24.029028820799965,36.50565,126.35909
KR-CRK,41.81157342720001,16.51295891931435,65.56123371702857,24.52413739885711,38.2013,127.2497
KR-CmF,-186.37112088576004,-207.13989159359997,-165.84660299520002,20.646644299199977,37.1599,127.65365
KR-GmR,-793.37449161216,-808.09651541376,-763.12530635904,22.48560452736001,35.74862,126.86432
KR-GmS,-516.4957161653759,-551.470647168,-489.8171181312,30.82676451840001,35.75089,126.81378
KR-HPK,-717.6718533542399,-743.4454757529599,-695.0392407993601,24.20311747679989,34.47722,126.48105
KR-HcM,-587.8397240294399,-655.2532294188479,-539.812554437952,57.720337490447946,37.61938,127.84571
KR-Hnm,145.83757443552003,17.414828930591987,214.12706722272003,98.35611914606402,34.5538,126.56992
KR-JjM,-654.750771397344,-673.6843447430399,-642.7384620531841,15.472941344927904,33.31798,126.56772
KR-Kw1,-383.62664896243194,-535.9718328168958,-237.38134344019204,149.2952446883519,37.74843,127.16261
KR-Kw2,216.07011880525437,144.34075983167997,250.415621853696,53.03743101100801,37.74869,127.14888
KR-Nj1,62.69408035199998,16.919109446399982,81.599122656,32.34000660480001,35.02753,126.82093
KR-Nj2,-0.5666117184000008,-35.66390549759996,5.261797843199988,20.462851670399974,35.0269,126.8219
KR-PcD,-296.82133027776,-497.59473225599993,-103.88163135167999,196.85655045215998,37.48184,128.51604
KR-SmM,-432.2250043330011,-470.2127854882012,-405.03606897402517,32.588358257088004,37.93894,126.95471
KR-UAO,4.971302553599999,-17.785335214079993,20.863746719999998,19.324540967039994,36.41682,128.79904
KR-WdE,-435.03754440959995,-506.1231305855999,-345.0332474496,80.54494156799993,34.35956,126.67779
ML-Kem,-479.86369982208,-499.30120486656,-449.71339439232,24.793905237119986,15.2875,-1.543056
MN-Hst,54.525096324864,47.38255996709377,61.58499055200001,7.101215292453119,47.59293,105.85497
MN-Kbu,-503.78496538751995,-528.569158238208,-483.954595029504,22.307281604352028,47.21397,108.737335
MN-Nkh,-86.896159081344,-90.28139109465599,-83.66464225152002,3.308374421567983,47.693592,107.48934
MX-Aog,36.629511795648014,-19.350316309248022,85.88893027881599,52.61962329403201,26.9968,-108.7892
MX-Tes,-81.73643618534399,-93.16257584659198,-72.13969367193599,10.511441087327995,27.8446,-109.2977
MY-LHP,-470.4403633385143,-766.0663402752,-342.82463901325707,211.62085063097146,4.201007,114.03908
NL-Hrw,-29.221273018697154,-69.96792814848003,-4.706002686445743,32.63096273101714,51.972466,5.641228
NL-Loo,-501.61572964673564,-514.7696673571886,-480.7588805639534,17.005393396617592,52.166447,5.74355
NL-Vkp,-57.036860012641746,-87.05700788664434,-30.588815843345472,28.234096021649435,51.980934,5.618825
NO-And,-19.406212900605244,-23.006409023067416,-16.335144541275415,3.3356322408960004,69.1422,16.01975
NO-Fns,-0.35483250527999743,-7.605316879488004,3.671144138879999,5.638230509184002,60.59384,7.5271025
NO-Hur,-28.440028454399986,-57.789386496000006,-3.5471224511999537,27.121132022400026,60.37163,11.07949
NZ-ADd,-140.91909305241597,-161.17729667020797,-130.83518551103998,15.171055579583992,-43.64405,172.35465
NZ-ADw,-162.50983365513596,-188.99163480038402,-141.41213185577143,23.789751472306293,-43.64935,172.34952
NZ-BFm,-468.95507870975996,-487.53845785728,-463.18886035199995,12.174798752640015,-43.593528,171.929611
NZ-BFu,-192.02673877631997,-203.13226655999998,-180.04369167360002,11.544287443199977,-43.591833,171.926833
NZ-Cla,-284.66626608,-318.344639616,-253.41995885702397,32.46234037948801,-43.78628,171.59558
NZ-Kop,-253.54277661599997,-270.970003549152,-234.48401238239998,18.242995583376015,-37.387875,175.55389
NZ-Lau,-32.369706597394284,-70.9896156916937,-7.698081064484544,31.64576731360458,-45.038904,169.681109
NZ-Oxf,-140.54662630195202,-166.709955921408,-127.24176370867198,19.734096106368014,-43.2609,172.21588
NZ-ScF,-316.58231901571196,-349.04327139648,-293.5413434592,27.750963968640008,-37.46,175.22
PA-SPn,-380.11162464,-462.54926154239996,-271.31153821056,95.61886166591998,9.31814,-79.6346
PA-SPs,466.08453423360004,392.08450704192,548.0329926528,77.97424280543999,9.31378,-79.63143
PE-QFR,-361.38463286399985,-478.9440527616,-312.43118262912003,83.25643506623999,-3.8344,-73.319
PR-xGU,-209.28225623039995,-224.313253115904,-183.81357289958402,20.249840108159987,17.9696,-66.8687
PR-xLA,269.7732480384,159.42364888032003,350.9653428864,95.77084700303998,18.0212,-67.0769
RU-Ch2,-91.82001111338056,-102.19753488392226,-86.27182910339656,7.962852890262852,68.61689,161.35089
RU-Che,-67.33028657087998,-78.41508238080002,-58.10566679424001,10.154707793280004,68.61304,161.34143
RU-Fy2,59.41142964646765,37.85202357757714,73.29383819154515,17.720907306984003,56.4476,32.90188
RU-Fy4,-121.66424852544002,-140.55616193472,-91.44556083072,24.555300552,56.4727,33.0413
RU-Fyo,85.45125866626555,64.86701708972765,98.77964815519496,16.956315532733655,56.46153,32.922085
SD-Dem,-98.53604830079999,-111.37158172224001,-92.48697787391998,9.442301924160013,13.2829,30.4783
SE-Deg,-52.582974562368,-53.782713009792,-51.19561330502399,1.2935498523840039,64.18203,19.55654
SE-HfM,-9.706789681919998,-17.869823156160002,1.8319617331200035,9.850892444640003,64.15955,19.551497
SE-Hmr,-40.35984497855999,-47.585759135039986,-29.839253385600003,8.873252874719991,64.15955,19.551497
SE-Htm,-75.22947425417141,-110.58284674252803,-48.6167648906057,30.983040925961166,56.09763,13.41897
SE-Nor,355.1974638467657,324.6691297988571,384.1417241946515,29.736297197897187,60.0865,17.479504
SE-Ros,-277.26572613451884,-311.49752650699884,-250.50148990271998,30.498018302139428,64.16522,19.79074
SE-Srj,-5.1977659392,-14.298371786879997,2.0291216325119974,8.163746709695998,64.17498,19.56381
SE-St1,-113.68648362182401,-134.0103485232,-97.80462021887999,18.10286415216001,68.35415,19.050333
SE-Sto,-51.44642881919998,-53.0536194144,-48.87239550912,2.0906119526400033,68.35594,19.045208
SE-Svb,-109.85134585839714,-122.95814035077818,-98.53322641343999,12.212456968669095,64.25611,19.7745
SN-Dhr,-191.14746065780074,-204.9292479525251,-181.96657273890327,11.48133760681091,15.40256,-15.43214
SN-Nkr,-311.2316240667429,-328.2889844982857,-302.74228920630856,12.773347645988565,14.49581,-16.45357
TH-Mae,-633.4879202829258,-668.4856184746286,-598.0775811251657,35.20401867473146,18.42264,99.72025
UK-AMo,-15.786354930895868,-23.541988562964843,-6.0431245260518764,8.749432018456483,55.792545,-3.2436917
UK-BnB,-100.83799280447998,-110.45453035449599,-94.96792200959999,7.743304172447999,54.82326,-6.66984
UK-CCr,-100.77852867840002,-106.71846716159996,-96.14488492799998,5.286791116799989,52.2542,-3.93357
UK-GaB,-80.26376341248,-83.51416939391997,-72.94404858623999,5.285060403839992,55.10994,-6.529928
UK-Gnn,-78.00610704768,-87.2517550464,-66.85821266112,10.19677119264,54.96185,-6.760763
UK-Gwr,-147.51830059776003,-157.18759924608,-136.82819832191996,10.179700462080021,54.85464,-5.988278
UK-HgF,151.92720961919997,139.59726572159997,168.85233043200003,14.627532355200032,52.552177,0.515057
UK-HpF,-252.08246960639997,-259.8684954624,-245.75327164799995,7.057611907200027,52.24809,-0.0498267
US-A03,-70.99109443337144,-94.73041069648457,-45.71863367698285,24.50588850975086,70.4953,-149.8823
US-A39,-33.746937983999985,-46.61742067199999,-21.498372311040022,12.559524180479983,36.3776,-96.069
US-ABa,-359.45060473728,-384.94197551232,-335.55829640831996,24.691839552000033,27.1301,-81.2011
US-ABb,-158.28953606784,-194.1265161792,-134.95784188031996,29.584337149440017,27.1346,-81.2031
US-ABc,-478.20485982528004,-498.84311922047993,-439.2674235244799,29.787847848000013,27.1633,-81.1873
US-ABd,-295.71361747775995,-326.812956028416,-273.3642054432,26.724375292608016,27.1699,-81.2152
US-ABe,-211.57338927744004,-262.4540816448,-184.83931302911992,38.80738430784004,27.1656,-81.2161
US-ADR,-3.5546299027199986,-5.944791070079999,-0.9739788948864001,2.4854060875967994,36.7653,-116.6933
US-AR1,55.128808820159996,25.921759591296,86.29833549599999,30.188287952352,36.4267,-99.42
US-AR2,-37.76028268464,-48.154356074880006,-28.824819910848,9.664768082016003,36.6358,-99.5975
US-ARM,-176.56720922877167,-186.32375993914715,-157.18031922362172,14.571720357762715,36.6058,-97.4888
US-ARb,42.15922940159997,35.34015484800001,60.84647372159999,12.75315943679999,35.5497,-98.0402
US-ARc,-12.140447961600017,-21.47156346239998,-9.169916947200015,6.150823257599983,35.5465,-98.04
US-Aud,148.89291666502555,132.88161134080886,166.03349602010616,16.57594233964865,31.5907,-110.5104
US-BRG,-108.07584433919999,-195.52144134528007,-52.29750801024,71.61196666752004,39.2167,-86.5406
US-BZB,5.509297427283112,-17.194896247193768,26.601833793076377,21.898365020135074,64.6955,-148.3208
US-BZF,64.14326152875131,35.310936193413625,81.23695959016663,22.963011698376505,64.7013,-148.3121
US-BZo,-46.869193543474296,-67.19982312754287,-29.907747863177146,18.64603763218286,64.6936,-148.33
US-Bar,-192.2570704346922,-254.84460179549535,-162.71391933868586,46.06534122840475,44.0646,-71.2881
US-Bi1,0.9447424510628792,-63.583974806399965,70.70707384703998,67.14552432671996,38.0992,-121.4993
US-Bi2,1633.06550196,1553.218666868571,1703.8718799819428,75.32660655668587,38.1091,-121.5351
US-CF1,-210.11682974688006,-225.037318389408,-200.14519847327995,12.446059958064026,46.7815,-117.0821
US-CF2,-186.59633321663998,-205.25176277568002,-169.38916991999992,17.931296427840053,46.784,-117.0908
US-CF3,-219.9454418304,-233.10832993920002,-214.5781996992,9.265065120000003,46.7551,-117.1261
US-CF4,-170.04183577919997,-181.52632526399998,-158.44374688319994,11.541289190400022,46.7518,-117.1285
US-CGG,69.96747028031999,2.714737628160023,101.42716637952,49.35621437567999,37.938,-121.9761
US-CMW,-281.00792063370403,-419.9355253493731,-189.34441061496176,115.29555736720567,31.6637,-110.1777
US-CRK,-137.3816800656,-162.52435728864003,-99.25614121766398,31.634108035488026,31.4629,-95.3415
US-CRT,-64.06447749120001,-88.4919316608,-48.405595852799976,20.043167904000015,41.6285,-83.3471
US-CdM,-159.58147697793794,-169.0529150542464,-152.19973424240638,8.42659040592001,37.5241,-109.7471
US-Ced,-99.47477537794285,-116.5282098813257,-84.29481851377369,16.116695683776,39.8379,-74.3791
US-ChR,-791.6265445973718,-924.0382625729629,-714.3081036151277,104.86507947891761,35.9311,-84.3324
US-Cop,-33.278224111487994,-36.73992857817599,-30.603013728191996,3.0684574249919976,38.09,-109.39
US-Cst,-472.05229425984,-488.3220088128,-453.476060070912,17.42297437094399,33.0442,-91.9204
US-DFC,-590.432445989321,-642.2599792518582,-566.9977574875062,37.63111088217602,43.3448,-89.7117
US-DPW,-157.05458578944,-219.5542541664,-89.76497471424001,64.89463972607999,28.0521,-81.4361
US-DS2,701.8226769600001,594.665732736,780.8200994015999,93.07718333279996,38.1375,-121.514
US-DS3,203.39275962239998,169.90681193280003,233.75075688,31.921972473599993,38.1235,-121.549
US-Dix,2.600047330560006,-18.52314455808,19.25470132415999,18.888922941119993,39.9712,-74.4346
US-Dk1,16.58443765412572,-47.05861459350857,72.93484088343773,59.996727738473155,35.9712,-79.0934
US-Dk2,-928.3378918130742,-986.1792950847084,-892.4611630299429,46.85906602738277,35.9736,-79.1004
US-Dk3,-1023.1466166769371,-1084.874691616457,-959.6235146749713,62.62558847074291,35.9782,-79.0942
US-Dmg,-763.3178159961601,-780.7149564768,-742.5414190540798,19.086768711360094,38.0015,-121.6691
US-EDN,-501.25744296493707,-512.2904089157486,-490.19523031789714,11.047589298925715,37.6156,-122.114
US-EKH,-198.71042871168,-207.46517734655995,-188.99392552703995,9.235625909760003,36.8094,-121.7523
US-EKP,-26.848843545600033,-67.98739969727998,9.592751462400003,38.79007557983999,36.8558,-121.7488
US-EML,-16.444608340446308,-27.935060295456868,-0.12977513953246955,13.9026425779622,63.8784,-149.2536
US-Elm,-4.83252674923924,-24.623576930962564,14.698014599553375,19.66079576525797,25.5519,-80.7826
US-Esm,-105.22605549102255,-157.8660921797806,-79.78258425823896,39.04175396077082,25.4379,-80.5946
US-EvM,-85.45918348800001,-90.0807600632544,-73.77608738592,8.152336338667205,25.3539,-80.381
US-Fmf,16.198149467519997,-13.954866649920003,30.130046701632,22.042456675776002,35.1426,-111.7273
US-Fuf,-44.48299191667199,-59.623343153280004,-13.366148397696005,23.128597377791998,35.089,-111.762
US-Fwf,71.007054153984,65.449098220032,73.33671545369855,3.943808616833273,35.4454,-111.7718
US-GLE,-5.390472515950037,-42.41927623172418,13.637990581838576,28.02863340678138,41.3665,-106.2399
US-HB1,-249.69136463999993,-413.27767297481137,-175.51596724333712,118.88085286573713,33.3455,-79.1957
US-HB2,-597.9185538294857,-660.100007292727,-554.1128301739885,52.99358855936924,33.3242,-79.244
US-HB3,-6.007735491840018,-20.23609649471999,17.72814993984,18.982123217279998,33.3482,-79.2322
US-HB4,-138.049589483712,-232.08351812928,-94.73089613932797,68.67631099497602,33.2015,-79.2975
US-HBK,-578.1816721110857,-618.1055267809372,-547.8804700070401,35.112528386948554,43.9397,-71.7181
US-HWB,-176.93069915519996,-425.65502519423995,-42.87745307520003,191.38878605951996,40.8608,-77.8488
US-Ha1,-303.81360740138524,-353.9757760611239,-249.96674642205468,52.004514819534606,42.5378,-72.1715
US-Hsm,366.959060508672,315.448375833216,379.40282879615995,31.977226481471973,38.2368,-122.0212
US-IAB,-166.31849054016004,-181.58684231232,-152.70243330815993,14.442204502080031,42.0001,-93.7016
US-IAC,-383.493439872,-397.9089726336,-372.91476753791994,12.49710254784003,41.9984,-93.7016
US-IAM,-586.8195995301119,-627.73123239936,-566.341429481856,30.694901458751986,41.9994,-93.7042
US-ICh,27.20287060831543,6.1844212760914345,37.07849316466286,15.447035944285712,68.6068,-149.2958
US-ICs,63.51063840388986,48.833105497284166,71.85247257121246,11.509683536964147,68.6058,-149.311
US-ICt,5.6527450239085635,-11.249789787648005,16.600652809673132,13.925221298660569,68.6063,-149.3041
US-Jo1,-147.7661266477262,-161.29403468628894,-139.52834208025317,10.882846303017885,32.582,-106.635
US-KFS,-137.33253276591904,-159.29802036642656,-123.79518434090059,17.751418012762983,39.0561,-95.1907
US-KLS,-204.18287528275198,-300.2724894239999,-50.070719249856,125.10088508707196,38.7745,-97.5684
US-KPL,-26.734641522912007,-34.0439825664,-16.535924314560003,8.754029125919997,60.5382,-150.5061
US-KS2,-333.55321756992,-375.05627052479997,-307.37316311712004,33.84155370383996,28.6086,-80.6715
US-Kon,-133.8469265980207,-154.30607406378655,-114.78668381715163,19.759695123317464,39.0824,-96.5603
US-LA3,-670.07275780032,-687.3176586816,-654.6264905088,16.345584086400038,29.4936,-89.9153
US-LS1,-114.83466128985599,-142.59555242150398,-100.95898072204801,20.818285849727985,31.5615,-110.1403
US-LS2,-302.48310532176004,-330.29100577151996,-277.09926989184,26.59586793983999,31.5659,-110.1344
US-MBP,-248.99170744788765,-259.53197587457265,-242.79898388093767,8.366495996817491,47.5051,-93.4893
US-MEF,-91.07812933056,-109.03347978624001,-75.52457532288,16.754452231680006,39.1006,-105.1024
US-MMS,-444.00390715135825,-467.20426751075934,-422.6959440512381,22.254161729760625,39.3232,-86.4133
US-MN1,-279.78754353881146,-293.5186839793233,-263.56691144542623,14.97588626694855,45.6168,-96.1269
US-MN2,-105.83140302905144,-119.58542277010972,-93.06433641620572,13.260543176951998,45.627,-96.1271
US-MN3,-399.9431228256,-413.74343584310395,-387.052508752704,13.345463545199976,45.6091,-96.1265
US-MOz,-382.2897640672255,-406.03428323004096,-369.87163109876565,18.081326065637654,38.7441,-92.2
US-Me3,-58.6013861376,-76.39897059072,-51.408887229504,12.495041680607997,44.3154,-121.6078
US-Me5,-200.98375577279995,-205.71837622271997,-197.21543992128,4.251468150719987,44.4372,-121.5668
US-Me6,-51.87179985301281,-92.91510005095382,-15.62744694336211,38.64382655379586,44.3232,-121.6044
US-Me7,455.74618792319995,446.022487584,460.2278093184,7.102660867200001,44.4534,-121.5619
US-Mo1,-382.43502359279995,-400.14201570624,-366.2659553760001,16.938030165119955,39.2298,-92.1167
US-Mo2,-35.672586549942864,-49.102459125942836,-25.078841049599994,12.011809038171421,38.9488,-91.9945
US-Mo3,-309.4406554896906,-322.6711342779565,-295.8624553439725,13.404339466992013,39.2322,-92.1493
US-Mpj,-90.06325470935576,-98.68385734138164,-84.50895704146305,7.087450149959295,34.4382,-106.2385
US-Myb,-312.55538596957183,-347.71382508327036,-285.41520657754035,31.14930925286501,38.0499,-121.765
US-NC1,19.658227533449143,-7.286484254350617,47.992595912763434,27.639540083557026,35.8118,-76.7119
US-NC2,-542.512023918486,-592.5268742942238,-504.6217420959408,43.95256609914151,35.803,-76.6685
US-NC3,246.23256622348796,194.5480324382537,270.8661674777966,38.15906751977144,35.799,-76.656
US-Ne1,-360.26576887211246,-385.3087558241102,-341.6601471785522,21.824304322779,41.1651,-96.4766
US-Ne2,-364.48526220252324,-388.8453504044091,-336.84074264825927,26.002303878074912,41.1649,-96.4701
US-Ne3,-247.17159476074892,-275.1327275283435,-229.62682512855054,22.752951199896472,41.1797,-96.4397
US-ONA,-336.38580207277715,-358.92100935853716,-321.2501865613714,18.83541139858289,27.3836,-81.9509
US-Oho,-848.884814942976,-869.773503402432,-829.0986626975657,20.337420352433128,41.5545,-83.8438
US-PLo,-176.5212372864,-183.97431504000002,-169.86676458240004,7.053775228799992,42.7496,-70.9157
US-Prr,18.02372102725682,2.2622479721766275,30.248766622768198,13.993259325295785,65.1237,-147.4876
US-RC1,-360.2135343967487,-379.8338436419327,-344.38018522176003,17.726829210086322,46.7837,-117.0777
US-RC2,-356.4535997606401,-375.46284113856,-335.87219078783994,19.795325175360034,46.7776,-117.0807
US-RC4,-355.55290673472,-418.78342993824,-308.711428291584,55.03600082332798,46.758,-116.949
US-RC5,-531.7999989983999,-568.59447014784,-485.15954897664005,41.71746058559995,47.01,-119.248
US-RGA,-317.9325190031999,-338.73402851136,-306.67845922559997,16.02778464288002,34.4159,-91.6733
US-RGB,-108.67361397120001,-129.61989177695997,-79.02057738239999,25.29965719727999,39.5782,-121.8579
US-RGF,-37.244660544000126,-69.58347897600012,-12.688244352000005,28.44761731200006,37.6995,-121.1369
US-RGW,-294.77066738688,-305.4047504117759,-282.25302336,11.575863525887968,33.6216,-91.4306
US-RGo,-163.32823217664,-187.79473192319998,-127.96393571712002,29.915398103039976,39.6805,-122.0026
US-RRC,323.5834306943999,263.24000780544,356.6875621824,46.72377718848,37.3344,-77.2065
US-Rls,-6.530067638783997,-55.70960448836571,20.133348964333717,37.92147672634972,43.1439,-116.7356
US-Rms,1.6202910239794264,-29.756709672685744,16.320536049785126,23.038622861235435,43.0645,-116.7486
US-Ro1,-143.03380244592697,-153.8926447791039,-136.3708310526168,8.760906863243548,44.7143,-93.0898
US-Ro2,-251.03028784402284,-267.03547876841145,-236.01951241714292,15.507983175634266,44.7288,-93.0888
US-Ro3,-184.25744759808003,-194.27141474208003,-175.85939509055999,9.20600982576002,44.7217,-93.0893
US-Ro4,-292.99251274637504,-305.0689550045498,-285.96811865698203,9.550418173783896,44.6781,-93.0723
US-Ro5,-220.602356251488,-230.70490759933716,-214.14971952929824,8.277594035019462,44.691,-93.0576
US-Ro6,-206.93988217499654,-218.32594213132185,-197.34862944198855,10.488656344666651,44.6946,-93.0578
US-Rpf,-0.2780063788082572,-21.720309025080248,13.763882977533893,17.74209600130707,65.1198,-147.429
US-Rwe,-82.05194067811199,-96.256380678912,-73.30130919417599,11.477535742368005,43.0653,-116.7591
US-Rwf,-44.56513954787659,-61.64652399017142,-30.83271048781714,15.40690675117714,43.1207,-116.7231
US-Rws,-67.13562077999997,-72.97509754800001,-57.98230293542401,7.496397306287999,43.1675,-116.7132
US-SD1,68.8496925888,38.340737510400025,85.07188166399995,23.36557207679996,41.2048,-86.0296
US-SD2,56.59839214847995,24.920358911999976,91.1631303936,33.12138574080001,41.1785,-85.9977
US-SHC,-68.77939355711999,-131.36188471488003,29.495220249599974,80.42855248224001,39.4315,-120.2398
US-SP1,-342.4733204221366,-391.8490648602874,-279.5338451924033,56.15760983394205,29.7381,-82.2188
US-SRC,-50.58889174310401,-75.17714478335999,-31.877256241036804,21.649944271161594,31.9083,-110.8395
US-SRG,-9.18078032346353,-37.146749722809886,20.08877042359058,28.617760073200234,31.7894,-110.8277
US-SRM,39.10236241741615,10.416075619133334,70.8671795408136,30.22555196084013,31.8214,-110.8661
US-SRS,-173.13396046996112,-207.05420661630168,-120.17434869257143,43.43992896186513,31.8173,-110.8508
US-SSH,-484.3444010717952,-521.904054888576,-423.5119544460096,49.19605022128317,40.6658,-77.9041
US-Seg,-12.772131641716012,-22.179019398669247,-6.026942872324979,8.076038263172133,34.3603,-106.7003
US-Ses,-1.350850986933036,-14.83765968535623,5.451304580061461,10.144482132708845,34.335,-106.7448
US-Slt,-95.87079846368229,-122.58955215456322,-72.14159819389793,25.223976980332644,39.9138,-74.596
US-Sne,125.70821523071997,100.72927376640001,229.758092794368,64.51440951398399,38.0369,-121.7547
US-StJ,-1.0094531903999986,-24.268092289920013,19.868817179519997,22.068454734720007,39.0882,-75.4372
US-TaS,-430.4689969489919,-461.97453195648,-391.710587904,35.13197202623999,25.1908,-80.6391
US-Ton,-20.979627869037436,-43.276224474590514,-0.8866177459475111,21.1948033643215,38.4309,-120.966
US-Tw3,-109.15458633964799,-179.17842406809604,-80.15376972556801,49.51232717126401,38.1152,-121.6469
US-Tw4,-424.14272356398544,-449.7939891248166,-400.1509639557817,24.82151258451745,38.1027,-121.6413
US-UC1,-815.3796828239999,-867.511164711744,-590.5597662028799,138.47569925443202,40.7536,-78.0056
US-UC2,-458.311293960192,-501.5258643179519,-393.14903351731203,54.18841540031994,40.7559,-77.9998
US-UMd,-403.3423944387952,-415.765370535091,-387.3741241890516,14.195623173019698,45.5625,-84.6975
US-UTV,-332.8610438592,-373.1327669376,-311.55304492799996,30.78986100480003,40.1266,-109.9546
US-UTW,-615.695827968,-655.3138918464,-573.4414595519999,40.93621614720007,39.4453,-110.7288
US-UiE,-403.46471875029937,-441.9227147755886,-370.2109376629028,35.855888556342904,40.0629,-88.2033
US-UiF,-740.261718728064,-782.93980687824,-676.539138250368,53.200334313936025,40.0665,-88.2015
US-UiG,-255.85073303040002,-305.60372003519996,-217.7227406592,43.94048968799997,40.0629,-88.2009
US-VT1,-162.59873022719995,-183.272015232,-132.52130167680002,25.37535677759999,40.4064,-87.5214
US-VT2,-168.33144003839996,-214.01022700799993,-123.34708926719998,45.33156887039998,40.4018,-87.5213
US-Var,48.08873406223121,9.36437469886232,70.18797557849261,30.411800439815146,38.4133,-120.9508
US-Vcm,-95.57908596898105,-120.27371465088277,-77.89521187210205,21.189251389390357,35.8885,-106.5322
US-Vcp,-306.768616250026,-341.1260226402441,-290.3209246593451,25.402548990449503,35.8641,-106.5965
US-WPT,201.39889275648,182.75540267519997,212.84392170239997,15.044259513599997,41.4646,-82.9962
US-WT1,-81.68109859584,-96.16453512883194,-74.40405631487998,10.880239406975981,34.3674,-101.8154
US-Wjs,-133.98937147273128,-139.70431019518693,-129.51217684465323,5.096066675266854,34.4258,-105.8617
US-Wkg,-5.627432643510858,-19.915885246680933,4.372303141881352,12.144094194281141,31.7365,-109.9419
US-ZF2,-124.9167125528064,-129.961731972096,-118.94808380774401,5.506824082175996,40.7939,-87.5355
US-xAB,-21.50785889280001,-91.90945705823998,29.483452137599983,60.69645459791998,45.7624,-122.3303
US-xAE,5.588852710464005,-0.5558579026559922,9.490485225599993,5.023171564127993,35.4106,-99.0588
US-xBA,22.683108072384,13.279390454591997,31.895797108032,9.308203326720001,71.2824,-156.6194
US-xBL,-288.9843435590399,-338.61186226367994,-252.331539984,43.140161139839975,39.0603,-78.0716
US-xBN,21.266824193856003,11.017058047487996,30.753601529759994,9.868271741135999,65.154,-147.5026
US-xBR,-218.78732525760006,-280.21008077567996,-180.12141761472,50.04433158047998,44.0639,-71.2873
US-xCL,-143.598663167616,-164.58728017535998,-134.88624149875196,14.85051933830401,33.4012,-97.57
US-xCP,56.67773287968001,52.12328438016,60.64596590688,4.26134076336,40.8155,-104.7456
US-xDC,51.33430695168,43.7751006912,57.20929895231998,6.7170991305599905,47.1617,-99.1066
US-xDJ,15.741417020140798,3.797357941440003,23.551496119295997,9.877069088927996,63.881100000000004,-145.7514
US-xDL,-455.7751462656,-470.8327744512,-435.42428981759997,17.70424231680002,32.5417,-87.8039
US-xDS,-117.2522761515648,-139.97044887840002,-103.49849050778879,18.235979185305617,28.125,-81.4362
US-xGR,353.30983674624,292.35322645631993,412.51185734630405,60.07931544499206,35.689,-83.5019
US-xHA,-381.38789132928,-399.38981980031997,-365.90135690304,16.744231448639994,42.5369,-72.1727
US-xHE,26.475768117503996,14.747947696511991,38.890844658432,12.071448480960004,63.8757,-149.2133
US-xJE,-67.92290873279997,-97.81327006848,-47.76900892991999,25.02213056928,31.1948,-84.4686
US-xJR,29.9078409867264,23.2098182898048,35.3167995635712,6.0534906368832,32.5907,-106.8425
US-xKA,-130.76976222144003,-143.75423949696003,-117.99226585728002,12.880986819840004,39.1104,-96.6129
US-xKZ,-168.00585522047996,-181.97921215295997,-155.67417710208,13.15251752543999,39.1008,-96.5631
US-xMB,38.251286551872,29.381225762304002,45.12707300275199,7.872923620223995,38.2483,-109.3883
US-xML,41.744732901119974,18.276377328000024,64.74965475456,23.236638713279987,37.3783,-80.5248
US-xNG,-12.473411970239995,-21.466958167871997,-5.122840146911994,8.172059010480002,46.7697,-100.9154
US-xNQ,7.0530147055872066,-7.793985475180794,18.2640984309504,13.029041953065597,40.1776,-112.4524
US-xPU,-432.94596773183997,-465.1888971455999,-417.48801706944005,23.850440038079938,19.5531,-155.3173
US-xRM,85.15919194847999,65.5193604985344,100.22873199494401,17.35468574820481,40.2759,-105.5459
US-xSB,-63.17729153279999,-73.88354433599999,-52.11782662175999,10.882858857119999,29.6893,-81.9934
US-xSC,-14.851629849600016,-57.18536495999997,5.668991711999993,31.427178335999983,38.8929,-78.1395
US-xSE,-417.42801626112004,-436.3387135505279,-398.46078938880004,18.938962080863945,38.8901,-76.56
