site_id,n_own_years,tower_nee,tower_half_width,model_median,model_min,model_max,n_models,diff_tower_minus_model
IT-Ren,22,-732.0473481306758,71.70706977411783,-99.04454078123581,-175.15070653251365,13.584450698799873,17,-633.00280734944
IT-Ro1,9,-216.19447721732575,27.84121278027426,-74.9360096532185,-214.98844822526556,-9.855787448967835,17,-141.25846756410726
IT-Ro2,10,-668.1405767266286,29.58741317836791,-73.7525154865366,-212.4580248224413,9.856325305541995,17,-594.388061240092
IT-SR2,8,-244.31055974486273,32.54293358366884,-57.62534102963689,-140.0917510986328,18.96494443901591,17,-186.68521871522583
IT-SRo,14,-392.3006838174075,26.761546274106223,-58.418168631836835,-133.8422110421317,6.569120518989784,17,-333.8825151855707
IT-Tor,13,-66.85406847497345,35.90874488048647,-58.08117923383176,-160.19867944509903,0,17,-8.772889241141684
IT-TrF,9,-900.4637297437109,22.342162352209243,-57.64183652568591,-181.4768669984138,0,17,-842.821893218025
JP-Api,21,-262.2892787055841,25.16529008949591,-76.85526375851032,-122.6919110429337,-16.404334660991307,17,-185.43401494707376
JP-Fhk,15,-170.17649718852712,23.677452945571773,-81.32848946553074,-121.1454710256245,-29.66215094853323,17,-88.84800772299639
JP-Fjy,20,-419.4322517678123,15.987584632629137,-78.0656783937319,-129.8422344392336,-27.11782080460937,17,-341.3665733740804
JP-Fmt,7,-45.01679945965712,87.71122378532573,-76.5862795026087,-142.2317041349349,-11.540777712731792,17,31.569480042951582
JP-Kzw,8,-102.88823924303999,60.293731788411414,-75.36960118279028,-140.62690261470385,-15.048654345244435,17,-27.518638060249714
JP-MMF,8,-754.9711939254857,33.01550647323427,-39.45273342351428,-112.66571266814861,-13.596415355407673,17,-715.5184605019715
JP-Mse,8,-208.82345248602516,11.072353637520038,-82.03033816949547,-200.81018931367248,-16.77697989706026,17,-126.7931143165297
JP-NsC,12,-434.57039381768726,18.054472310857335,-71.74115388868121,-175.8437494012388,-22.370762907182623,17,-362.82923992900606
JP-NsM,12,-299.0193590194036,15.52301454056726,-71.80589629353126,-175.74419889089808,-22.3344302780557,17,-227.21346272587238
JP-Nuf,2,-205.75454065344007,49.8432792384,-75.20000925680156,-155.3251522507319,8.81703082408785,17,-130.5545313966385
JP-SMF,13,231.07132336344688,81.27591573434296,-86.31034044523177,-142.09932027066176,-22.172246497283766,17,317.38166380867864
JP-Spp,19,266.7570689005951,53.347952513564394,-55.101325766848184,-113.25872121112174,5.434202780582804,17,321.85839466744324
JP-Srk,6,-1045.72123924032,32.805207614879805,-85.228356468436,-145.11245284936982,-0.00461408548994946,17,-960.4928827718841
JP-Ta2,11,-700.3985370959314,52.97865916412576,-75.3355545796873,-161.08510320718796,-11.263393435166867,17,-625.0629825162441
JP-Tak,23,-368.46201713685264,29.90917129447277,-69.0142482926385,-155.08955419444263,-1.513621768227485,17,-299.4477688442141
JP-Tef,20,24.628496973254645,18.859978438944125,-50.0883877112882,-85.53320319374234,-24.96322758494722,17,74.71688468454285
JP-Tmd,16,197.08221619889486,10.637765159801134,-57.301534186762595,-116.6003005086169,19.83697992049769,17,254.38375038565744
JP-Tmk,3,-311.58253393920006,12.140164586880019,-71.64070860240795,-138.1013393515396,-7.62001636149318,17,-239.9418253367921
JP-Toc,4,-604.50412165344,28.538732475360007,-55.546281586191064,-113.66137843474057,96.83506772755476,17,-548.957840067249
JP-Yms,21,-202.62486730743638,32.29318342111729,-87.1201042978973,-140.36444324549322,-9.962252217996443,17,-115.50476300953908
JP-Ynf,8,-463.2725225478857,25.33567509720001,-58.72270202636719,-241.45621334838884,-12.42520523071289,5,-404.54982052151854
KE-Kpt,3,-265.83642827999995,12.041903833343994,-108.92192414751077,-237.42874798671406,-33.45208793872029,17,-156.91450413248918
KE-Mkt,2,-389.91572650367993,11.056483532159945,-129.96688882012268,-313.7827212946494,-45.525344027948165,17,-259.94883768355726
KR-AdC,4,-438.33375866879993,24.029028820799965,-113.81234397658612,-327.68674213966216,14.138277534460155,16,-324.5214146922138
KR-CRK,6,41.81157342720001,24.52413739885711,-104.68468288790585,-211.0392858591137,55.49659330154023,17,146.49625631510585
KR-CmF,7,-186.37112088576004,20.646644299199977,-121.41438448146707,-215.10283911386927,-14.255330563381518,17,-64.95673640429297
KR-GmR,3,-793.37449161216,22.48560452736001,-122.97682553670242,-274.67134945119506,23.06493067896575,17,-670.3976660754576
KR-GmS,3,-516.4957161653759,30.82676451840001,-122.92961556823734,-276.3103936618683,2.761168781705244,17,-393.5661005971386
KR-HPK,3,-717.6718533542399,24.20311747679989,-91.69443768626792,-218.44071451822916,-11.86599563512174,17,-625.9774156679721
KR-HcM,4,-587.8397240294399,57.720337490447946,-82.42277687055736,-211.55680371739123,-17.203843762791614,17,-505.4169471588826
KR-Hnm,4,145.83757443552003,98.35611914606402,-103.60690307617188,-220.9300994873047,-32.68859395359344,17,249.4444775116919
KR-JjM,4,-654.750771397344,15.472941344927904,-59.90281295776367,-214.40269470214844,0.03523764945566654,14,-594.8479584395803
KR-Kw1,5,-383.62664896243194,149.2952446883519,-89.47451501851336,-239.56350286837463,-31.28392560262703,17,-294.15213394391856
KR-Kw2,5,216.07011880525437,53.03743101100801,-89.03157911473035,-240.86687019699949,-31.86400919765718,17,305.1016979199847
KR-PcD,4,-296.82133027776,196.85655045215998,-97.59162129560893,-209.45466042622084,32.070607331484304,17,-199.22970898215107
KR-SmM,6,-432.2250043330011,32.588358257088004,-91.08621607134043,-249.44083833143554,-26.0408758017834,17,-341.1387882616607
KR-UAO,3,4.971302553599999,19.324540967039994,-95.1023473791301,-231.59531602385752,232.91645425209265,17,100.07364993273009
KR-WdE,4,-435.03754440959995,80.54494156799993,-97.45895258382387,-214.40269470214844,-23.6619873046875,17,-337.5785918257761
ML-Kem,3,-479.86369982208,24.793905237119986,-15.518049450773109,-95.97940766291913,8.744822285045347e-4,17,-464.3456503713069
MN-Hst,6,54.525096324864,7.101215292453119,-8.691987403964816,-80.4259826284417,36.571993651641364,17,63.21708372882882
MN-Kbu,6,-503.78496538751995,22.307281604352028,0.8843414748962366,-56.488889470256574,138.7567494447375,17,-504.6693068624162
MN-Nkh,6,-86.896159081344,3.308374421567983,-15.807758379121612,-107.05062218484683,40.59387775285806,17,-71.08840070222239
MX-Aog,3,36.629511795648014,52.61962329403201,-52.61986943571737,-192.335204190177,37.937895527864534,17,89.24938123136539
MX-Tes,5,-81.73643618534399,10.511441087327995,-56.12033530870333,-187.40932483806748,2.158534397748762,17,-25.616100876640658
MY-LHP,11,-470.4403633385143,211.62085063097146,-76.24241097116231,-223.4971271397087,70.14340734212723,17,-394.197952367352
NL-Hrw,9,-29.221273018697154,32.63096273101714,-76.3336794725968,-181.96165079073236,108.83960017575775,17,47.112406453899645
NL-Loo,24,-501.61572964673564,17.005393396617592,-66.85823686550728,-187.6244756930806,94.79958765813717,17,-434.7574927812284
NL-Vkp,7,-57.036860012641746,28.234096021649435,-55.52778069009823,-173.69396396054432,151.92424742580127,17,-1.5090793225435135
NO-And,7,-19.406212900605244,3.3356322408960004,-17.851806329051005,-38.213093090685625,1.4788529171023361,16,-1.5544065715542388
NO-Fns,3,-0.35483250527999743,5.638230509184002,-12.976201956609172,-144.46674202533939,37.45140820080235,17,12.621369451329175
NZ-ADd,5,-140.91909305241597,15.171055579583992,-66.09956929310829,-222.13407339364682,-11.654315144501737,17,-74.81952375930769
NZ-ADw,6,-162.50983365513596,23.789751472306293,-61.051949078474,-222.1728097457637,-3.2056039874123172,17,-101.45788457666197
NZ-BFm,4,-468.95507870975996,12.174798752640015,-74.04673810741963,-300.852842670847,5.921110197445517,17,-394.90834060234033
NZ-BFu,3,-192.02673877631997,11.544287443199977,-65.2672004732834,-297.5143727855213,10.505946692596709,17,-126.75953830303658
NZ-Kop,4,-253.54277661599997,18.242995583376015,-68.21395189637019,-247.35251996158811,-12.613868000786475,17,-185.32882471962978
NZ-Lau,2,-32.369706597394284,31.64576731360458,-61.872055547255655,-169.5755298096817,7.631503780905675,17,29.50234894986137
NZ-Oxf,5,-140.54662630195202,19.734096106368014,-87.85788550587444,-184.1762580306812,-19.032562075027666,17,-52.68874079607758
NZ-ScF,4,-316.58231901571196,27.750963968640008,-84.04048156738281,-211.12743828343153,19.96980700378419,17,-232.54183744832915
PA-SPn,3,-380.11162464,95.61886166591998,-97.26054501546068,-217.95737817382715,-40.15763346354183,17,-282.85107962453935
PA-SPs,3,466.08453423360004,77.97424280543999,-98.07800792704403,-218.46516248779383,-40.074436442057156,17,564.1625421606441
PE-QFR,2,-361.38463286399985,83.25643506623999,-115.88621860654314,-186.44110709873036,-5.5555349536632574,17,-245.49841425745672
PR-xGU,2,-209.28225623039995,20.249840108159987,-104.70700073242188,-274.869310272216,40.59430491968757,17,-104.57525549797808
PR-xLA,1,269.7732480384,95.77084700303998,-105.48816708068992,-252.14617919921875,429.3363662499986,17,375.26141511909
RU-Ch2,7,-91.82001111338056,7.962852890262852,-6.988389393411194,-174.65070171595016,1.7045747000630473,17,-84.83162171996936
RU-Che,8,-67.33028657087998,10.154707793280004,-5.725075399974363,-170.69483138017594,-0.7446937748325813,17,-61.60521117090561
RU-Fy2,6,59.41142964646765,17.720907306984003,-60.14220328040783,-143.39222446462296,-11.887835196762834,17,119.55363292687548
RU-Fy4,6,-121.66424852544002,24.555300552,-59.47595149218046,-148.30971048454865,-16.386142558978335,17,-62.18829703325956
RU-Fyo,23,85.45125866626555,16.956315532733655,-63.78093531734931,-132.6672973375252,-26.16587711829596,17,149.23219398361485
SD-Dem,3,-98.53604830079999,9.442301924160013,-25.722278097462134,-80.5242048906518,15.67440910693672,17,-72.81377020333785
SE-Deg,2,-52.582974562368,1.2935498523840039,-35.59409239865976,-175.39129251393746,57.14863206444896,17,-16.98888216370824
SE-HfM,1,-9.706789681919998,9.850892444640003,-29.328097599982883,-167.9071140355753,105.19786308622406,17,19.621307918062882
SE-Hmr,1,-40.35984497855999,8.873252874719991,-29.328097599982883,-167.9071140355753,105.19786308622406,17,-11.031747378577109
SE-Htm,3,-75.22947425417141,30.983040925961166,-92.7843527828997,-227.42246593608724,28.038580096248197,17,17.554878528728295
SE-Nor,3,355.1974638467657,29.736297197897187,-61.704076924094394,-161.66725885029413,-0.09380168434745428,17,416.9015407708601
SE-Ros,7,-277.26572613451884,30.498018302139428,-49.358313994922916,-136.98496415923537,23.2191546692315,17,-227.90741213959592
SE-Srj,1,-5.1977659392,8.163746709695998,-28.381196129853237,-167.43108208730135,108.1109609871857,17,23.183430190653237
SE-St1,8,-113.68648362182401,18.10286415216001,-19.9976373197111,-165.74767080518097,29.06642990782952,17,-93.6888463021129
SE-Svb,7,-109.85134585839714,12.212456968669095,-49.37288572773206,-142.7196269655509,25.802615844985297,17,-60.47846013066508
SN-Dhr,9,-191.14746065780074,11.48133760681091,-37.61746953687996,-150.22707483902016,0.8666952713595022,17,-153.52999112092078
SN-Nkr,3,-311.2316240667429,12.773347645988565,-52.534813204182264,-190.59937332832544,164.9495987820668,17,-258.6968108625606
TH-Mae,11,-633.4879202829258,35.20401867473146,-98.4245909741377,-217.86911560651296,-24.751811226758267,17,-535.0633293087881
UK-AMo,18,-15.786354930895868,8.749432018456483,-60.12184226821702,-175.7591335944887,19.414095944663302,17,44.335487337321155
US-A03,6,-70.99109443337144,24.50588850975086,-4.935969452412942,-99.71197569783489,22.562666834513056,17,-66.0551249809585
US-ABa,3,-359.45060473728,24.691839552000033,-100.275807473371,-293.45545471800165,28.02601899466194,17,-259.174797263909
US-ABb,3,-158.28953606784,29.584337149440017,-100.60668411729422,-291.4904691828718,28.35116520630424,17,-57.68285195054578
US-ABc,3,-478.20485982528004,29.787847848000013,-101.85128747415462,-284.1702473481465,27.807419276430842,17,-376.3535723511254
US-ABd,3,-295.71361747775995,26.724375292608016,-103.2020948124493,-277.87273781166454,30.656225216623902,17,-192.51152266531065
US-ABe,3,-211.57338927744004,38.80738430784004,-102.9569077624886,-279.0877806552116,30.592272580644323,17,-108.61648151495145
US-ADR,6,-3.5546299027199986,2.4854060875967994,-0.40890699059697566,-10.016306141591034,5.795252027077356,17,-3.145722912123023
US-AR1,4,55.128808820159996,30.188287952352,13.396224679351874,-107.86580064662158,77.6313937601625,17,41.73258414080812
US-AR2,4,-37.76028268464,9.664768082016003,-0.25085239578223245,-109.91792757975021,80.71734062663246,17,-37.50943028885777
US-ARM,18,-176.56720922877167,14.571720357762715,-85.12056598319903,-270.14897027436194,6.297832987024627,17,-91.44664324557264
US-ARb,2,42.15922940159997,12.75315943679999,-41.05965116931174,-226.26824669899258,51.46877855328569,17,83.21888057091172
US-ARc,2,-12.140447961600017,6.150823257599983,-41.17055682571423,-225.5581694317223,51.354522083739795,17,29.03010886411421
US-Aud,18,148.89291666502555,16.57594233964865,-11.035790175839523,-43.72848512122247,8.7140061979682,17,159.92870684086506
US-BRG,4,-108.07584433919999,71.61196666752004,-73.28294688966054,-207.62227400523923,3.9226079818515984,17,-34.79289744953945
US-BZB,9,5.509297427283112,21.898365020135074,-41.082400118990115,-143.15099015128894,13.908782740021294,17,46.591697546273224
US-BZF,9,64.14326152875131,22.963011698376505,-40.965363580515834,-143.8393757736173,14.948608386618478,17,105.10862510926714
US-BZo,3,-46.869193543474296,18.64603763218286,-41.636738600585765,-139.15991806315063,17.97946723999026,17,-5.2324549428885305
US-Bar,17,-192.2570704346922,46.06534122840475,-67.28584184791616,-140.4274283877299,-16.391221867181223,17,-124.97122858677604
US-Bi1,5,0.9447424510628792,67.14552432671996,-29.087756740504634,-188.07559363955664,14.604551717262297,17,30.032499191567513
US-Bi2,4,1633.06550196,75.32660655668587,-20.78119251421403,-194.44281037290406,15.788076329745858,17,1653.846694474214
US-CF1,4,-210.11682974688006,12.446059958064026,-54.10179330832715,-154.81202575799404,-0.46639784174420607,17,-156.0150364385529
US-CF2,4,-186.59633321663998,17.931296427840053,-54.81599720538959,-154.85181803398442,-0.39359196103518057,17,-131.78033601125037
US-CF3,4,-219.9454418304,9.265065120000003,-57.56899334647586,-155.3424710084726,0.2320219261745523,17,-162.37644848392415
US-CF4,4,-170.04183577919997,11.541289190400022,-57.56474696997025,-155.37805577004698,0.28268841463552985,17,-112.47708880922971
US-CGG,2,69.96747028031999,49.35621437567999,-10.689741933972268,-142.3694673859824,73.61080941396236,17,80.65721221429226
US-CMW,20,-281.00792063370403,115.29555736720567,-9.95795464302896,-47.65199232981815,3.914951310827205,17,-271.04996599067505
US-CRT,3,-64.06447749120001,20.043167904000015,-39.64417769201241,-231.4918465237221,35.76981323047569,17,-24.420299799187596
US-CdM,2,-159.58147697793794,8.42659040592001,-3.102329387881814,-62.777071370924816,72.57710919218327,17,-156.47914759005613
US-Ced,10,-99.47477537794285,16.116695683776,-81.39077421080142,-116.8966468094558,19.26749952341604,17,-18.084001167141423
US-ChR,14,-791.6265445973718,104.86507947891761,-91.58538024047,-167.45545858728488,-24.870688613942953,17,-700.0411643569017
US-Cop,5,-33.278224111487994,3.0684574249919976,-7.649730887425391,-34.63558882324218,60.169011662750165,17,-25.628493224062602
US-Cst,5,-472.05229425984,17.42297437094399,-152.59126799726954,-372.5385188463587,-27.517847468429835,17,-319.46102626257044
US-DFC,3,-590.432445989321,37.63111088217602,-56.594045292668305,-186.08020007978183,68.20534548552374,17,-533.8384006966527
US-DPW,3,-157.05458578944,64.89463972607999,-138.92339965322256,-232.4492201834243,75.6357189386863,17,-18.13118613621745
US-DS2,1,701.8226769600001,93.07718333279996,-6.53846056365966,-203.7239317291876,204.8844455470739,17,708.3611375236597
US-Dix,4,2.600047330560006,18.888922941119993,-70.04722879950708,-124.48352255242483,41.03790011887477,17,72.64727613006708
US-Dk1,8,16.58443765412572,59.996727738473155,-95.77300090219242,-205.52192423254922,-10.887175776262305,17,112.35743855631814
US-Dk2,8,-928.3378918130742,46.85906602738277,-95.8024707006445,-205.11383458340302,-10.950502073183527,17,-832.5354211124297
US-Dk3,8,-1023.1466166769371,62.62558847074291,-95.83622304854492,-205.52864433180764,-11.12427019082889,17,-927.3103936283921
US-EDN,3,-501.25744296493707,11.047589298925715,-18.24900304729816,-116.16666625702165,13.087748548060812,17,-483.0084399176389
US-EML,13,-16.444608340446308,13.9026425779622,-17.797410732959708,-93.42098808273263,38.99247148503394,17,1.3528023925134
US-Elm,11,-4.83252674923924,19.66079576525797,-131.24887906915845,-294.3379378125768,-5.769478048010588,17,126.41635231991921
US-Esm,11,-105.22605549102255,39.04175396077082,-106.31766313624907,-265.96002848308945,-0.5242843195500442,17,1.0916076452265173
US-EvM,1,-85.45918348800001,8.152336338667205,-37.91922698950195,-278.4739907435067,41.6808463215942,17,-47.53995649849806
US-Fmf,6,16.198149467519997,22.042456675776002,-16.555656281158928,-88.51990578358532,23.101229547534146,17,32.75380574867893
US-Fuf,6,-44.48299191667199,23.128597377791998,-17.75787767390953,-84.03592810860172,20.671123592582376,17,-26.725114242762462
US-Fwf,6,71.007054153984,3.943808616833273,-12.990557258782644,-76.13342017842908,24.97290675794428,17,83.99761141276664
US-GLE,16,-5.390472515950037,28.02863340678138,-31.337646308765137,-94.3801308393447,-0.6477151366162749,17,25.9471737928151
US-HB1,3,-249.69136463999993,118.88085286573713,-85.06874933985205,-220.45175178741297,55.555549358186624,17,-164.62261530014788
US-HB2,3,-597.9185538294857,52.99358855936924,-83.68402251341121,-219.97342404558725,59.40877440325565,17,-514.2345313160745
US-HB3,2,-6.007735491840018,18.982123217279998,-85.01141635620618,-252.63427962460003,35.816667244951404,17,79.00368086436616
US-HB4,1,-138.049589483712,68.67631099497602,-100.81643615722642,-268.2011141738901,57.38861026916548,17,-37.23315332648558
US-HBK,5,-578.1816721110857,35.112528386948554,-56.85234948570658,-155.7438107672061,26.702105859834614,17,-521.3293226253792
US-HWB,4,-176.93069915519996,191.38878605951996,-73.82808548063493,-201.72124870423815,132.93632204842694,17,-103.10261367456503
US-Ha1,30,-303.81360740138524,52.004514819534606,-82.85426323494178,-145.27086415144794,-16.91241666740559,17,-220.95934416644346
US-IAB,2,-166.31849054016004,14.442204502080031,-102.5943264509547,-290.77023444302756,24.814065763542253,17,-63.724164089205345
US-IAC,2,-383.493439872,12.49710254784003,-102.54446648809561,-290.7908339607116,24.92103941540059,17,-280.9489733839044
US-IAM,2,-586.8195995301119,30.694901458751986,-102.54736327486087,-290.8275387919781,24.90158244724357,17,-484.272236255251
US-ICh,14,27.20287060831543,15.447035944285712,-13.138428568491827,-62.25136406966669,0.015316773804219043,17,40.341299176807254
US-ICs,13,63.51063840388986,11.509683536964147,-13.102867695311321,-68.85694829796677,0.01547042090316562,17,76.61350609920117
US-ICt,13,5.6527450239085635,13.925221298660569,-12.582896163514361,-58.911621927593174,0.015385273163143743,17,18.235641187422925
US-Jo1,11,-147.7661266477262,10.882846303017885,-1.796385181916462,-40.13394939702832,5.559459665804918,17,-145.96974146580973
US-KFS,11,-137.33253276591904,17.751418012762983,-98.50461598629704,-212.08784371845658,3.535019339908375,17,-38.827916779622
US-KLS,8,-204.18287528275198,125.10088508707196,-117.719317457681,-232.75254290799498,-9.124976048168943,17,-86.46355782507098
US-KS2,4,-333.55321756992,33.84155370383996,-114.00906395263675,-164.26709399608305,-31.419099807739236,17,-219.54415361728323
US-Kon,15,-133.8469265980207,19.759695123317464,-110.08366751516766,-191.57340590744406,-11.57326044016682,17,-23.76325908285304
US-LA3,1,-670.07275780032,16.345584086400038,-52.096883284628944,-221.8901870205365,50.67956425403282,17,-617.9758745156911
US-LS1,5,-114.83466128985599,20.818285849727985,-23.08807904437239,-69.59085301536432,1.6967739483079582,17,-91.7465822454836
US-LS2,5,-302.48310532176004,26.59586793983999,-22.967082194410736,-68.727268332535715,1.7012360448113055,17,-279.5160231273493
US-MBP,12,-248.99170744788765,8.366495996817491,-71.69645291401672,-151.17339540191904,-2.736691174929132,17,-177.29525453387095
US-MMS,22,-444.00390715135825,22.254161729760625,-99.61085959783328,-222.67672099260787,-20.764758947424312,17,-344.393047553525
US-MN1,4,-279.78754353881146,14.97588626694855,-30.983114387843383,-258.2197738706799,89.1594142457715,17,-248.80442915096808
US-MN2,4,-105.83140302905144,13.260543176951998,-31.033440597121526,-258.24715368879896,88.93408562143398,17,-74.79796243192992
US-MN3,1,-399.9431228256,13.345463545199976,-44.146239953324226,-239.73262492004818,126.04123801057106,17,-355.7968828722758
US-MOz,17,-382.2897640672255,18.081326065637654,-108.2733730813061,-207.82592736817696,-13.529639636194347,17,-274.01639098591943
US-Me3,6,-58.6013861376,12.495041680607997,-61.03970161739487,-100.69851351761167,47.526826467616395,17,2.4383154797948663
US-Me5,3,-200.98375577279995,4.251468150719987,-15.328557823203022,-81.25807891963538,48.43160946258391,17,-185.65519794959692
US-Me6,11,-51.87179985301281,38.64382655379586,-56.389764464839935,-103.78080183460924,-1.7992664290267797,17,4.517964611827125
US-Mo1,6,-382.43502359279995,16.938030165119955,-81.4209501076047,-232.7667867536041,1.6238255087834275,17,-301.01407348519524
US-Mo2,3,-35.672586549942864,12.011809038171421,-87.44846277102457,-196.7313256389341,-22.96516082980555,17,51.7758762210817
US-Mo3,5,-309.4406554896906,13.404339466992013,-74.04489125448207,-229.7858784358919,-0.7402119914701117,17,-235.3957642352085
US-Mpj,13,-90.06325470935576,7.087450149959295,-1.1622813841405586,-57.271157343323665,12.941095984360892,17,-88.9009733252152
US-Myb,10,-312.55538596957183,31.14930925286501,-17.669148465228243,-147.14247084732577,23.184758022974414,17,-294.88623750434357
US-NC1,8,19.658227533449143,27.639540083557026,-110.6287204855755,-278.06352519488405,-7.110029949172989,17,130.28694801902463
US-NC2,16,-542.512023918486,43.95256609914151,-100.92230754984224,-241.18950925688605,-23.377042401573163,17,-441.58971636864374
US-NC3,8,246.23256622348796,38.15906751977144,-99.77634635781888,-210.66988053433178,-7.022761111022656,17,346.00891258130684
US-Ne1,20,-360.26576887211246,21.824304322779,-77.30972227562894,-268.4261493254325,19.878044709634636,17,-282.95604659648353
US-Ne2,19,-364.48526220252324,26.002303878074912,-83.3005866093629,-264.94240116042437,14.093428243220007,17,-281.18467559316036
US-Ne3,20,-247.17159476074892,22.752951199896472,-76.24177973146894,-267.4031669674367,20.437813299565207,17,-170.92981502927998
US-ONA,5,-336.38580207277715,18.83541139858289,-92.50839754368877,-217.51899290873044,18.971073181558648,17,-243.87740452908838
US-Oho,10,-848.884814942976,20.337420352433128,-64.56830279894774,-256.27403847024976,37.55838143469023,17,-784.3165121440284
US-Prr,11,18.02372102725682,13.993259325295785,-26.461667978646727,-128.8980052624298,5.919258943907462,17,44.48538900590354
US-RC1,5,-360.2135343967487,17.726829210086322,-48.83366181419084,-146.49933463930014,11.243250977801846,17,-311.3798725825578
US-RC2,5,-356.4535997606401,19.795325175360034,-49.277187360073405,-146.6230281279374,11.255369611792448,17,-307.1764124005667
US-RC4,5,-355.55290673472,55.03600082332798,-40.911447216491496,-145.14364377177725,15.80107913833005,17,-314.64145951822854
US-RC5,3,-531.7999989983999,41.71746058559995,-3.987499570719412,-100.96331751068307,16.426146914469516,17,-527.8124994276806
US-Rls,7,-6.530067638783997,37.92147672634972,-34.71199330728528,-125.66061745923444,-0.36435918207003326,17,28.181925668501286
US-Rms,7,1.6202910239794264,23.038622861235435,-33.5829157313587,-125.25447632585738,-0.543586575398255,17,35.20320675533813
US-Ro1,13,-143.03380244592697,8.760906863243548,-35.20516820656852,-215.9745001021787,133.81204015125698,17,-107.82863423935845
US-Ro2,8,-251.03028784402284,15.507983175634266,-29.299726139859064,-216.86072617916113,122.3030713208625,17,-221.73056170416376
US-Ro3,4,-184.25744759808003,9.20600982576002,-34.267988078048234,-219.93777651072708,201.84679013465092,17,-149.9894595200318
US-Ro4,7,-292.99251274637504,9.550418173783896,-52.03252559482142,-207.4812736940385,78.20140295355812,17,-240.9599871515536
US-Ro5,4,-220.602356251488,8.277594035019462,-42.51122852315705,-210.61519965553816,44.96401865942383,17,-178.09112772833095
US-Ro6,4,-206.93988217499654,10.488656344666651,-42.03468903836774,-210.41609056283627,45.00753445122072,17,-164.9051931366288
US-Rpf,13,-0.2780063788082572,17.74209600130707,-31.083975766982665,-130.6167059368634,7.712345114428894,17,30.805969388174407
US-Rwe,5,-82.05194067811199,11.477535742368005,-17.26654082151414,-66.05191391273016,66.76447355678945,17,-64.78539985659785
US-Rwf,7,-44.56513954787659,15.40690675117714,-34.29140918798253,-124.58597449785252,-0.4022779937151309,17,-10.27373035989406
US-Rws,7,-67.13562077999997,7.496397306287999,-34.395956140729616,-124.4737142984096,-0.30053756919461294,17,-32.73966463927035
US-SHC,4,-68.77939355711999,80.42855248224001,-30.629997618963785,-119.29077630492182,0.4656567564187739,17,-38.149395938156204
US-SP1,21,-342.4733204221366,56.15760983394205,-87.53756623098552,-200.08923931798793,9.103655847727916,17,-254.9357541911511
US-SRC,7,-50.58889174310401,21.649944271161594,-16.626855183488694,-50.82038621798875,4.909472069579331,17,-33.962036559615314
US-SRG,13,-9.18078032346353,28.617760073200234,-12.979338661005801,-51.245756340095575,11.77752070818754,17,3.7985583375422713
US-SRM,17,39.10236241741615,30.22555196084013,-13.334338195268666,-44.432233285409005,10.945145574554406,17,52.43670061268482
US-SRS,8,-173.13396046996112,43.43992896186513,-15.015080063689979,-89.6689554958827,3.8044673773470286,17,-158.11888040627116
US-SSH,5,-484.3444010717952,49.19605022128317,-83.13553853770485,-191.8932632790921,132.1382864098687,17,-401.2088625340903
US-Seg,14,-12.772131641716012,8.076038263172133,-2.5388385382434113,-32.2164977833249,4.587474941961345,17,-10.233293103472601
US-Ses,14,-1.350850986933036,10.144482132708845,-2.986432188021173,-29.98781985186778,4.590749646858217,17,1.635581201088137
US-Slt,16,-95.87079846368229,25.223976980332644,-81.95697184941605,-125.76959902614752,14.356781078131137,17,-13.913826614266242
US-Sne,5,125.70821523071997,64.51440951398399,-34.271346978636146,-170.61131366619023,8.417728971540594,17,159.97956220935612
US-StJ,6,-1.0094531903999986,22.068454734720007,-88.73787508653311,-194.5023806738906,-1.5226947764712069,17,87.72842189613311
US-TaS,4,-430.4689969489919,35.13197202623999,-97.08361532134992,-276.8121752588161,-5.9008636474609375,17,-333.385381627642
US-Ton,20,-20.979627869037436,21.1948033643215,-37.05103696950228,-154.96984604151996,16.19629924786449,17,16.07140910046484
US-Tw3,6,-109.15458633964799,49.51232717126401,-19.304787383879688,-150.19345389362277,59.180902213377514,17,-89.8497989557683
US-Tw4,7,-424.14272356398544,24.82151258451745,-18.941492083390344,-156.29451406700795,36.47874195764427,17,-405.2012314805951
US-UC1,2,-815.3796828239999,138.47569925443202,-82.023853288711,-160.33550304188253,137.10699017488508,17,-733.3558295352889
US-UC2,2,-458.311293960192,54.18841540031994,-81.96939364370633,-160.222937073889,136.9202016473264,17,-376.3419003164857
US-UMd,14,-403.3423944387952,14.195623173019698,-66.03420030866354,-136.6805115727016,25.81326412265473,17,-337.3081941301317
US-UiE,3,-403.46471875029937,35.855888556342904,-53.05072673177249,-306.6721315856142,16.713810307171535,17,-350.41399201852687
US-UiF,3,-740.261718728064,53.200334313936025,-52.832422913128475,-306.5865785429737,16.58360253738373,17,-687.4292958149356
US-UiG,3,-255.85073303040002,43.94048968799997,-53.044412123253075,-306.59747882747473,16.5391354459903,17,-202.80632090714695
US-Var,21,48.08873406223121,30.411800439815146,-39.17937127790103,-152.6631418149999,13.002923742393083,17,87.26810534013225
US-Vcm,13,-95.57908596898105,21.189251389390357,-10.213687828603378,-80.92096778158164,27.40172624497441,17,-85.36539814037766
US-Vcp,14,-306.768616250026,25.402548990449503,-16.02582171914841,-85.08101666290365,32.18441248431277,17,-290.74279453087763
US-WPT,3,201.39889275648,15.044259513599997,-61.071494492763335,-198.04826012053005,43.18635647313383,17,262.47038724924334
