site_id,n_years_era5,map_era5,n_years_pf_all,map_pf_allmonths,n_months_qc0,map_pf_qc0_monthly_mean,map_pf_qc0_annualized,n_months_total,n_qc0,frac_filled,bio12_mm,badm_map_mm,excluded,ratio_to_bio12,ratio_to_pf_allmonths,ratio_to_pf_qc0,ratio_to_badm_map,too_few_qc0_months,implausible_raw,data_hub,product_source_network,oneflux_code_version,fluxnet_product_name,product_id,ratio_badm_bio12,within_2pct,badm_round_100,badm_round_50
US-Ne1,30,3120.004,20,3059.5754,240,8.36335,3059.5754,240,240,0,799,790.37,FALSE,3.904886107634543,1.0197506490606507,1.0197506490606507,3.9475233118665938,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Ne1_FLUXNET_2001-2024_v1.3_r1.zip,10.17190/AMF/1871140,0.9891989987484355,TRUE,FALSE,FALSE
US-Ne2,30,3120.004,20,3059.5754,240,8.36335,3059.5754,240,240,0,799,788.89,FALSE,3.904886107634543,1.0197506490606507,1.0197506490606507,3.954929077564679,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Ne2_FLUXNET_2001-2024_v1.3_r1.zip,10.17190/AMF/2574638,0.9873466833541927,TRUE,FALSE,FALSE
US-Ne3,30,3120.004,20,3059.5754,240,8.36335,3059.5754,240,240,0,797,783.68,FALSE,3.914685069008782,1.0197506490606507,1.0197506490606507,3.981221927317272,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Ne3_FLUXNET_2001-2024_v1.3_r1.zip,10.17190/AMF/3028954,0.9832873274780426,TRUE,FALSE,FALSE
US-ONA,30,733.493,5,1062.7374,NA,NA,NA,60,0,1,1285,1268,FALSE,0.570811673151751,0.6901921396574545,NA,0.5784645110410095,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-ONA_FLUXNET_2016-2022_v1.3_r1.zip,10.17190/AMF/1832163,0.9867704280155642,TRUE,FALSE,FALSE
US-OPE,30,891.1683333333333,NA,NA,NA,NA,NA,NA,NA,NA,1127,1192,FALSE,0.7907438627624963,NA,NA,0.7476244407158836,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-OPE_FLUXNET_2022-2022_v1.3_r1.zip,10.17190/AMF/3027345,1.0576752440106478,FALSE,FALSE,FALSE
US-OWC,30,564.5961666666667,6,604.0511666666666,41,1.6819268292682927,612.507512195122,72,41,0.4305555555555556,897,930,FALSE,0.6294271646228169,0.9346826855451263,0.921778354429076,0.6070926523297492,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-OWC_FLUXNET_2015-2025_v1.3_r1.zip,10.17190/AMF/1871142,1.0367892976588629,FALSE,FALSE,FALSE
US-Oho,30,839.0880999999999,10,832.9545,NA,NA,NA,120,0,1,855,849,FALSE,0.9813895906432748,1.007363667523256,NA,0.9883252061248528,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Oho_FLUXNET_2004-2013_v1.3_r1.zip,10.17190/AMF/2229385,0.9929824561403509,TRUE,FALSE,FALSE
US-PAS,30,4443.1348333333335,NA,NA,NA,NA,NA,NA,NA,NA,1285,1268,FALSE,3.457692477302205,NA,NA,3.504049553101998,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PAS_FLUXNET_2021-2022_v1.3_r1.zip,10.17190/AMF/2571135,0.9867704280155642,TRUE,FALSE,FALSE
US-PFL,30,3162.7420666666667,1,3818.912,12,10.492583333333334,3818.912,12,12,0,825,823,FALSE,3.833626747474747,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFL_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2469458,0.9975757575757576,TRUE,FALSE,FALSE
US-PFb,30,3162.7420666666667,1,3818.912,12,10.492583333333334,3818.912,12,12,0,829,823,FALSE,3.815129151588259,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFb_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2469454,0.9927623642943305,TRUE,FALSE,FALSE
US-PFc,30,3162.7420666666667,1,3818.912,12,10.492583333333334,3818.912,12,12,0,829,823,FALSE,3.815129151588259,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFc_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2469455,0.9927623642943305,TRUE,FALSE,FALSE
US-PFd,30,3162.7420666666667,1,3818.912,12,10.492583333333334,3818.912,12,12,0,829,823,FALSE,3.815129151588259,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFd_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2469456,0.9927623642943305,TRUE,FALSE,FALSE
US-PFf,30,3162.7420666666667,1,3818.912,12,10.492583333333334,3818.912,12,12,0,825,823,FALSE,3.833626747474747,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFf_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/3027335,0.9975757575757576,TRUE,FALSE,FALSE
US-PFg,30,3162.7420666666667,1,3818.912,12,10.492583333333334,3818.912,12,12,0,828,823,FALSE,3.8197367954911434,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFg_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2571124,0.9939613526570048,TRUE,FALSE,FALSE
US-PFh,30,3162.7420666666667,1,3818.912,12,10.492583333333334,3818.912,12,12,0,827,823,FALSE,3.824355582426441,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFh_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2571125,0.9951632406287787,TRUE,FALSE,FALSE
US-PFi,30,3162.7420666666667,1,3818.912,12,10.492583333333334,3818.912,12,12,0,834,823,FALSE,3.792256674660272,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFi_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2571126,0.986810551558753,TRUE,FALSE,FALSE
US-PFj,30,3162.7420666666667,1,3818.912,12,10.492583333333334,3818.912,12,12,0,834,823,FALSE,3.792256674660272,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFj_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2571127,0.986810551558753,TRUE,FALSE,FALSE
US-PFk,30,3162.7420666666667,1,3818.912,12,10.492583333333334,3818.912,12,12,0,817,823,FALSE,3.871165320277438,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFk_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2469457,1.00734394124847,TRUE,FALSE,FALSE
US-PFm,30,3162.7420666666667,1,3818.912,12,10.492583333333334,3818.912,12,12,0,825,823,FALSE,3.833626747474747,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFm_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2469459,0.9975757575757576,TRUE,FALSE,FALSE
US-PFn,30,3162.7420666666667,1,3818.912,12,10.492583333333334,3818.912,12,12,0,824,823,FALSE,3.838279207119741,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFn_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2469460,0.9987864077669902,TRUE,FALSE,FALSE
US-PFp,30,3162.7420666666667,1,3818.912,12,10.492583333333334,3818.912,12,12,0,824,823,FALSE,3.838279207119741,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFp_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2469461,0.9987864077669902,TRUE,FALSE,FALSE
US-PFq,30,3162.7420666666667,1,3818.912,12,10.492583333333334,3818.912,12,12,0,827,823,FALSE,3.824355582426441,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFq_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2469462,0.9951632406287787,TRUE,FALSE,FALSE
US-PFr,30,3162.7420666666667,1,3818.912,12,10.492583333333334,3818.912,12,12,0,827,823,FALSE,3.824355582426441,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFr_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2571128,0.9951632406287787,TRUE,FALSE,FALSE
US-PFt,30,3162.7420666666667,1,3818.912,12,10.492583333333334,3818.912,12,12,0,827,823,FALSE,3.824355582426441,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFt_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2469463,0.9951632406287787,TRUE,FALSE,FALSE
US-PLo,30,4001.626133333333,NA,NA,NA,NA,NA,NA,NA,NA,1098,1262,FALSE,3.644468245294475,NA,NA,3.170860644479662,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PLo_FLUXNET_2022-2023_v1.3_r1.zip,10.17190/AMF/3027350,1.1493624772313298,FALSE,FALSE,FALSE
US-PSH,30,900.7205,1,888.601,12,2.40175,888.601,12,12,0,171,191,FALSE,5.26737134502924,1.013638854784093,1.013638854784093,4.715814136125655,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PSH_FLUXNET_2016-2016_v1.3_r1.zip,10.17190/AMF/2469464,1.1169590643274854,FALSE,FALSE,FALSE
US-PSL,30,1206.1900666666666,1,1400.727,12,3.798666666666666,1400.727,12,12,0,226,311,FALSE,5.33712418879056,0.8611171674899296,0.8611171674899296,3.878424651661307,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PSL_FLUXNET_2016-2016_v1.3_r1.zip,10.17190/AMF/2469465,1.3761061946902655,FALSE,FALSE,FALSE
US-Prr,30,375.2394,11,374.2210909090909,11,0.8206363636363636,300.4538181818182,132,11,0.9166666666666666,319,275,FALSE,1.1762990595611285,1.002721142970417,1.248908741685305,1.364506909090909,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Prr_FLUXNET_2010-2022_v1.3_r1.zip,10.17190/AMF/2571106,0.8620689655172413,FALSE,FALSE,FALSE
US-RC1,30,510.87426666666664,6,511.4145,10,1.9683,719.6112,72,10,0.8611111111111112,611,550,FALSE,0.8361280960174576,0.9989436487754388,0.7099309553084591,0.928862303030303,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-RC1_FLUXNET_2011-2016_v1.3_r1.zip,10.17190/AMF/3027328,0.900163666121113,FALSE,FALSE,TRUE
US-RC2,30,441.5242666666667,5,443.0386,8,1.92075,705.8085,60,8,0.8666666666666667,611,550,FALSE,0.7226256410256411,0.9965819381576836,0.6255581601336151,0.802771393939394,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-RC2_FLUXNET_2012-2016_v1.3_r1.zip,10.17190/AMF/3027327,0.900163666121113,FALSE,FALSE,TRUE
US-RC3,30,258.66540000000003,5,255.4586,3,1.5553333333333337,574.872,60,3,0.95,260,280,FALSE,0.9948669230769231,1.012553110367003,0.4499530330230035,0.923805,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-RC3_FLUXNET_2012-2016_v1.3_r1.zip,10.17190/AMF/3365268,1.0769230769230769,FALSE,FALSE,FALSE
US-RC4,30,634.6162666666667,5,636.832,9,2.7493333333333334,1008.0773333333332,60,9,0.85,678,680,FALSE,0.9360121927236972,0.996520694102474,0.6295313322522875,0.9332592156862743,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-RC4_FLUXNET_2012-2016_v1.3_r1.zip,10.17190/AMF/3027329,1.0029498525073746,TRUE,FALSE,FALSE
US-RC5,30,136.2416,3,113.92166666666668,8,0.445125,163.7415,36,8,0.7777777777777778,190,230,FALSE,0.7170610526315789,1.1959235146957703,0.832052961527774,0.5923547826086957,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-RC5_FLUXNET_2013-2015_v1.3_r1.zip,10.17190/AMF/3027330,1.2105263157894737,FALSE,FALSE,FALSE
US-RGA,30,1105.6634666666666,NA,NA,NA,NA,NA,NA,NA,NA,1291,1250,FALSE,0.8564395558998192,NA,NA,0.8845307733333333,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-RGA_FLUXNET_2021-2024_v1.3_r1.zip,10.17190/AMF/2204873,0.9682416731216111,FALSE,FALSE,TRUE
US-RGB,30,438.8813,NA,NA,NA,NA,NA,NA,NA,NA,573,737,FALSE,0.7659359511343805,NA,NA,0.5954970149253731,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-RGB_FLUXNET_2021-2024_v1.3_r1.zip,10.17190/AMF/2204874,1.2862129144851657,FALSE,FALSE,FALSE
US-RGF,30,276.97476666666665,NA,NA,NA,NA,NA,NA,NA,NA,287,31,FALSE,0.9650688734030196,NA,NA,8.934669892473117,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-RGF_FLUXNET_2023-2024_v1.3_r1.zip,10.17190/AMF/2469466,0.10801393728222997,FALSE,FALSE,FALSE
US-RGW,30,1283.4840666666666,NA,NA,NA,NA,NA,NA,NA,NA,1340,1283,FALSE,0.9578239303482587,NA,NA,1.0003772928033254,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-RGW_FLUXNET_2022-2024_v1.3_r1.zip,10.17190/AMF/2469467,0.9574626865671642,FALSE,FALSE,FALSE
US-RGo,30,381.3772333333333,NA,NA,NA,NA,NA,NA,NA,NA,560,610,FALSE,0.6810307738095238,NA,NA,0.6252085792349726,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-RGo_FLUXNET_2021-2024_v1.3_r1.zip,10.17190/AMF/2204875,1.0892857142857142,FALSE,FALSE,FALSE
US-RRC,30,1228.6875666666667,NA,NA,NA,NA,NA,NA,NA,NA,1137,1117,FALSE,1.080639900322486,NA,NA,1.09998886899433,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-RRC_FLUXNET_2022-2024_v1.3_r1.zip,10.17190/AMF/2469469,0.9824098504837291,TRUE,FALSE,FALSE
US-Rls,30,1305.950466666667,7,1311.5402857142858,84,3.5994404761904764,1311.5402857142858,84,84,0,375,333,FALSE,3.482534577777778,0.9957379738094932,0.9957379738094932,3.921773173173173,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Rls_FLUXNET_2014-2023_v1.3_r1.zip,10.17190/AMF/2229387,0.888,FALSE,FALSE,FALSE
US-Rms,30,1484.0106,7,1506.3335714285713,84,4.132892857142857,1506.3335714285713,84,84,0,448,800,FALSE,3.312523660714286,0.9851805922327014,0.9851805922327014,1.85501325,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Rms_FLUXNET_2014-2023_v1.3_r1.zip,10.17190/AMF/1881587,1.7857142857142858,FALSE,TRUE,TRUE
US-Ro1,30,812.8240000000001,13,789.1563846153846,8,2.7455,1005.477,156,8,0.9487179487179488,768,879,FALSE,1.0583645833333335,1.0299910332679505,0.8083964128468379,0.9247144482366326,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Ro1_FLUXNET_2004-2016_v1.3_r1.zip,10.17190/AMF/1881588,1.14453125,FALSE,FALSE,FALSE
US-Ro2,30,823.6855333333333,9,828.0791111111112,8,2.78225,1018.938,108,8,0.925925925925926,768,879,FALSE,1.072507204861111,0.9946942535817832,0.8083764991916419,0.9370711414486158,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Ro2_FLUXNET_2008-2016_v1.3_r1.zip,10.17190/AMF/2204876,1.14453125,FALSE,FALSE,FALSE
US-Ro3,30,805.9235333333334,4,719.9982500000001,NA,NA,NA,48,0,1,768,879,FALSE,1.0493796006944445,1.1193409613611327,NA,0.9168640879787636,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Ro3_FLUXNET_2004-2007_v1.3_r1.zip,10.17190/AMF/2469468,1.14453125,FALSE,FALSE,FALSE
US-Ro4,30,779.9887,7,947.0602857142856,12,2.4111666666666665,878.1599999999999,84,12,0.8571428571428572,766,879,FALSE,1.0182620104438642,0.8235892812374895,0.8882079575475996,0.8873591581342435,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Ro4_FLUXNET_2014-2025_v1.3_r1.zip,10.17190/AMF/1881589,1.1475195822454307,FALSE,FALSE,FALSE
US-Ro5,30,753.4834333333333,4,922.38125,NA,NA,NA,48,0,1,766,879,FALSE,0.9836598346388165,0.8168893647104528,NA,0.8572052711414486,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Ro5_FLUXNET_2017-2024_v1.3_r1.zip,10.17190/AMF/1818371,1.1475195822454307,FALSE,FALSE,FALSE
US-Ro6,30,753.4834333333333,4,922.38125,NA,NA,NA,48,0,1,766,879,FALSE,0.9836598346388165,0.8168893647104528,NA,0.8572052711414486,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Ro6_FLUXNET_2017-2024_v1.3_r1.zip,10.17190/AMF/1881590,1.1475195822454307,FALSE,FALSE,FALSE
US-Rpf,30,320.1290666666667,13,332.592,18,0.937,343.3313333333333,156,18,0.8846153846153846,321,450,FALSE,0.9972868120456906,0.9625278619650104,0.9324201888554692,0.711397925925926,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Rpf_FLUXNET_2008-2024_v1.3_r1.zip,10.17190/AMF/2229388,1.4018691588785046,FALSE,FALSE,TRUE
US-Rwe,30,1484.0106,5,1546.0078,60,4.236566666666667,1546.0078,60,60,0,463,800,FALSE,3.2052064794816415,0.9598985205637386,0.9598985205637386,1.85501325,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Rwe_FLUXNET_2003-2007_v1.3_r1.zip,10.17190/AMF/1871143,1.7278617710583153,FALSE,TRUE,TRUE
US-Rwf,30,1484.0106,7,1506.3335714285713,84,4.132892857142857,1506.3335714285713,84,84,0,449,505,FALSE,3.3051461024498887,0.9851805922327014,0.9851805922327014,2.9386348514851486,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Rwf_FLUXNET_2014-2023_v1.3_r1.zip,10.17190/AMF/1881591,1.1247216035634744,FALSE,FALSE,FALSE
US-Rws,30,1305.950466666667,7,1311.5402857142858,84,3.5994404761904764,1311.5402857142858,84,84,0,309,290,FALSE,4.226376914778856,0.9957379738094932,0.9957379738094932,4.503277471264368,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Rws_FLUXNET_2014-2023_v1.3_r1.zip,10.17190/AMF/1881592,0.9385113268608414,FALSE,FALSE,FALSE
US-SD1,30,960.3414666666666,NA,NA,NA,NA,NA,NA,NA,NA,970,946.16,FALSE,0.9900427491408934,NA,NA,1.014988444519602,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-SD1_FLUXNET_2023-2025_v1.3_r1.zip,10.17190/AMF/3027381,0.9754226804123711,FALSE,FALSE,FALSE
US-SHC,30,844.1197,4,996.70175,8,5.148875,1847.5815,48,8,0.8333333333333334,825,827,FALSE,1.023175393939394,0.8469130309041797,0.45687819454784534,1.020700967351874,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-SHC_FLUXNET_2017-2020_v1.3_r1.zip,10.17190/AMF/2571110,1.0024242424242424,TRUE,FALSE,FALSE
US-SP1,30,1706.5929666666666,21,1654.6109523809523,91,4.394945054945055,1609.0550769230772,252,91,0.6388888888888888,1307,1309.77,FALSE,1.3057329507778628,1.0314164572710662,1.0606181175165903,1.3029714886328645,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-SP1_FLUXNET_2000-2020_v1.3_r1.zip,10.17190/AMF/2469470,1.0021193573068095,TRUE,FALSE,FALSE
US-SRC,30,327.47316666666666,7,297.53242857142857,8,1.70425,624.1995000000001,84,8,0.9047619047619048,395,330,FALSE,0.8290459915611814,1.1006301674039212,0.5246290115046017,0.9923429292929292,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-SRC_FLUXNET_2008-2014_v1.3_r1.zip,10.17190/AMF/1871145,0.8354430379746836,FALSE,FALSE,FALSE
US-SRG,30,434.6741,13,411.3008461538462,2,0.762,272.18399999999997,156,2,0.9871794871794872,566,420,FALSE,0.7679754416961131,1.0568276337496547,1.5969862299033009,1.0349383333333333,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-SRG_FLUXNET_2008-2025_v1.3_r1.zip,10.17190/AMF/2204877,0.7420494699646644,FALSE,FALSE,FALSE
US-SRM,30,378.2395,17,350.10229411764703,NA,NA,NA,204,0,1,474,380,FALSE,0.7979736286919832,1.080368527584963,NA,0.995367105263158,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-SRM_FLUXNET_2004-2025_v1.3_r1.zip,10.17190/AMF/2475756,0.8016877637130801,FALSE,FALSE,FALSE
US-SRS,30,409.9934,8,403.030875,4,0.22625,79.44,96,4,0.9583333333333334,474,388,FALSE,0.8649649789029537,1.0172754134531257,5.161044813695871,1.0566840206185568,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-SRS_FLUXNET_2011-2018_v1.3_r1.zip,10.17190/AMF/2204878,0.8185654008438819,FALSE,FALSE,FALSE
US-SSH,30,934.9181666666668,5,1106.3652,NA,NA,NA,60,0,1,989,1050,FALSE,0.9453166498146276,0.8450357681773313,NA,0.890398253968254,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-SSH_FLUXNET_2016-2021_v1.3_r1.zip,10.17190/AMF/2469471,1.0616784630940344,FALSE,FALSE,TRUE
US-Sag,30,22.827066666666667,1,29.215,8,0.049875,18.295499999999997,12,8,0.33333333333333337,179,121,FALSE,0.12752551210428306,0.7813474813166752,1.247687500569357,0.1886534435261708,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Sag_FLUXNET_1996-1996_v1.3_r1.zip,10.17190/AMF/2571113,0.6759776536312849,FALSE,FALSE,FALSE
US-Seg,30,252.56323333333333,14,229.2787142857143,19,0.6377894736842106,234.4642105263158,168,19,0.8869047619047619,255,273.304,FALSE,0.9904440522875816,1.1015555199712224,1.0771931151726293,0.924111002156329,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Seg_FLUXNET_2007-2025_v1.3_r1.zip,10.17190/AMF/1984572,1.0717803921568627,FALSE,FALSE,FALSE
US-Ses,30,253.19693333333333,14,215.72985714285716,13,0.5239230769230769,191.196,168,13,0.9226190476190476,248,275.082,FALSE,1.020955376344086,1.173675895801782,1.324279447966136,0.9204416622437432,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Ses_FLUXNET_2007-2025_v1.3_r1.zip,10.17190/AMF/1984573,1.1092016129032258,FALSE,FALSE,FALSE
US-Slt,30,1059.4663,16,1096.34725,72,3.1406666666666667,1147.9741666666666,192,72,0.625,1162,1138,FALSE,0.9117610154905336,0.9663601564194192,0.9229008202129984,0.930989718804921,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Slt_FLUXNET_2005-2022_v1.3_r1.zip,10.17190/AMF/2571104,0.9793459552495697,FALSE,FALSE,FALSE
US-Sne,30,338.2771666666667,5,355.589,4,2.0145,743.967,60,4,0.9333333333333332,340,311,FALSE,0.9949328431372548,0.9513150481782808,0.45469377898034014,1.087707931404073,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Sne_FLUXNET_2016-2020_v1.3_r1.zip,10.17190/AMF/1871144,0.9147058823529411,FALSE,FALSE,FALSE
US-Srr,30,1963.2860333333333,4,1973.8805,48,5.4573125000000005,1973.8805,48,48,0,530,326,FALSE,3.704313270440251,0.99463267068768,0.9946326706876802,6.022349795501023,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Srr_FLUXNET_2014-2017_v1.3_r1.zip,10.17190/AMF/2229389,0.6150943396226415,FALSE,FALSE,FALSE
US-StJ,30,564.8426,6,640.5518333333333,NA,NA,NA,72,0,1,1133,1121,FALSE,0.49853715798764336,0.8818062342599908,NA,0.5038738626226583,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-StJ_FLUXNET_2015-2020_v1.3_r1.zip,10.17190/AMF/2229390,0.9894086496028244,TRUE,FALSE,FALSE
US-Syv,30,3158.2599666666665,20,3175.6881,240,8.680029166666667,3175.6881,240,240,0,836,826,FALSE,3.777822926634769,0.9945120135276088,0.9945120135276088,3.823559281678773,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Syv_FLUXNET_2001-2025_v1.3_r1.zip,10.17190/AMF/2204879,0.9880382775119617,TRUE,FALSE,FALSE
US-TKs,30,216.66003333333333,3,273.61766666666665,1,0.212,78.864,36,1,0.9722222222222222,236,316,FALSE,0.918050988700565,0.7918349570507752,2.7472615303983225,0.6856330168776371,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-TKs_FLUXNET_2018-2025_v1.3_r1.zip,10.17190/AMF/3027378,1.3389830508474576,FALSE,FALSE,FALSE
US-TLR,30,1.0004666666666666,NA,NA,NA,NA,NA,NA,NA,NA,1276,469.4,FALSE,7.840647857889236e-4,NA,NA,0.00213137338446243,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-TLR_FLUXNET_2024-2024_v1.3_r1.zip,10.17190/AMF/3027363,0.3678683385579937,FALSE,FALSE,FALSE
US-TaS,30,3536.1759333333334,4,4573.9965,48,12.486875,4573.9965,48,48,0,1257,986.8,FALSE,2.813186900026518,0.7731042062085822,0.7731042062085822,3.58347784083232,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-TaS_FLUXNET_2017-2023_v1.3_r1.zip,10.17190/AMF/3365274,0.7850437549721558,FALSE,FALSE,FALSE
US-Ton,30,607.5981333333333,20,578.5534,240,1.5922791666666667,578.5534,240,240,0,623,559,FALSE,0.9752779026217228,1.0502023379921943,1.0502023379921943,1.0869376267143709,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Ton_FLUXNET_2001-2025_v1.3_r1.zip,10.17190/AMF/2204880,0.8972712680577849,FALSE,FALSE,FALSE
US-Tw1,30,1717.7816666666663,10,1555.629,120,4.285516666666666,1555.629,120,120,0,370,421,FALSE,4.6426531531531525,1.1042360785680048,1.1042360785680048,4.080241488519398,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Tw1_FLUXNET_2011-2023_v1.3_r1.zip,10.17190/AMF/1832165,1.1378378378378378,FALSE,FALSE,FALSE
US-Tw2,30,1717.7816666666663,2,1179.8655,24,3.2242916666666668,1179.8655,24,24,0,370,421,FALSE,4.6426531531531525,1.4559131245609491,1.455913124560949,4.080241488519398,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Tw2_FLUXNET_2012-2013_v1.3_r1.zip,10.17190/AMF/1881593,1.1378378378378378,FALSE,FALSE,FALSE
US-Tw3,30,265.85970000000003,6,232.09633333333332,58,0.6925172413793104,251.04703448275865,72,58,0.1944444444444444,370,421,FALSE,0.7185397297297298,1.1454713488221129,1.0590035470753936,0.6314957244655582,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Tw3_FLUXNET_2013-2018_v1.3_r1.zip,10.17190/AMF/1881594,1.1378378378378378,FALSE,FALSE,FALSE
