site_id,n_years_era5,map_era5,n_years_pf_all,map_pf_allmonths,n_months_qc0,map_pf_qc0_monthly_mean,map_pf_qc0_annualized,n_months_total,n_qc0,frac_filled,bio12_mm,badm_map_mm,excluded,ratio_to_bio12,ratio_to_pf_allmonths,ratio_to_pf_qc0,ratio_to_badm_map,too_few_qc0_months,implausible_raw,data_hub,product_source_network,oneflux_code_version,fluxnet_product_name,product_id,factor_estimate,n_refs,nearest_cluster,group,was_in_original_26,kg_class_current,currently_classified,temporal_resolution,location_lat,location_long,n_months_qc_ge_0.9,has_measured_precip,factor_applied,map_era5_corrected,n_genuine_months,map_gauge,has_gauge,ratio_corrected_to_gauge
US-PFc,30,3162.7420666666667,1,3818.912,12,10.492583333333334,3818.912,12,12,0,829,823,FALSE,3.815129151588259,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFc_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2469455,3.829036062225883,2,4,clustered_4x_8x,FALSE,Dfb,TRUE,HH,45.9677,-90.3088,0,FALSE,4,790.6855166666667,NA,NA,FALSE,NA
US-PFd,30,3162.7420666666667,1,3818.912,12,10.492583333333334,3818.912,12,12,0,829,823,FALSE,3.815129151588259,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFd_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2469456,3.829036062225883,2,4,clustered_4x_8x,FALSE,Dfb,TRUE,HH,45.9689,-90.301,0,FALSE,4,790.6855166666667,NA,NA,FALSE,NA
US-PFf,30,3162.7420666666667,1,3818.912,12,10.492583333333334,3818.912,12,12,0,825,823,FALSE,3.833626747474747,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFf_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/3027335,3.8382848601691273,2,4,clustered_4x_8x,FALSE,Dfb,TRUE,HH,45.9458,-90.2944,0,FALSE,4,790.6855166666667,NA,NA,FALSE,NA
US-PFg,30,3162.7420666666667,1,3818.912,12,10.492583333333334,3818.912,12,12,0,828,823,FALSE,3.8197367954911434,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFg_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2571124,3.8313398841773254,2,4,clustered_4x_8x,FALSE,Dfb,TRUE,HH,45.9735,-90.2723,0,FALSE,4,790.6855166666667,NA,NA,FALSE,NA
US-PFh,30,3162.7420666666667,1,3818.912,12,10.492583333333334,3818.912,12,12,0,827,823,FALSE,3.824355582426441,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFh_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2571125,3.833649277644974,2,4,clustered_4x_8x,FALSE,Dfb,TRUE,HH,45.9557,-90.2406,0,FALSE,4,790.6855166666667,NA,NA,FALSE,NA
US-PFi,30,3162.7420666666667,1,3818.912,12,10.492583333333334,3818.912,12,12,0,834,823,FALSE,3.792256674660272,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFi_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2571126,3.8175998237618898,2,4,clustered_4x_8x,FALSE,Dfb,TRUE,HH,45.9749,-90.2327,0,FALSE,4,790.6855166666667,NA,NA,FALSE,NA
US-PFj,30,3162.7420666666667,1,3818.912,12,10.492583333333334,3818.912,12,12,0,834,823,FALSE,3.792256674660272,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFj_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2571127,3.8175998237618898,2,4,clustered_4x_8x,FALSE,Dfb,TRUE,HH,45.9619,-90.227,0,FALSE,4,790.6855166666667,NA,NA,FALSE,NA
US-PFk,30,3162.7420666666667,1,3818.912,12,10.492583333333334,3818.912,12,12,0,817,823,FALSE,3.871165320277438,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFk_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2469457,3.857054146570473,2,4,clustered_4x_8x,FALSE,Dfb,TRUE,HH,45.9149,-90.3425,0,FALSE,4,790.6855166666667,NA,NA,FALSE,NA
US-PFm,30,3162.7420666666667,1,3818.912,12,10.492583333333334,3818.912,12,12,0,825,823,FALSE,3.833626747474747,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFm_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2469459,3.8382848601691273,2,4,clustered_4x_8x,FALSE,Dfb,TRUE,HH,45.9207,-90.3099,0,FALSE,4,790.6855166666667,NA,NA,FALSE,NA
US-PFn,30,3162.7420666666667,1,3818.912,12,10.492583333333334,3818.912,12,12,0,824,823,FALSE,3.838279207119741,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFn_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2469460,3.840611089991624,2,4,clustered_4x_8x,FALSE,Dfb,TRUE,HH,45.9392,-90.2823,0,FALSE,4,790.6855166666667,NA,NA,FALSE,NA
US-PFp,30,3162.7420666666667,1,3818.912,12,10.492583333333334,3818.912,12,12,0,824,823,FALSE,3.838279207119741,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFp_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2469461,3.840611089991624,2,4,clustered_4x_8x,FALSE,Dfb,TRUE,HH,45.9365,-90.2641,0,FALSE,4,790.6855166666667,NA,NA,FALSE,NA
US-PFq,30,3162.7420666666667,1,3818.912,12,10.492583333333334,3818.912,12,12,0,827,823,FALSE,3.824355582426441,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFq_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2469462,3.833649277644974,2,4,clustered_4x_8x,FALSE,Dfb,TRUE,HH,45.9271,-90.2475,0,FALSE,4,790.6855166666667,NA,NA,FALSE,NA
US-PFr,30,3162.7420666666667,1,3818.912,12,10.492583333333334,3818.912,12,12,0,827,823,FALSE,3.824355582426441,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFr_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2571128,3.833649277644974,2,4,clustered_4x_8x,FALSE,Dfb,TRUE,HH,45.9245,-90.2475,0,FALSE,4,790.6855166666667,NA,NA,FALSE,NA
US-PFt,30,3162.7420666666667,1,3818.912,12,10.492583333333334,3818.912,12,12,0,827,823,FALSE,3.824355582426441,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFt_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2469463,3.833649277644974,2,4,clustered_4x_8x,FALSE,Dfb,TRUE,HH,45.9197,-90.2288,0,FALSE,4,790.6855166666667,NA,NA,FALSE,NA
US-PLo,30,4001.626133333333,NA,NA,NA,NA,NA,NA,NA,NA,1098,1262,FALSE,3.644468245294475,NA,NA,3.170860644479662,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PLo_FLUXNET_2022-2023_v1.3_r1.zip,10.17190/AMF/3027350,3.4076644448870685,2,4,clustered_4x_8x,FALSE,Dfb,TRUE,HH,42.7496,-70.9157,NA,FALSE,4,1000.4065333333333,NA,NA,FALSE,NA
US-Rls,30,1305.950466666667,7,1311.5402857142858,84,3.5994404761904764,1311.5402857142858,84,84,0,375,333,FALSE,3.482534577777778,0.9957379738094932,0.9957379738094932,3.921773173173173,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Rls_FLUXNET_2014-2023_v1.3_r1.zip,10.17190/AMF/2229387,3.7021538754754753,2,4,clustered_4x_8x,FALSE,Dsb,TRUE,HH,43.1439,-116.7356,0,FALSE,4,326.4876166666667,NA,NA,FALSE,NA
US-Rws,30,1305.950466666667,7,1311.5402857142858,84,3.5994404761904764,1311.5402857142858,84,84,0,309,290,FALSE,4.226376914778856,0.9957379738094932,0.9957379738094932,4.503277471264368,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Rws_FLUXNET_2014-2023_v1.3_r1.zip,10.17190/AMF/1881592,4.364827193021612,2,4,clustered_4x_8x,FALSE,Dsb,TRUE,HH,43.1675,-116.7132,0,FALSE,4,326.4876166666667,NA,NA,FALSE,NA
US-Syv,30,3158.2599666666665,20,3175.6881,240,8.680029166666667,3175.6881,240,240,0,836,826,FALSE,3.777822926634769,0.9945120135276088,0.9945120135276088,3.823559281678773,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Syv_FLUXNET_2001-2025_v1.3_r1.zip,10.17190/AMF/2204879,3.800691104156771,2,4,clustered_4x_8x,FALSE,Dfb,TRUE,HH,46.2421,-89.3459,0,FALSE,4,789.5649916666666,NA,NA,FALSE,NA
US-Tw1,30,1717.7816666666663,10,1555.629,120,4.285516666666666,1555.629,120,120,0,370,421,FALSE,4.6426531531531525,1.1042360785680048,1.1042360785680048,4.080241488519398,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Tw1_FLUXNET_2011-2023_v1.3_r1.zip,10.17190/AMF/1832165,4.361447320836275,2,4,clustered_4x_8x,FALSE,Csb,TRUE,HH,38.1074,-121.6469,0,FALSE,4,429.4454166666666,NA,NA,FALSE,NA
US-Tw2,30,1717.7816666666663,2,1179.8655,24,3.2242916666666668,1179.8655,24,24,0,370,421,FALSE,4.6426531531531525,1.4559131245609491,1.455913124560949,4.080241488519398,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Tw2_FLUXNET_2012-2013_v1.3_r1.zip,10.17190/AMF/1881593,4.361447320836275,2,4,clustered_4x_8x,FALSE,Csb,TRUE,HH,38.0969,-121.6365,0,FALSE,4,429.4454166666666,NA,NA,FALSE,NA
US-Tw5,30,1717.7816666666663,2,1974.0335,24,5.4442916666666665,1974.0335,24,24,0,370,421,FALSE,4.6426531531531525,0.8701887109143116,0.8701887109143115,4.080241488519398,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Tw5_FLUXNET_2018-2019_v1.3_r1.zip,10.17190/AMF/1881595,4.361447320836275,2,4,clustered_4x_8x,FALSE,Csb,TRUE,HH,38.1072,-121.6426,0,FALSE,4,429.4454166666666,NA,NA,FALSE,NA
US-UMd,30,3229.198833333334,14,3326.909,168,9.092166666666667,3326.9089999999997,168,168,0,793,803,FALSE,4.072129676334594,0.9706303458655868,0.9706303458655868,4.021418223329182,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-UMd_FLUXNET_2007-2025_v1.3_r1.zip,10.17190/AMF/1881597,4.046773949831888,2,4,clustered_4x_8x,FALSE,Dfb,TRUE,HH,45.5625,-84.6975,0,FALSE,4,807.2997083333335,NA,NA,FALSE,NA
US-UTJ,30,824.7116,NA,NA,NA,NA,NA,NA,NA,NA,212,196.85,FALSE,3.8901490566037737,NA,NA,4.189543307086614,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-UTJ_FLUXNET_2024-2025_v1.3_r1.zip,10.17190/AMF/2571150,4.039846181845194,2,4,clustered_4x_8x,FALSE,Dsa,TRUE,HH,37.2818,-109.5348,NA,FALSE,4,206.1779,NA,NA,FALSE,NA
US-UTW,30,822.7638333333333,NA,NA,NA,NA,NA,NA,NA,NA,228,225.22,FALSE,3.6086133040935673,NA,NA,3.6531561732232185,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-UTW_FLUXNET_2021-2024_v1.3_r1.zip,10.17190/AMF/3027344,3.630884738658393,2,4,clustered_4x_8x,FALSE,Dsa,TRUE,HH,39.4453,-110.7288,NA,FALSE,4,205.69095833333333,NA,NA,FALSE,NA
US-UiA,30,3837.7169,13,3941.58276923077,156,10.799826923076925,3941.58276923077,156,156,0,1015,1051,FALSE,3.781001871921182,0.9736486900537572,0.9736486900537572,3.6514908658420553,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-UiA_FLUXNET_2008-2024_v1.3_r1.zip,10.17190/AMF/3027336,3.7162463688816185,2,4,clustered_4x_8x,FALSE,Dfa,TRUE,HH,40.0646,-88.1961,0,FALSE,4,959.429225,NA,NA,FALSE,NA
US-UiB,30,3837.7169,13,3941.58276923077,156,10.799826923076925,3941.58276923077,156,156,0,1015,1051,FALSE,3.781001871921182,0.9736486900537572,0.9736486900537572,3.6514908658420553,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-UiB_FLUXNET_2008-2024_v1.3_r1.zip,10.17190/AMF/3027337,3.7162463688816185,2,4,clustered_4x_8x,FALSE,Dfa,TRUE,HH,40.0628,-88.1984,0,FALSE,4,959.429225,NA,NA,FALSE,NA
US-UiC,30,3837.7169,13,3941.58276923077,156,10.799826923076925,3941.58276923077,156,156,0,1015,1051,FALSE,3.781001871921182,0.9736486900537572,0.9736486900537572,3.6514908658420553,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-UiC_FLUXNET_2008-2024_v1.3_r1.zip,10.17190/AMF/3027338,3.7162463688816185,2,4,clustered_4x_8x,FALSE,Dfa,TRUE,HH,40.0628,-88.1961,0,FALSE,4,959.429225,NA,NA,FALSE,NA
US-UiD,30,3837.7169,13,3941.58276923077,156,10.799826923076925,3941.58276923077,156,156,0,1015,1051,FALSE,3.781001871921182,0.9736486900537572,0.9736486900537572,3.6514908658420553,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-UiD_FLUXNET_2008-2024_v1.3_r1.zip,10.17190/AMF/3027339,3.7162463688816185,2,4,clustered_4x_8x,FALSE,Dfa,TRUE,HH,40.0646,-88.1985,0,FALSE,4,959.429225,NA,NA,FALSE,NA
US-WT1,30,1763.8166333333334,NA,NA,NA,NA,NA,NA,NA,NA,491,482,FALSE,3.5922945689069925,NA,NA,3.65937060857538,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-WT1_FLUXNET_2023-2024_v1.3_r1.zip,10.17190/AMF/3027361,3.6258325887411864,2,4,clustered_4x_8x,FALSE,Cfa,TRUE,HH,34.3674,-101.8154,NA,FALSE,4,440.95415833333334,NA,NA,FALSE,NA
