site_id,location_lat,location_long,diff,axis,biomass_percentile
DE-Gwg,47.570835,11.032604,248.23712231445313,nee,76.36
DE-GsB,52.029648,11.10478,130.65723348999023,nee,25.080000000000002
DE-Gri,50.950005,13.512533,38.38515444335937,nee,93.8
DE-Geb,51.09973,10.91463,270.8676533203125,nee,9.24
DE-Fen,47.832905,11.060701,275.6941223144531,nee,30.48
DE-Brs,52.29663,10.44871,282.1489217224121,nee,61.839999999999996
DE-Amv,52.1757,6.95537,-5.039437194824217,nee,51.559999999999995
CZ-wet,49.02465,14.77035,-3.798016595458982,nee,47.56
CZ-Lnz,48.68155,16.946331,454.7290793151856,nee,99.48
CZ-BK1,49.502075,18.536882,752.2742786865234,nee,98.24000000000001
CH-Dav,46.81533,9.85591,158.00818508911132,nee,59.8
CD-Ygb,0.814444,24.502472,234.56967013549803,nee,22.88
BE-Vie,50.304962,5.998099,381.7342024536133,nee,81.72
BE-Maa,50.97987,5.631851,-37.90384120483398,nee,41.88
BE-Lon,50.55162,4.746234,350.07067788696287,nee,15.959999999999999
BE-Dor,50.311874,4.968113,53.95475263061523,nee,69.88
BE-Bra,51.30761,4.51984,75.35959213256837,nee,96.12
VU-Coc,-15.444423,167.19131,236.93798486328126,nee,69.16
ML-Kem,15.2875,-1.543056,556.6123215026855,nee,96.28
KE-Mkt,-3.425859,38.140663,318.5858018798828,nee,38.72
KE-Kpt,-1.6141866,37.13311,110.75962017822266,nee,20.119999999999997
ID-JOP,-1.69306,103.39139,690.9535617065429,nee,3.2800000000000002
CR-AqC,9.938369,-83.7289,758.8948672485352,nee,19.84
CN-Sb2,42.39117,117.37017,1218.345755004883,nee,91.28
CN-Sb1,42.40907,117.31461,1790.7857550048827,nee,82.12
BW-Gum,-18.964722,22.37111,140.4480535888672,nee,89.36
BJ-Nhu,9.74,1.6,129.1928497314453,nee,46.48
BJ-Db1,6.607338,2.543043,1088.9609237670898,nee,75.08
BJ-Bfg,9.791,1.718,634.3853497314453,nee,99.8
ZM-Mon,-15.4391,23.2525,4.407325329589838,nee,36.24
UK-HpF,52.24809,-0.0498267,136.68903540039062,nee,60.519999999999996
UK-HgF,52.552177,0.515057,103.03164697265626,nee,70.76
UK-Gwr,54.85464,-5.988278,111.05629223632812,nee,95.64
UK-Gnn,54.96185,-6.760763,62.48831280517578,nee,82.72
UK-GaB,55.10994,-6.529928,54.318845303344716,nee,91.44
UK-Cvn,52.43339,0.162177,-38.949096893310546,nee,17.44
UK-CCr,52.2542,-3.93357,70.04917465209961,nee,21.2
UK-BnB,54.82326,-6.66984,88.05806280517578,nee,91.92
SN-Nkr,14.49581,-16.45357,265.78766049194337,nee,93.96
SN-Dhr,15.40256,-15.43214,121.78445281372069,nee,99.83999999999999
SE-Trb,64.180916,19.837284,54.596746148681646,nee,70.56
SE-St1,68.35415,19.050333,112.11398847961425,nee,94.28
SE-Srj,64.17498,19.56381,-29.13745385131836,nee,30.4
SE-Ros,64.16522,19.79074,244.55214614868163,nee,80.92
SE-Hmr,64.15955,19.551497,-10.625553851318358,nee,53.64
SE-HfM,64.15955,19.551497,-10.75620385131836,nee,53.64
SD-Dem,13.2829,30.4783,108.10971106567382,nee,74.6
RU-Fyo,56.46153,32.922085,-10.007021063232422,nee,90
RU-Fy4,56.4727,33.0413,119.03369381713867,nee,3
RU-Fy2,56.4476,32.90188,-1.9416210632324251,nee,81.6
RU-Che,68.61304,161.34143,1.710395611572265,nee,68.28
RU-Ch2,68.61689,161.35089,72.58569561157226,nee,79.52
PA-SPs,9.31378,-79.63143,452.3283966979981,nee,35.76
PA-SPn,9.31814,-79.6346,472.58939669799804,nee,35.76
NO-Ikr,69.34,25.3,-26.19940563232422,nee,11.200000000000001
NO-Fns,60.59384,7.5271025,-11.003149291992187,nee,93.47999999999999
NO-And,69.1422,16.01975,-9.842762814331055,nee,91.03999999999999
NL-Vkp,51.980934,5.618825,13.803804595947263,nee,0.2
NL-Hrw,51.972466,5.641228,-37.07589540405273,nee,46.32
IT-SRo,43.72786,10.284445,340.8078620300293,nee,75.6
IT-Ro2,42.39026,11.92093,690.4816237792968,nee,92.52
IT-Ro1,42.40812,11.93001,156.91312377929688,nee,86.16
IT-PT1,45.20087,9.061039,395.2200820617676,nee,97.64
IT-NiG,45.51919,7.171434,-4.160284759521488,nee,42.8
IT-MtP,46.684284,10.5851755,99.804216506958,nee,80.04
IT-MtM,46.687134,10.579597,357.71521650695803,nee,73.68
IT-Lav,45.9562,11.28132,1837.259326171875,nee,76.64
IT-Cpz,41.70525,12.376106,405.45382902526853,nee,98.64
IT-CA3,42.38,12.0222,379.7812645263672,nee,4.72
IT-CA2,42.37722,12.026039,-26.665035473632813,nee,4.72
IT-CA1,42.38041,12.026561,262.8557645263672,nee,13.4
IT-BsB,45.11823,7.161995,606.6017270202636,nee,76.32
IT-Arz,45.61902,10.00228,-17.527135247802732,nee,21.12
IL-Yat,31.345045,35.051987,64.53250621032714,nee,99.83999999999999
IE-CaN,52.85879,-6.918136,27.572776910400393,nee,77.08
FR-Nzn,48.005814,-2.81721,97.65148812866212,nee,26.16
FR-Mau,43.385,1.29306,112.45298706054689,nee,71.96000000000001
FR-LBr,44.71711,-0.7693,237.9078360595703,nee,70.67999999999999
FI-Sar,63.15143,27.199064,82.84136264038086,nee,68.44
FI-Ruk,64.68398,25.106318,260.87622787475584,nee,43.64
FI-Rk2,61.182884,25.262684,220.61657266235352,nee,87.2
FI-Qvd,60.295242,22.391607,128.36920028686524,nee,68.2
FI-Pap,63.13806,27.246117,26.566462640380863,nee,35.08
FI-Nsv,62.8639,24.08382,-27.37990318603515,nee,11.32
FI-Jok,60.8986,23.51345,71.62936635131835,nee,11.48
ES-Yst,38.338932,-2.3506052,216.86005767822263,nee,82.16
ES-VDA,42.15111,1.4473800000000001,27.088477996826185,nee,54.279999999999994
ES-Srn,40.15047,-0.8380832,-4.98874193115234,nee,24.240000000000002
ES-Pzb,38.362118,-4.767329,-7.927849985351557,nee,29.160000000000004
ES-Pdu,37.016975,-3.609228,140.79445819091796,nee,78.64
ES-Mzn,40.089497,-0.827409,-0.27224193115234385,nee,28.84
ES-MtB,37.020206,-6.5544033,365.68560623168946,nee,72
ES-Mcd,39.58819,-0.39969,176.02264804077146,nee,42.76
ES-LgS,37.097935,-2.965833,60.919837011718755,nee,77.32
ES-LM2,39.934593,-5.775881,-23.58653833496094,nee,49.36
ES-LM1,39.94269,-5.778683,-19.456243334960938,nee,54.84
ES-LJu,36.926594,-2.752115,-12.520252197265625,nee,92.36
ES-Hen,38.411087,-1.697534,93.22024664306642,nee,45.4
ES-HeB,38.40475,-1.726215,163.7962466430664,nee,38.72
ES-FtD,36.99854,-6.434575,116.30174145507812,nee,70.52000000000001
ES-Crg,39.11926,-0.95852,202.61281460571288,nee,26.640000000000004
ES-Amo,36.833405,-2.2522173,116.65101928710936,nee,61.760000000000005
ES-Agu,36.939384,-2.034044,74.76311928710938,nee,61.760000000000005
ES-Abr,38.70184,-6.785881,-6.154093658447266,nee,6.4799999999999995
EE-Stg,58.023636,26.070753,93.75526257324219,nee,97.36
EE-Rng,57.913143,26.694048,228.2782227783203,nee,25.36
EE-Pts,58.562298,24.369932,-54.44002846069336,nee,3.2
DK-Eng,55.69053,12.19175,50.38850827636719,nee,34.4
DE-Zrk,53.875942,12.88901,23.862770776367185,nee,29.880000000000003
DE-Spw,51.89225,14.03369,398.09239614868164,nee,98.8
DE-SfS,47.80629,11.32757,373.80612231445315,nee,50.88
DE-Seh,50.870625,6.449653,237.90270816040038,nee,3.6799999999999997
DE-SbM,51.764927,10.51799,267.83114233398436,nee,62.480000000000004
DE-RuM,50.929787,6.2969923,328.1512081604004,nee,5.76
DE-RuC,50.5031,6.336,38.94450816040039,nee,94.64
DE-Rns,51.494953,9.932118,345.01906314086915,nee,14.16
DE-Obe,50.7864,13.72168,170.90855444335938,nee,98.64
DE-Lnf,51.328217,10.3678,550.0200350341797,nee,91.47999999999999
DE-Lkb,49.099617,13.3046665,181.97808193969726,nee,45.64
DE-Hte,54.213055,12.179944,151.99162854003907,nee,77.60000000000001
DE-Hdn,53.86825,13.268543,281.05346087646484,nee,0.4
DE-Akm,53.86617,13.68342,0.7550352111816423,nee,75.48
CZ-Stn,49.035976,17.9699,224.84857620239256,nee,91.84
CZ-RAJ,49.44372,16.696512,406.66670614624024,nee,57.99999999999999
CZ-LnG,48.704224,16.926247,16.47537931518555,nee,88.28
CZ-KrP,49.573257,15.078773,55.20690563964844,nee,44.440000000000005
CZ-BK2,49.49443,18.54285,-24.159247751464846,nee,89.60000000000001
CH-Tnk,47.48058,8.911775,225.08456912231446,nee,33.2
CH-Rtb,47.3804,8.9934,434.33956912231446,nee,43
CH-Rh2,47.3,9.5,290.71631692504883,nee,30.080000000000002
CH-Rh1,47.3,9.5,15.385716925048825,nee,30.080000000000002
CH-Oe3,47.28542,7.732438,231.7014313659668,nee,17.44
CH-Oe2,47.286415,7.73375,53.20593136596679,nee,17.44
CH-Oe1,47.28583,7.731944,257.8284313659668,nee,17.44
CH-Lae,47.478333,8.364389,138.90872766113282,nee,99.96000000000001
CH-Fru,47.115833,8.537778,340.0765691223145,nee,33.2
CH-Crs,47.0436,7.0475,38.844330865478504,nee,13.56
CH-Cha,47.21022,8.410444,-2.437632338867189,nee,30.4
CH-Aws,46.58311,9.790639,264.73968508911133,nee,52.800000000000004
BE-Lcr,51.11218,3.85043,248.13902661132812,nee,63.959999999999994
AT-PsM,47.58145,14.347197,-16.671308648681638,nee,25.040000000000003
AT-Nsd,47.76914,16.758492,110.492859375,nee,55.96
AT-Neu,47.116318,11.320229,420.5546965942383,nee,45.24
AT-Mmg,47.316563,10.970089,175.26877029418947,nee,93.8
CN-Zha,38.97514,100.4464,587.4926607055664,nee,82.8
CN-Yuc,36.8287,116.5701,507.98945199584955,nee,58.919999999999995
CN-You,38.01419,100.24206,122.91811466979979,nee,59.68
CN-Yan,37.82861,107.49278,219.4486078186035,nee,99.8
CN-YaS,37.70877,107.22655,-31.718127181396483,nee,99.8
CN-Xi2,43.55444,116.6714,121.130795803833,nee,100
CN-Wnb,40.42876,106.74229,0.2667540222167961,nee,95.92
CN-Sdq,42.00119,101.13741,229.10837656617164,nee,94.24
CN-Nmn,42.94611,120.72694,406.93578495788574,nee,95.88
CN-Mxn,31.6948,103.8951,1143.8597720336913,nee,69.67999999999999
CN-Lch,37.88936,114.69289,670.5351550598144,nee,58.84
CN-Jzh,41.14806,121.20167,438.0819700927734,nee,62.72
CN-Jng,37.83869,101.1145,150.45739926147462,nee,91.36
CN-Huz,38.76519,100.3186,215.86366070556642,nee,60
CN-HeM,41.99029,101.13349,365.6408390800953,nee,98.48
CN-HeD,42.1135,100.9872,16.723678294324873,nee,99.68
CN-HaW,37.607655,101.32899,361.3743992614746,nee,91.36
CN-Ha2,37.6086,101.3269,275.8863992614746,nee,91.36
CN-GuT,34.35481,100.4872,140.98365278625488,nee,99.48
CN-Erg,50.1869,119.3889,12.289266119384763,nee,97.6
CN-Dzo,19.546,109.475,798.5558669433593,nee,94
CN-Du2,42.0467,116.2836,82.61430422973633,nee,99.64
CN-Dsh,38.83992,98.9406,273.40065755844114,nee,100
CN-Dmn,38.85551,100.37223,623.9876607055664,nee,78.03999999999999
CN-Din,23.1733,112.5361,609.4838714294433,nee,95.39999999999999
CN-Dda,41.64397,110.33147,83.81946664886476,nee,98.68
CN-Dan,30.4978,91.0664,179.2791428527832,nee,59.96
CN-DaW,30.4691,91.0624,132.3582428527832,nee,59.96
CN-BeO,40.02621,116.39143,-14.663682836914063,nee,40.160000000000004
CN-Ash,24.53806,101.02917,1304.1924282836915,nee,85.52
CN-Aro,38.04734,100.46432,407.8921146697998,nee,59.68
AU-Tum,-35.6566,148.1516,519.4517439575195,nee,41.88
NZ-Kop,-37.387875,175.55389,192.3870513305664,nee,37.2
NZ-ADd,-43.64405,172.35465,96.80129616088868,nee,39.2
AU-Lit,-13.17904,130.79455,354.8597453613281,nee,45.56
AU-Sil,-42.090556,147.0875,-41.87460364990234,nee,83
AU-How,-12.4952,131.15005,656.8718491210938,nee,68.8
AU-Sno,-36.375649,148.43585,246.2515471801758,nee,36.32
NZ-Cla,-43.78628,171.59558,143.41254669189453,nee,89.24
AU-Emr,-23.85872,148.4746,6.349245159912108,nee,27.76
AU-Ctr,-16.103219,145.446922,-2.84622069091796,nee,99.48
NZ-BFu,-43.591833,171.926833,107.98454669189454,nee,14.280000000000001
AU-DaP,-14.0633,131.3181,145.43983227539061,nee,23.36
AU-Rob,-17.11746943,145.6301375,820.6977221679688,nee,71.04
AU-Ya2,-33.620812,150.763284,-6.6577578857422,nee,32.48
AU-Stp,-17.1507,133.3502,69.71829756469727,nee,21.36
AU-Cpr,-34.0027,140.5877,190.03414151000976,nee,41.28
AU-Sam,-27.38806,152.87778,-35.4969634765625,nee,43.68
AU-Rgf,-32.506102,116.966827,-15.444787121582031,nee,7.48
NZ-ADw,-43.64935,172.34952,112.11534616088866,nee,39.2
AU-Fog,-12.5452,131.3072,396.66220050048827,nee,92
AU-Gin,-31.376351,115.71377,362.6841057434082,nee,99.32
NZ-Oxf,-43.2609,172.21588,118.19593490600585,nee,25.6
AU-Fle,-19.887285,146.189138,332.3749391479492,nee,51.44
AU-RDF,-14.563639,132.477567,215.02009808349607,nee,54.36
AU-TTE,-22.287,133.64,-18.85671198852539,nee,38.279999999999994
AU-APL,-36.862222,147.320833,270.44086883544924,nee,2.12
AU-ASM,-22.283,133.249,26.13022368774414,nee,64
AU-DaS,-14.1592,131.3881,341.0018322753906,nee,37.519999999999996
AU-Wrr,-43.09502,146.65452,53.899319732666015,nee,98.6
AU-GWW,-30.1914,120.65417,136.1523910522461,nee,37.84
AU-Boy,-32.477093000000004,116.938559,392.90215548706055,nee,97.8
AU-Wom,-37.422506,144.094046,1249.162171020508,nee,90.36
AU-Cum,-33.615278000000004,150.723611,268.8105421142578,nee,60.28
NZ-BFm,-43.593528,171.929611,336.16754669189453,nee,14.280000000000001
AU-Rig,-36.6499,145.5759,82.52401611328125,nee,21.759999999999998
NZ-Lau,-45.038904,169.681109,1.6935385742187492,nee,88.36
AU-Dry,-15.2588,132.3706,332.77350549316407,nee,75.88000000000001
AU-Ync,-34.9878,146.2908,2.751684246826173,nee,39.04
AU-MvA,-30.543,150.02,65.1266163330078,nee,67.80000000000001
AU-Wel,-32.5727,148.9843,271.64574420166014,nee,75.96000000000001
AU-Ya1,-33.613469,150.734864,-62.901057885742205,nee,43.480000000000004
AU-Lon,-23.52327,144.31042,-14.018592474365231,nee,76.24
AU-Whr,-36.6732,145.0294,291.25030560302736,nee,96.12
AU-Ade,-13.0769,131.1178,193.31704064941408,nee,21.759999999999998
AU-MvB,-30.697,150.09,864.3686163330078,nee,63.239999999999995
AU-Cow,-16.238189,145.42715,723.221479309082,nee,87.36
NZ-ScF,-37.46,175.22,182.60095611572265,nee,27.36
AU-Otw,-38.525,142.81,152.8142936706543,nee,88.75999999999999
AR-CCa,-35.621,-61.3181,-45.10979183847269,et,79.52
AR-CCg,-35.9244,-61.1855,-14.12280476908495,et,52.88
AR-TF1,-54.9733,-66.7335,3.970364270503808,et,32.76
AR-TF2,-54.8269,-68.4549,-3.1848424232302364,et,66.32000000000001
BR-ITA,-23.0604,-48.6467,-90.67428583083563,et,84.36
BR-Ji3,-10.1866,-61.8725,308.93119445264665,et,34.4
BR-Ma2,-2.6091,-60.2093,-32.138150848118585,et,95.84
BR-Npw,-16.498,-56.412,219.89939168785077,et,94.39999999999999
BR-Sa1,-2.8567,-54.9589,145.5138052367347,et,96.36
BR-Sa3,-3.018,-54.9714,78.2531314669643,et,77.92
BR-Xpw,-16.373,-56.461,-86.21512460602685,et,36.8
CA-ARB,52.695,-83.9452,-27.34834039385362,et,41.24
CA-ARF,52.7008,-83.955,-61.23218633671081,et,84.6
CA-Ca1,49.8673,-125.3336,-54.916838686495566,et,37.24
CA-Ca2,49.8705,-125.2909,-165.82892203343437,et,77.16
CA-Ca3,49.5346,-124.9004,-51.36248107275992,et,93.76
CA-Cbo,44.3184,-79.9341,-62.4886735839126,et,96.44
CA-CF3,58.6658,-93.8304,-34.241013795396185,et,64.4
CA-DB2,49.119,-122.9951,-96.8515458063377,et,34.96
CA-DBB,49.1293,-122.9849,-41.70689392062343,et,18.6
CA-DSM,49.0887,-122.8954,87.30959133651947,et,4.279999999999999
CA-EM1,50.3623,-100.2024,134.81453381430958,et,61
CA-EM2,50.3706,-100.5339,110.52684829920281,et,67.08
CA-Gro,48.2167,-82.1556,-6.703672136025148,et,72.84
CA-KLP,51.5902,-81.7684,-90.68674028128987,et,4.68
CA-LP1,55.1119,-122.8414,-34.63762467897004,et,1.24
CA-LU1,59.5951,-117.2862,-46.67639576813616,et,14.799999999999999
CA-Man,55.8796,-98.4808,-46.39727580648116,et,46.760000000000005
CA-Mer,45.4094,-75.5186,-74.61322256392697,et,57.28
CA-Na1,46.4722,-67.1,37.16457736343273,et,39.12
CA-Ojp,53.9163,-104.692,-130.9319198508211,et,37.64
CA-PB2,54.9389,-83.4736,-108.55413254875637,et,59.12
CA-Qc2,49.7598,-74.5711,-19.461490275390645,et,87.72
CA-Qfo,49.6925,-74.3421,-105.44802070981348,et,59.760000000000005
CA-RBM,49.1313,-123.1964,117.13297634399714,et,48.16
CA-SCB,61.3089,-121.2984,50.23718713114636,et,0.52
CA-SCC,61.3079,-121.2992,26.959270918901495,et,0.52
CA-SF1,54.485,-105.8176,52.8664578006298,et,31.240000000000002
CA-SF2,54.2539,-105.8775,-12.674169170798791,et,76
CA-SF3,54.0916,-106.0053,-67.67669044854108,et,69.84
CA-SJ2,53.945,-104.649,-182.6367933365354,et,25.040000000000003
CA-TP1,42.6609,-80.5595,-122.8822436290497,et,82.64
CA-TP3,42.7068,-80.3483,-89.86985474697065,et,98.4
CA-TP4,42.7102,-80.3574,-97.47781247758292,et,99.11999999999999
CA-TPA,42.6947,-80.3487,141.4112874244579,et,92.75999999999999
CA-TPD,42.6353,-80.5577,-160.87694999639672,et,99.83999999999999
CL-ACF,-40.1726,-73.4439,-60.23246088249357,et,77.8
CL-SDF,-41.883,-73.676,134.20129830806763,et,82.32000000000001
CL-SDP,-41.879,-73.666,-2.0682826878507967,et,77.12
CR-Fsc,10.4189,-85.4732,80.85738806253175,et,33.48
MX-Aog,26.9968,-108.7892,116.19011934221146,et,77.03999999999999
MX-Tes,27.8446,-109.2977,-134.65766825092476,et,23.76
PE-QFR,-3.8344,-73.319,-259.67367469167755,et,13.08
PR-xGU,17.9696,-66.8687,-543.8139743564413,et,99.48
PR-xLA,18.0212,-67.0769,8.4821001092153665,et,63.2
US-A03,70.4953,-149.8823,1.5369720082027385,et,66.67999999999999
US-A10,71.3242,-156.6149,23.286585449993623,et,58.52
US-A37,36.3106,-97.928,-171.80834050768487,et,65.68
US-A39,36.3776,-96.069,-174.29171941055483,et,58.440000000000005
US-ABa,27.1301,-81.2011,-333.47337810449596,et,7.88
US-ABb,27.1346,-81.2031,-390.4754201616389,et,7.88
US-ABc,27.1633,-81.1873,-279.77908775347566,et,47.8
US-ABd,27.1699,-81.2152,-337.081249026945,et,3.1199999999999997
US-ABe,27.1656,-81.2161,-103.18984251265942,et,3.1199999999999997
US-ADR,36.7653,-116.6933,-26.6541396195217,et,72.64
US-Akn,33.3825,-81.5653,-135.1342941390784,et,17.72
US-ALQ,46.0308,-89.6067,-46.0755867714206,et,58.24
US-AR1,36.4267,-99.42,-80.84209714987242,et,71.32
US-AR2,36.6358,-99.5975,-151.15626366602362,et,89.03999999999999
US-ARM,36.6058,-97.4888,-61.793086751275496,et,52.72
US-Aud,31.5907,-110.5104,23.203226695224828,et,21.36
US-Bar,44.0646,-71.2881,-148.0907818282446,et,73.11999999999999
US-Bi1,38.0992,-121.4993,482.5801747949299,et,60.56
US-Bi2,38.1091,-121.5351,334.9392397311783,et,42.68
US-BRG,39.2167,-86.5406,8.318004973453526,et,24.68
US-BZB,64.6955,-148.3208,29.703546885718254,et,55.64
US-BZF,64.7013,-148.3121,68.26242585714681,et,82.96
US-BZo,64.6936,-148.33,42.64667111428969,et,73.52
US-CdM,37.5241,-109.7471,44.99764702535077,et,3.2800000000000002
US-Ced,39.8379,-74.3791,60.64375273683038,et,62.8
US-CF1,46.7815,-117.0821,76.11570399146996,et,79.96
US-CF2,46.784,-117.0908,88.99828915065365,et,79.96
US-CF3,46.7551,-117.1261,78.73562882412313,et,79.96
US-CF4,46.7518,-117.1285,96.43364613024556,et,79.96
US-CGG,37.938,-121.9761,16.728314977949594,et,64
US-ChR,35.9311,-84.3324,-73.63261811690052,et,95.6
US-Cms,71.3202,-156.6223,31.450085747136484,et,55.2
US-CMW,31.6637,-110.1777,339.55813642933686,et,79.56
US-Cop,38.09,-109.39,-190.67805230259088,et,24.44
US-CRK,31.4629,-95.3415,21.752904545487922,et,52
US-CRT,41.6285,-83.3471,168.54764626648603,et,61.24000000000001
US-CS2,44.1467,-89.5002,26.66128733966832,et,66.28
US-Cst,33.0442,-91.9204,-101.78957992507969,et,78.84
US-Cwt,35.0592,-83.4275,-30.803443665959776,et,56.720000000000006
US-DFC,43.3448,-89.7117,37.846869867426676,et,28.24
US-Dix,39.9712,-74.4346,-233.22383862643488,et,58.720000000000006
US-Dk1,35.9712,-79.0934,-138.83762137168367,et,90.72
US-Dk2,35.9736,-79.1004,-99.69202865331636,et,97.96000000000001
US-Dk3,35.9782,-79.0942,14.189045224234633,et,90.72
US-Dmg,38.0015,-121.6691,833.5699287760763,et,80.47999999999999
US-DPW,28.0521,-81.4361,97.12827620532528,et,54.16
US-DS1,38.1335,-121.539,433.25597648219866,et,42.68
US-DS2,38.1375,-121.514,423.80672939648434,et,42.68
US-DS3,38.1235,-121.549,715.729986180158,et,42.68
US-EA4,29.6633,-98.3816,-199.35568753284434,et,94.72
US-EA5,29.3584,-99.9576,-73.69156896334505,et,81
US-EDN,37.6156,-122.114,682.2998402112883,et,64.75999999999999
US-EKH,36.8094,-121.7523,156.99996533224646,et,45.92
US-EKN,36.8357,-121.7328,432.8655559771445,et,61.839999999999996
US-EKP,36.8558,-121.7488,213.42302203428733,et,67.08
US-Elm,25.5519,-80.7826,156.42993466578457,et,44.68
US-EML,63.8784,-149.2536,48.30513967755499,et,55.559999999999995
US-Esm,25.4379,-80.5946,24.46261174196411,et,57.16
US-EvM,25.3539,-80.381,264.62727509001934,et,90.44
US-Fcr,65.3968,-148.9348,-37.592392743227805,et,8.200000000000001
US-Fmf,35.1426,-111.7273,70.19092091878986,et,46.48
US-Fuf,35.089,-111.762,131.54147144940214,et,50.63999999999999
US-Fwf,35.4454,-111.7718,23.123726567769438,et,31.16
US-GLE,41.3665,-106.2399,246.26387606934793,et,65.64
US-Ha1,42.5378,-72.1715,-106.64854563573022,et,70.56
US-HB1,33.3455,-79.1957,115.01237695484701,et,58.24
US-HB2,33.3242,-79.244,9.845064873214369,et,88.2
US-HB3,33.3482,-79.2322,-164.35997148596948,et,87.68
US-HB4,33.2015,-79.2975,171.83215777117323,et,53.76
US-HBK,43.9397,-71.7181,118.39891466595986,et,97.96000000000001
US-Ho2,45.209,-68.747,-133.95069666235645,et,100
US-Ho3,45.2072,-68.7265,-201.63595236847897,et,98.83999999999999
US-Hsm,38.2368,-122.0212,789.2415221486449,et,43.84
US-HWB,40.8608,-77.8488,-62.969077998820126,et,7.88
US-IAB,42.0001,-93.7016,-47.9118572254464,et,38.68
US-IAC,41.9984,-93.7016,-0.7430865915976028,et,30.12
US-IAM,41.9994,-93.7042,149.4646490818718,et,30.12
US-ICh,68.6068,-149.2958,0.940885935662493,et,80.72
US-ICs,68.6058,-149.311,26.447799160152243,et,80.72
US-ICt,68.6063,-149.3041,-1.6397529051538697,et,80.72
US-Jo1,32.582,-106.635,-25.285256564756082,et,63.88
US-Jo2,32.5849,-106.6032,-8.482444646388728,et,63.88
US-KFS,39.0561,-95.1907,-189.43364620379464,et,85.04
US-KLS,38.7745,-97.5684,-141.67614565250324,et,84.2
US-Kon,39.0824,-96.5603,28.990309246906918,et,36.720000000000006
US-KPL,60.5382,-150.5061,-43.82858267217796,et,41.160000000000004
US-KS2,28.6086,-80.6715,-30.14727851216537,et,76.12
US-LA2,29.8587,-90.2869,-331.08440997082266,et,81.04
US-LA3,29.4936,-89.9153,-60.70742932085443,et,90.36
US-Los,46.0827,-89.9786,-24.761970151012463,et,19.28
US-LS1,31.5615,-110.1403,225.6339123640306,et,31.919999999999998
US-LS2,31.5659,-110.1344,256.1005210497449,et,45.12
US-MBP,47.5051,-93.4893,82.21001648058837,et,53.04
US-Me3,44.3154,-121.6078,-79.66251335060588,et,11.08
US-Me5,44.4372,-121.5668,-53.977203081218136,et,49.919999999999995
US-Me6,44.3232,-121.6044,-126.70394639550386,et,12
US-Me7,44.4534,-121.5619,-353.0233322012181,et,23.24
US-MEF,39.1006,-105.1024,68.95682330862564,et,26.040000000000003
US-MMS,39.3232,-86.4133,-168.4045319523437,et,92.92
US-MN1,45.6168,-96.1269,-30.26790383482944,et,59.12
US-MN2,45.627,-96.1271,4.444168099864555,et,59.12
US-MN3,45.6091,-96.1265,65.91000047537466,et,84.36
US-Mo1,39.2298,-92.1167,-60.23574305180159,et,8.64
US-Mo2,38.9488,-91.9945,-66.6886557536352,et,3.2399999999999998
US-Mo3,39.2322,-92.1493,-145.77036373751594,et,23.24
US-MOz,38.7441,-92.2,-139.9527563320471,et,100
US-Mpj,34.4382,-106.2385,25.975543563958922,et,91.2
US-MtB,32.416,-110.7256,374.07145045635366,et,98.44000000000001
US-Myb,38.0499,-121.765,641.8117824577089,et,90.72
US-NC1,35.8118,-76.7119,-226.7996437913106,et,60.96
US-NC2,35.803,-76.6685,-54.698018077024926,et,82.32000000000001
US-NC3,35.799,-76.656,108.73235199644444,et,77.72
US-NC4,35.7817,-75.9135,289.6586604660397,et,97.52
US-Ne1,41.1651,-96.4766,105.97266716439731,et,21.279999999999998
US-Ne2,41.1649,-96.4701,85.45636296847886,et,21.279999999999998
US-Ne3,41.1797,-96.4397,24.385966641948357,et,21.279999999999998
US-NGC,64.8618,-163.7002,-16.858619007724798,et,36.84
US-NR1,40.0329,-105.547,261.61141197695315,et,67.64
US-NR3,40.052,-105.5864,-4.661312300597899,et,35.88
US-Oho,41.5545,-83.8438,40.702086510507,et,99.88
US-ONA,27.3836,-81.9509,-108.87569375629778,et,37.24
US-OPE,39.0293,-76.8457,-92.79940007611606,et,76.8
US-OWC,41.3793,-82.5124,243.2879833407685,et,96.88
US-PAS,27.3944,-81.951,-63.168696368542555,et,41.959999999999994
US-PLo,42.7496,-70.9157,11.011008564190092,et,71.72
US-Prr,65.1237,-147.4876,-22.60278151033563,et,87.12
US-RC1,46.7837,-117.0777,87.64131235065372,et,79.96
US-RC2,46.7776,-117.0807,72.46919110983742,et,79.96
US-RC3,46.991,-118.598,-15.997251297919348,et,77.8
US-RC4,46.758,-116.949,70.96181774583067,et,17.4
US-RC5,47.01,-119.248,516.5356966471302,et,95.8
US-RGA,34.4159,-91.6733,-102.35506843762755,et,29.4
US-RGB,39.5782,-121.8579,350.24387171344074,et,9.32
US-RGF,37.6995,-121.1369,694.44214986702,et,71.92
US-RGo,39.6805,-122.0026,317.7927225218351,et,79.52
US-RGW,33.6216,-91.4306,-42.28516527600448,et,33.48
US-Rls,43.1439,-116.7356,133.6871644640466,et,81.56
US-Rms,43.0645,-116.7486,194.48384691302613,et,93.52000000000001
US-Ro1,44.7143,-93.0898,29.98584698214279,et,11.959999999999999
US-Ro2,44.7288,-93.0888,128.3953244352041,et,11.959999999999999
US-Ro3,44.7217,-93.0893,5.327124761734694,et,11.959999999999999
US-Ro4,44.6781,-93.0723,-95.04536421785713,et,55.16
