site_id,location_lat,location_long,diff,axis,biomass_percentile
AU-Stp,-17.1507,133.3502,-12.898809865011174,et,21.36
AU-Cpr,-34.0027,140.5877,-37.46154116905697,et,41.28
AU-Sam,-27.38806,152.87778,-210.9707325123087,et,43.68
AU-Rgf,-32.506102,116.966827,-113.0950345516024,et,7.48
NZ-ADw,-43.64935,172.34952,125.77772104226722,et,39.2
AU-Fog,-12.5452,131.3072,279.36880240827486,et,92
AU-Gin,-31.376351,115.71377,91.43765158720498,et,99.32
NZ-Oxf,-43.2609,172.21588,-49.34167215535717,et,25.6
AU-Fle,-19.887285,146.189138,-27.452186742713593,et,51.44
AU-RDF,-14.563639,132.477567,-107.05933950245537,et,54.36
AU-TTE,-22.287,133.64,15.851027386057012,et,38.279999999999994
AU-APL,-36.862222,147.320833,-207.0555784247449,et,2.12
AU-ASM,-22.283,133.249,-43.499039658912636,et,64
AU-DaS,-14.1592,131.3881,117.29417990027127,et,37.519999999999996
AU-Wrr,-43.09502,146.65452,-137.68925294556755,et,98.6
AU-GWW,-30.1914,120.65417,-48.17998357307877,et,37.84
AU-Boy,-32.477093000000004,116.938559,-39.37019281869425,et,97.8
AU-Wom,-37.422506,144.094046,262.90024569920274,et,90.36
AU-Cum,-33.615278000000004,150.723611,-53.80943027270405,et,60.28
NZ-BFm,-43.593528,171.929611,130.66698016152736,et,14.280000000000001
AU-Rig,-36.6499,145.5759,-150.23921471286667,et,21.759999999999998
NZ-Lau,-45.038904,169.681109,174.73743907397954,et,88.36
AU-Dry,-15.2588,132.3706,72.02349225620219,et,75.88000000000001
AU-Ync,-34.9878,146.2908,-29.920733474418057,et,39.04
AU-MvA,-30.543,150.02,-184.3045943733419,et,67.80000000000001
AU-Wel,-32.5727,148.9843,13.29153357059954,et,75.96000000000001
AU-Ya1,-33.613469,150.734864,-228.02734728494897,et,43.480000000000004
AU-Lon,-23.52327,144.31042,-117.8255528586655,et,76.24
AU-Whr,-36.6732,145.0294,-20.265782433099503,et,96.12
AU-Ade,-13.0769,131.1178,57.46447589123079,et,21.759999999999998
AU-MvB,-30.697,150.09,317.9159326797194,et,63.239999999999995
AU-Cow,-16.238189,145.42715,32.54575068091526,et,87.36
NZ-ScF,-37.46,175.22,-52.74925388172835,et,27.36
AU-Otw,-38.525,142.81,-27.68398993622452,et,88.75999999999999
